股票代码,股票简称,个股热度[20250708],个股热度排名[20250708],market_code,code,最新价,最新涨跌幅
688550.SH,瑞联新材,9292.0,1213,17,688550,40.2,-9.926058705
000620.SZ,盈新发展,9284.5,1214,33,000620,1.64,1.234567901
600340.SH,华夏幸福,9283.5,1215,17,600340,2.27,0.888888889
300352.SZ,北信源,9282.5,1216,33,300352,5.52,0.363636364
601869.SH,长飞光纤,9281.5,1217,17,601869,39.36,4.708699122
600598.SH,北大荒,9277.5,1218,17,600598,14.66,-0.136239782
000768.SZ,中航西飞,9263.0,1219,33,000768,27.25,-0.183150183
300769.SZ,德方纳米,9257.5,1220,33,300769,32.68,2.702702703
600847.SH,万里股份,9250.5,1221,17,600847,11.31,-1.822916667
000560.SZ,我爱我家,9250.0,1222,33,000560,3.07,0.655737705
300276.SZ,三丰智能,9241.0,1223,33,300276,10.58,1.828681424
300713.SZ,英可瑞,9230.0,1224,33,300713,19.05,2.584814216
601609.SH,金田股份,9221.0,1225,17,601609,7.14,2.73381295
002567.SZ,唐人神,9207.0,1226,33,002567,4.82,0.836820084
301005.SZ,超捷股份,9206.0,1228,33,301005,36.95,4.31959345
600719.SH,大连热电,9206.0,1227,17,600719,6.96,-1.971830986
003026.SZ,中晶科技,9204.5,1229,33,003026,35.26,1.089449541
002179.SZ,中航光电,9194.0,1230,33,002179,39.95,2.435897436
600686.SH,金龙汽车,9193.0,1231,17,600686,12.86,1.25984252
600730.SH,中国高科,9191.0,1232,17,600730,6.48,3.184713376
002073.SZ,软控股份,9190.5,1233,33,002073,8.94,-0.334448161
601766.SH,中国中车,9176.0,1234,17,601766,7.18,0.984528833
002655.SZ,共达电声,9158.5,1235,33,002655,13.22,2.799377916
300035.SZ,中科电气,9157.0,1236,33,300035,16.65,1.215805471
688310.SH,迈得医疗,9142.0,1237,17,688310,16.17,3.521126761
688498.SH,源杰科技,9126.5,1238,17,688498,205.9,8.328510549
600330.SH,天通股份,9116.0,1239,17,600330,7.32,2.953586498
001339.SZ,智微智能,9108.5,1240,33,001339,49.39,3.499580889
301489.SZ,思泉新材,9098.0,1241,33,301489,60.27,8.185245019
300063.SZ,天龙集团,9090.0,1242,33,300063,8.56,-0.233100233
300225.SZ,*ST金泰,9077.0,1243,33,300225,3.93,1.288659794
600480.SH,凌云股份,9070.5,1244,17,600480,11.72,3.533568905
002826.SZ,易明医药,9067.5,1245,33,002826,18.56,-0.215053763
002984.SZ,森麒麟,9067.0,1246,33,002984,18.95,0.530503979
300778.SZ,新城市,9047.0,1247,33,300778,14.88,3.693379791
603585.SH,苏利股份,9044.5,1248,17,603585,21.03,-1.54494382
600623.SH,华谊集团,9043.0,1249,17,600623,8.07,3.461538462
601225.SH,陕西煤业,9035.0,1250,17,601225,19.15,0.104547831
603396.SH,金辰股份,9013.0,1251,17,603396,27.25,3.180613404
300095.SZ,华伍股份,8986.5,1252,33,300095,9.74,1.670146138
002482.SZ,广田集团,8977.5,1253,33,002482,1.83,2.234636872
000078.SZ,海王生物,8975.0,1254,33,000078,2.66,-0.374531835
001208.SZ,华菱线缆,8970.5,1255,33,001208,11.26,2.550091075
300806.SZ,斯迪克,8965.0,1256,33,300806,16.46,5.92020592
301622.SZ,英思特,8963.0,1257,33,301622,85.52,3.185328185
300685.SZ,艾德生物,8941.5,1258,33,300685,22.84,5.496535797
600530.SH,交大昂立,8941.0,1259,17,600530,8.38,-3.567318757
000701.SZ,厦门信达,8916.0,1260,33,000701,6.25,-0.318979266
600367.SH,红星发展,8911.5,1261,17,600367,15.2,0.728959576
300857.SZ,协创数据,8911.0,1262,33,300857,84.45,4.015272817
001255.SZ,博菲电气,8909.5,1263,33,001255,32.6,0.617283951
300170.SZ,汉得信息,8906.5,1264,33,300170,16.46,1.417128774
300240.SZ,飞力达,8895.0,1265,33,300240,9.44,0.106044539
300159.SZ,*ST新研,8878.0,1266,33,300159,3.1,2.310231023
600531.SH,豫光金铅,8862.5,1267,17,600531,8.28,2.729528536
000887.SZ,中鼎股份,8852.5,1268,33,000887,17.27,2.06855792
300493.SZ,润欣科技,8839.0,1269,33,300493,20.46,1.18694362
002405.SZ,四维图新,8837.5,1270,33,002405,8.29,0.606796117
300496.SZ,中科创达,8829.5,1271,33,300496,55.21,1.995196749
000415.SZ,渤海租赁,8824.0,1272,33,000415,3.45,1.769911504
301665.SZ,泰禾股份,8819.0,1273,33,301665,32.24,3.732303732
300346.SZ,南大光电,8803.0,1274,33,300346,31.46,1.287830006
000027.SZ,深圳能源,8782.0,1275,33,000027,6.66,1.062215478
000913.SZ,钱江摩托,8764.5,1276,33,000913,16.09,-0.247985121
300725.SZ,药石科技,8750.5,1277,33,300725,39.02,3.749002925
600600.SH,青岛啤酒,8747.5,1278,17,600600,68.79,0.761681559
301421.SZ,波长光电,8745.0,1279,33,301421,71.89,-0.759249034
600348.SH,华阳股份,8742.5,1280,17,600348,6.89,0.878477306
600858.SH,银座股份,8737.0,1281,17,600858,5.77,0.347826087
601567.SH,三星医疗,8733.5,1282,17,601567,23.12,4.050405041
601877.SH,正泰电器,8732.5,1283,17,601877,23.37,1.520417029
300287.SZ,飞利信,8728.5,1284,33,300287,5.71,0.528169014
000766.SZ,通化金马,8727.5,1285,33,000766,23.81,-1.733388362
600406.SH,国电南瑞,8713.5,1286,17,600406,22.09,-0.315884477
300782.SZ,卓胜微,8712.5,1287,33,300782,71.3,1.393629124
300057.SZ,万顺新材,8710.5,1288,33,300057,5.75,2.131438721
603138.SH,海量数据,8692.0,1289,17,603138,14.88,1.224489796
300139.SZ,晓程科技,8677.0,1291,33,300139,20.09,1.567239636
603605.SH,珀莱雅,8677.0,1290,17,603605,82.11,0.748466258
300776.SZ,帝尔激光,8675.0,1292,33,300776,58.12,3.397971891
603667.SH,五洲新春,8671.5,1293,17,603667,32.2,0.71942446
002196.SZ,方正电机,8665.0,1294,33,002196,9.01,1.693002257
300260.SZ,新莱应材,8664.5,1295,33,300260,32.27,1.128172987
300413.SZ,芒果超媒,8661.0,1296,33,300413,21.46,1.56176053
002291.SZ,遥望科技,8659.0,1297,33,002291,6.42,0.943396226
000409.SZ,云鼎科技,8649.0,1298,33,000409,11.28,0.714285714
000630.SZ,铜陵有色,8636.5,1300,33,000630,3.41,0.294117647
300353.SZ,东土科技,8636.5,1299,33,300353,20.47,0.787789266
600855.SH,航天长峰,8634.5,1301,17,600855,13.49,-0.074074074
300819.SZ,聚杰微纤,8621.5,1302,33,300819,25.64,7.101086048
000833.SZ,粤桂股份,8618.0,1303,33,000833,12.14,0.746887967
601137.SH,博威合金,8615.5,1304,17,601137,18.1,3.075170843
002157.SZ,正邦科技,8605.5,1305,33,002157,2.8,1.083032491
603283.SH,赛腾股份,8592.0,1306,17,603283,33.41,3.117283951
603128.SH,华贸物流,8586.5,1307,17,603128,6.25,0.321027287
000980.SZ,众泰汽车,8540.5,1308,33,000980,2.07,0.485436893
600199.SH,金种子酒,8537.5,1309,17,600199,10.59,0.761179829
000733.SZ,振华科技,8532.0,1310,33,000733,48.2,0.270438943
000524.SZ,岭南控股,8530.5,1311,33,000524,12.03,0
603912.SH,佳力图,8528.5,1312,17,603912,8.65,1.051401869
002885.SZ,京泉华,8521.5,1313,33,002885,14.41,3.223495702
603091.SH,众鑫股份,8517.5,1314,17,603091,65.27,-4.854227405
002097.SZ,山河智能,8515.0,1315,33,002097,8,0.502512563
002114.SZ,罗平锌电,8506.5,1316,33,002114,7.28,4.148783977
000829.SZ,天音控股,8504.5,1317,33,000829,10.26,0.984251969
000600.SZ,建投能源,8502.5,1318,33,000600,7.63,-1.675257732
603326.SH,我乐家居,8500.0,1319,17,603326,8.97,3.699421965
688221.SH,前沿生物,8499.0,1320,17,688221,14.8,6.705118962
603683.SH,晶华新材,8488.5,1321,17,603683,16.88,3.241590214
002501.SZ,利源股份,8480.5,1322,33,002501,2.18,1.395348837
002725.SZ,跃岭股份,8476.5,1324,33,002725,12.74,0.631911532
600606.SH,绿地控股,8476.5,1323,17,600606,1.71,2.395209581
002835.SZ,同为股份,8476.0,1325,33,002835,18.88,1.070663812
002082.SZ,万邦德,8463.5,1326,33,002082,6.96,1.310043668
300380.SZ,安硕信息,8452.5,1327,33,300380,48.15,3.281853282
002139.SZ,拓邦股份,8450.5,1328,33,002139,13.6,2.255639098
300627.SZ,华测导航,8437.0,1329,33,300627,34.21,0.410918697
300619.SZ,金银河,8436.0,1330,33,300619,26.3,-0.378787879
300578.SZ,会畅通讯,8430.0,1331,33,300578,21.37,2.29775012
603766.SH,隆鑫通用,8415.5,1332,17,603766,13.24,0.684410646
603119.SH,浙江荣泰,8401.0,1333,17,603119,41.7,3.064755314
600549.SH,厦门钨业,8400.5,1334,17,600549,20.81,1.265206813
600237.SH,铜峰电子,8398.5,1335,17,600237,7.47,2.751031637
300142.SZ,沃森生物,8395.0,1336,33,300142,11.12,1.18289354
002401.SZ,中远海科,8394.5,1337,33,002401,16.64,0.483091787
002845.SZ,同兴达,8394.0,1338,33,002845,15.52,0.323206206
600006.SH,东风股份,8392.5,1339,17,600006,7.17,0.420168067
300543.SZ,朗科智能,8371.0,1340,33,300543,11.08,3.454715219
300075.SZ,数字政通,8366.5,1341,33,300075,17.36,1.639344262
301358.SZ,湖南裕能,8365.0,1342,33,301358,31,2.717031146
300722.SZ,新余国科,8363.0,1343,33,300722,35.02,-1.073446328
000633.SZ,合金投资,8355.5,1344,33,000633,6.09,0.82781457
603305.SH,旭升集团,8333.5,1345,17,603305,13.2,2.883865939
300427.SZ,红相股份,8330.5,1346,33,300427,7.02,-0.707213579
603398.SH,*ST沐邦,8318.0,1347,22,603398,5.46,-0.907441016
002792.SZ,通宇通讯,8317.5,1348,33,002792,14.82,-0.736771601
300569.SZ,天能重工,8317.0,1349,33,300569,5.73,0.702987698
000727.SZ,冠捷科技,8312.5,1350,33,000727,2.44,1.666666667
603533.SH,掌阅科技,8308.5,1351,17,603533,21.41,1.373106061
000032.SZ,深桑达A,8306.0,1352,33,000032,20.07,1.517450683
601069.SH,西部黄金,8296.5,1353,17,601069,20.17,1.35678392
301251.SZ,威尔高,8292.5,1354,33,301251,39.58,1.984024736
688068.SH,热景生物,8281.5,1355,17,688068,173.64,-5.036915505
603351.SH,威尔药业,8275.0,1356,17,603351,29.79,1.05156038
002547.SZ,春兴精工,8274.5,1357,33,002547,4.63,1.758241758
601995.SH,中金公司,8264.0,1358,17,601995,35.8,0.873485489
603818.SH,曲美家居,8263.5,1359,17,603818,4.88,-2.982107356
688158.SH,优刻得,8262.0,1360,17,688158,22.6,4.291647439
301010.SZ,晶雪节能,8247.5,1361,33,301010,18.6,-3.626943005
001309.SZ,德明利,8244.5,1362,33,001309,121.35,-0.336727989
000700.SZ,模塑科技,8242.5,1363,33,000700,7.47,0.538358008
300226.SZ,上海钢联,8241.0,1364,33,300226,23.19,3.897849462
600800.SH,渤海化学,8237.5,1365,17,600800,4.18,3.465346535
002138.SZ,顺络电子,8236.5,1366,33,002138,28.91,3.50877193
300231.SZ,银信科技,8228.5,1367,33,300231,12.21,3.562340967
300762.SZ,上海瀚讯,8212.0,1368,33,300762,22.86,3.158844765
002009.SZ,天奇股份,8210.0,1369,33,002009,15.42,1.916721745
600622.SH,光大嘉宝,8203.0,1370,17,600622,3.01,2.730375427
002806.SZ,华锋股份,8195.0,1371,33,002806,12.53,0.159872102
002920.SZ,德赛西威,8184.0,1372,33,002920,101.54,1.286783042
600575.SH,淮河能源,8149.0,1373,17,600575,3.66,-0.81300813
603861.SH,白云电器,8143.5,1374,17,603861,9.94,2.05338809
300987.SZ,川网传媒,8142.5,1375,33,300987,19.46,-0.866021396
600201.SH,生物股份,8108.5,1376,17,600201,8.1,1.376720901
002536.SZ,飞龙股份,8108.0,1377,33,002536,15.4,3.564223268
002810.SZ,山东赫达,8094.0,1378,33,002810,12.96,0.543056633
300547.SZ,川环科技,8087.5,1379,33,300547,30.55,3.314169767
600830.SH,香溢融通,8074.5,1380,17,600830,10.39,1.862745098
002219.SZ,新里程,8071.5,1381,33,002219,2.14,2.392344498
002126.SZ,银轮股份,8061.0,1382,33,002126,23.03,1.812555261
603800.SH,洪田股份,8058.5,1383,17,603800,26.91,1.700680272
000801.SZ,四川九洲,8056.5,1384,33,000801,15.24,0.860357379
688390.SH,固德威,8045.5,1385,17,688390,45.4,5.827505828
688012.SH,中微公司,8021.0,1386,17,688012,184.5,2.187759623
301377.SZ,鼎泰高科,8002.5,1387,33,301377,36.11,3.764367816
600867.SH,通化东宝,8000.0,1388,17,600867,7.86,-2.722772277
600028.SH,中国石化,7987.5,1389,17,600028,5.68,0.530973451
600448.SH,华纺股份,7977.5,1390,17,600448,3.53,0.56980057
002716.SZ,湖南白银,7958.0,1391,33,002716,4.08,1.492537313
002142.SZ,宁波银行,7954.0,1392,33,002142,28.07,-0.460992908
300203.SZ,聚光科技,7951.0,1393,33,300203,20.7,5.99078341
002707.SZ,众信旅游,7947.0,1394,33,002707,7.83,0.772200772
600011.SH,华能国际,7930.5,1395,17,600011,7.52,-0.132802125
603890.SH,春秋电子,7928.5,1396,17,603890,11.86,2.595155709
002311.SZ,海大集团,7923.0,1397,33,002311,58.86,-0.355510411
300088.SZ,长信科技,7919.0,1398,33,300088,5.99,1.870748299
605066.SH,天正电气,7912.5,1399,17,605066,7.63,-0.261437908
605016.SH,百龙创园,7903.5,1400,17,605016,21.06,-1.818181818
002162.SZ,悦心健康,7899.0,1401,33,002162,4.33,1.643192488
002428.SZ,云南锗业,7898.5,1402,33,002428,19.5,0.827300931
601166.SH,兴业银行,7896.5,1403,17,601166,25.14,0.079617834
600149.SH,廊坊发展,7886.0,1404,17,600149,5.51,-1.431127013
300136.SZ,信维通信,7881.0,1405,33,300136,22.3,1.966163695
002519.SZ,银河电子,7876.0,1406,33,002519,5.4,0.558659218
300177.SZ,中海达,7874.5,1407,33,300177,10.91,1.20593692
002891.SZ,中宠股份,7864.0,1409,33,002891,60.43,-0.477602108
603009.SH,北特科技,7864.0,1408,17,603009,38.92,2.58302583
002892.SZ,科力尔,7862.5,1410,33,002892,13.6,1.416853095
600881.SH,亚泰集团,7858.0,1411,17,600881,1.87,1.630434783
603112.SH,华翔股份,7854.0,1412,17,603112,17.94,-3.027027027
300460.SZ,惠伦晶体,7847.5,1413,33,300460,11.04,3.759398496
301063.SZ,海锅股份,7841.0,1414,33,301063,29.2,0.343642612
600326.SH,西藏天路,7838.0,1415,17,600326,8.67,-0.573394495
300916.SZ,朗特智能,7821.5,1416,33,300916,28.9,1.58172232
603626.SH,科森科技,7819.0,1417,17,603626,8.56,1.301775148
300699.SZ,光威复材,7815.0,1418,33,300699,30.99,1.539973788
301076.SZ,新瀚新材,7806.0,1419,33,301076,35.27,4.783125371
603110.SH,东方材料,7803.0,1420,17,603110,16.22,1.565435191
601717.SH,郑煤机,7802.5,1421,17,601717,16.76,2.444987775
002855.SZ,捷荣技术,7785.0,1422,33,002855,18.6,0
002705.SZ,新宝股份,7782.0,1424,33,002705,14.7,0.892244338
002927.SZ,泰永长征,7782.0,1423,33,002927,14.98,0.066800267
002825.SZ,纳尔股份,7777.5,1426,33,002825,10.97,3.882575758
600293.SH,三峡新材,7777.5,1425,17,600293,3.33,2.461538462
600693.SH,东百集团,7776.0,1427,17,600693,5.87,0.341880342
002239.SZ,奥特佳,7773.5,1428,33,002239,2.91,1.041666667
603271.SH,永杰新材,7764.5,1429,17,603271,37.62,4.037610619
301293.SZ,三博脑科,7751.5,1430,33,301293,49.43,0.38586515
603659.SH,璞泰来,7734.5,1431,17,603659,18.65,0.376749193
603607.SH,京华激光,7730.5,1432,17,603607,24.64,0.162601626
600593.SH,大连圣亚,7727.0,1433,17,600593,30.66,0
301292.SZ,海科新源,7726.5,1434,33,301292,20.82,-0.951474786
300083.SZ,创世纪,7718.5,1435,33,300083,8.26,1.349693252
002585.SZ,双星新材,7717.0,1436,33,002585,5.58,2.573529412
002077.SZ,大港股份,7715.5,1437,33,002077,14.22,0.85106383
002164.SZ,宁波东力,7710.0,1438,33,002164,9.02,1.348314607
603655.SH,朗博科技,7704.0,1439,17,603655,28.96,2.950586562
300041.SZ,回天新材,7702.0,1440,33,300041,9.62,2.997858672
300896.SZ,爱美客,7699.5,1441,33,300896,173.91,1.731500439
600198.SH,大唐电信,7695.0,1442,17,600198,8.45,1.076555024
002871.SZ,伟隆股份,7688.0,1443,33,002871,11.27,-2.085143354
300296.SZ,利亚德,7687.5,1444,33,300296,6.03,1.515151515
000155.SZ,川能动力,7682.5,1445,33,000155,10.1,0
002575.SZ,群兴玩具,7681.0,1446,33,002575,8.72,2.34741784
601336.SH,新华保险,7671.5,1447,17,601336,60.59,-0.148319051
301106.SZ,骏成科技,7650.5,1448,33,301106,31.3,4.437771104
301439.SZ,泓淋电力,7637.5,1449,33,301439,17.35,-0.800457404
002531.SZ,天顺风能,7629.5,1450,33,002531,7.11,3.343023256
300579.SZ,数字认证,7629.0,1451,33,300579,32.95,0.610687023
600863.SH,内蒙华电,7626.5,1452,17,600863,4.25,-0.468384075
600552.SH,凯盛科技,7625.0,1453,17,600552,11.51,1.948627104
600684.SH,珠江股份,7615.5,1454,17,600684,4.38,2.576112412
000695.SZ,滨海能源,7614.5,1455,33,000695,12.85,-0.077760498
300666.SZ,江丰电子,7597.0,1456,33,300666,73.95,2.851182197
301498.SZ,乖宝宠物,7583.5,1458,33,301498,107.41,-1.476793249
603579.SH,荣泰健康,7583.5,1457,17,603579,27,-1.960784314
603214.SH,爱婴室,7572.0,1459,17,603214,19.1,0.420609884
300622.SZ,博士眼镜,7563.5,1460,33,300622,33.61,1.387631976
002192.SZ,融捷股份,7560.5,1461,33,002192,31.54,3.004572175
301348.SZ,蓝箭电子,7549.5,1462,33,301348,20.64,0.633837153
833914.BJ,远航精密,7547.0,1463,151,833914,30.39,8.535714286
600026.SH,中远海能,7539.5,1464,17,600026,10.27,0.097465887
603663.SH,三祥新材,7535.5,1465,17,603663,25.29,0.55666004
000860.SZ,顺鑫农业,7527.0,1466,33,000860,15.64,0.708306504
301602.SZ,超研股份,7526.5,1467,33,301602,27.3,2.515959444
002685.SZ,华东重机,7511.5,1468,33,002685,7.53,0.534045394
300256.SZ,星星科技,7509.5,1469,33,300256,4.21,1.937046005
605258.SH,协和电子,7505.0,1470,17,605258,31.92,2.307692308
002006.SZ,精工科技,7487.0,1471,33,002006,16.08,1.772151899
600859.SH,王府井,7486.0,1472,17,600859,13.87,0.28922632
600118.SH,中国卫星,7479.5,1473,17,600118,28.21,0.213143872
600523.SH,贵航股份,7478.0,1474,17,600523,14.12,-0.070771408
603595.SH,东尼电子,7474.5,1475,17,603595,20.01,3.410852713
601668.SH,中国建筑,7464.5,1476,17,601668,5.95,-0.167785235
600405.SH,动力源,7459.0,1477,17,600405,5.63,0
000837.SZ,秦川机床,7457.0,1478,33,000837,11.7,1.03626943
002406.SZ,远东传动,7456.0,1480,33,002406,7.47,0.809716599
300390.SZ,天华新能,7456.0,1479,33,300390,19.24,2.832709781
600886.SH,国投电力,7453.0,1481,17,600886,14.96,-0.861497681
002977.SZ,天箭科技,7430.0,1483,33,002977,36.91,2.158870745
600076.SH,康欣新材,7430.0,1482,17,600076,2.51,3.719008264
000510.SZ,新金路,7421.0,1485,33,000510,5.08,0.395256917
603696.SH,安记食品,7421.0,1484,17,603696,11.34,-0.263852243
601007.SH,金陵饭店,7420.5,1486,17,601007,7.64,-1.673101673
002523.SZ,天桥起重,7418.5,1487,33,002523,3.7,0.543478261
300965.SZ,恒宇信通,7411.0,1488,33,300965,57.53,-0.964021346
605358.SH,立昂微,7408.0,1489,17,605358,23.4,2.541630149
000636.SZ,风华高科,7399.5,1490,33,000636,13.89,2.132352941
300632.SZ,光莆股份,7389.0,1491,33,300632,13.38,3.002309469
600313.SH,农发种业,7385.5,1492,17,600313,6.41,0.312989045
603456.SH,九洲药业,7385.0,1493,17,603456,15.46,1.777485188
002226.SZ,江南化工,7384.5,1494,33,002226,5.64,-0.704225352
601116.SH,三江购物,7373.0,1495,17,601116,11.28,1.165919283
002183.SZ,怡亚通,7368.5,1496,33,002183,4.55,0.441501104
000520.SZ,凤凰航运,7357.0,1497,33,000520,5.03,0.801603206
600868.SH,梅雁吉祥,7355.5,1498,17,600868,2.92,-0.680272109
002044.SZ,美年健康,7349.5,1499,33,002044,5.03,0.399201597
002491.SZ,通鼎互联,7339.5,1501,33,002491,5.72,2.325581395
300351.SZ,永贵电器,7339.5,1500,33,300351,16.43,-1.024096386
300290.SZ,荣科科技,7335.5,1502,33,300290,17.38,3.084223013
300757.SZ,罗博特科,7330.5,1503,33,300757,139.91,2.859873548
301379.SZ,天山电子,7324.5,1504,33,301379,27.05,3.520857252
603203.SH,快克智能,7310.0,1506,17,603203,25.07,2.95687885
300498.SZ,温氏股份,7304.5,1507,33,300498,17.17,-0.058207218
603266.SH,天龙股份,7300.5,1508,17,603266,18.14,0.498614958
600763.SH,通策医疗,7297.0,1509,17,600763,41.6,1.438673494
603767.SH,中马传动,7288.5,1510,17,603767,16.68,0.300661455
301213.SZ,观想科技,7283.0,1511,33,301213,56.43,-2.03125
605005.SH,合兴股份,7276.5,1512,17,605005,18.42,2.049861496
600660.SH,福耀玻璃,7276.0,1514,17,600660,57.64,-0.842938242
605168.SH,三人行,7276.0,1513,17,605168,33.97,0.029446408
300727.SZ,润禾材料,7273.0,1515,33,300727,27.33,4.035020936
300317.SZ,珈伟新能,7271.0,1516,33,300317,4.45,1.598173516
430090.BJ,同辉信息,7267.5,1517,151,430090,11.13,-1.066666667
002605.SZ,姚记科技,7262.0,1518,33,002605,27.46,1.62842339
002007.SZ,华兰生物,7259.0,1519,33,002007,15.86,0.252844501
002431.SZ,棕榈股份,7258.5,1520,33,002431,2.4,0
002036.SZ,联创电子,7256.0,1521,33,002036,10.43,1.262135922
002432.SZ,九安医疗,7254.0,1522,33,002432,36.5,0.440286186
000546.SZ,金圆股份,7245.0,1523,33,000546,5,2.249488753
000932.SZ,华菱钢铁,7240.0,1524,33,000932,5.21,1.361867704
603613.SH,国联股份,7238.0,1525,17,603613,23.38,1.080847384
300695.SZ,兆丰股份,7232.5,1526,33,300695,84.72,0.059052793
002642.SZ,荣联科技,7230.0,1527,33,002642,7.75,1.307189542
688499.SH,利元亨,7228.5,1528,17,688499,39.28,-1.306532663
300700.SZ,岱勒新材,7226.0,1530,33,300700,12.85,2.227525855
603015.SH,弘讯科技,7226.0,1529,17,603015,12.49,0
603198.SH,迎驾贡酒,7215.5,1531,17,603198,39.58,0.712468193
002982.SZ,湘佳股份,7202.0,1532,33,002982,15.87,-0.251414205
600312.SH,平高电气,7201.5,1533,17,600312,15.47,0
301330.SZ,熵基科技,7200.5,1534,33,301330,27.92,-1.342756184
002172.SZ,澳洋健康,7198.5,1535,33,002172,3.93,1.028277635
688333.SH,铂力特,7193.5,1536,17,688333,64.5,5.392156863
002870.SZ,香山股份,7190.5,1537,33,002870,32.38,4.182754183
301628.SZ,强达电路,7187.0,1538,33,301628,91,2.627720762
002256.SZ,兆新股份,7178.5,1539,33,002256,2.43,0.41322314
600470.SH,六国化工,7178.0,1540,17,600470,6.2,2.141680395
300185.SZ,通裕重工,7166.5,1541,33,300185,2.87,2.135231317
000969.SZ,安泰科技,7166.0,1542,33,000969,12.69,0.475059382
301535.SZ,浙江华远,7164.5,1543,33,301535,20.65,1.724137931
300882.SZ,万胜智能,7162.5,1544,33,300882,16.91,-1.971014493
300438.SZ,鹏辉能源,7161.0,1545,33,300438,26.85,2.207841644
300805.SZ,电声股份,7158.0,1546,33,300805,11.36,3.178928247
300843.SZ,胜蓝股份,7146.5,1547,33,300843,31.7,1.863753213
301331.SZ,恩威医药,7139.5,1548,33,301331,34.61,7.351116625
600114.SH,东睦股份,7128.5,1549,17,600114,21.02,3.44488189
600151.SH,航天机电,7125.0,1550,17,600151,7.21,1.549295775
001301.SZ,尚太科技,7120.0,1552,33,001301,50.25,4.123497721
688658.SH,悦康药业,7120.0,1551,17,688658,22.6,-9.780439122
000628.SZ,高新发展,7116.5,1553,33,000628,42.08,1.66706934
002708.SZ,光洋股份,7100.5,1554,33,002708,10.5,1.058710298
600212.SH,绿能慧充,7096.5,1555,17,600212,8.24,-0.121212121
002923.SZ,润都股份,7090.5,1556,33,002923,12.78,2.076677316
002480.SZ,新筑股份,7083.5,1557,33,002480,6.55,2.184087363
002061.SZ,浙江交科,7083.0,1558,33,002061,4.05,0.247524752
300084.SZ,海默科技,7063.5,1559,33,300084,8.64,0.348432056
600009.SH,上海机场,7060.0,1560,17,600009,31.59,0.349428208
300661.SZ,圣邦股份,7059.5,1561,33,300661,70.17,0.300171527
300113.SZ,顺网科技,7059.0,1562,33,300113,19.87,3.220779221
000735.SZ,罗牛山,7052.0,1563,33,000735,6.25,1.957585644
001212.SZ,中旗新材,7049.5,1565,33,001212,41.5,-1.658767773
600399.SH,抚顺特钢,7049.5,1564,17,600399,5.24,1.550387597
601929.SH,吉视传媒,7046.0,1566,17,601929,1.86,1.086956522
300677.SZ,英科医疗,7044.0,1567,33,300677,25.37,-0.353495679
600300.SH,维维股份,7042.5,1568,17,600300,3.47,-0.287356322
002805.SZ,丰元股份,7036.0,1569,33,002805,13.67,-0.509461426
601339.SH,百隆东方,7019.5,1570,17,601339,4.96,0.60851927
002693.SZ,*ST双成,7015.0,1571,33,002693,7.42,0.134952767
002410.SZ,广联达,7014.5,1573,33,002410,13.24,1.22324159
002922.SZ,伊戈尔,7014.5,1572,33,002922,16.03,1.842439644
600654.SH,中安科,7011.0,1574,17,600654,2.99,2.04778157
603882.SH,金域医学,7010.5,1575,17,603882,28.14,0.860215054
002930.SZ,宏川智慧,7002.0,1576,33,002930,10.66,0.471253534
301263.SZ,泰恩康,7001.5,1577,33,301263,39.6,2.352028948
600343.SH,航天动力,6978.0,1578,17,600343,12.8,1.265822785
000008.SZ,神州高铁,6976.5,1579,33,000008,2.85,0.352112676
300182.SZ,捷成股份,6973.5,1580,33,300182,5.47,1.672862454
600844.SH,丹化科技,6972.0,1581,17,600844,3.54,0.283286119
300672.SZ,国科微,6955.0,1582,33,300672,82.8,-0.600240096
300291.SZ,百纳千成,6948.0,1583,33,300291,5.62,2.181818182
600019.SH,宝钢股份,6941.5,1584,17,600019,7.16,-0.555555556
600810.SH,神马股份,6934.5,1585,17,600810,9.51,-0.314465409
000886.SZ,海南高速,6929.5,1586,33,000886,6.84,2.548725637
000656.SZ,*ST金科,6928.5,1587,33,000656,1.49,0
603131.SH,上海沪工,6925.5,1588,17,603131,18.16,0.553709856
300131.SZ,英唐智控,6920.5,1589,33,300131,8.09,0.372208437
600735.SH,新华锦,6910.5,1590,17,600735,7.39,0.956284153
601669.SH,中国电建,6901.5,1591,17,601669,4.94,0
688800.SH,瑞可达,6892.5,1592,17,688800,48,5.773468488
300804.SZ,广康生化,6889.5,1593,33,300804,49.9,-1.402884805
002437.SZ,誉衡药业,6883.5,1594,33,002437,2.92,0.343642612
300067.SZ,安诺其,6880.5,1595,33,300067,5.53,0.362976407
002960.SZ,青鸟消防,6870.0,1596,33,002960,9.94,3.005181347
001335.SZ,信凯科技,6869.5,1597,33,001335,38.81,3.163211058
600338.SH,西藏珠峰,6863.0,1598,17,600338,11.25,2.087114338
300866.SZ,安克创新,6857.5,1599,33,300866,119.1,2.938634399
600161.SH,天坛生物,6856.5,1600,17,600161,19.67,-0.606366852
605167.SH,利柏特,6848.0,1601,17,605167,11.35,-1.304347826
603900.SH,莱绅通灵,6841.0,1602,17,603900,11.37,1.608579088
600992.SH,贵绳股份,6833.0,1603,17,600992,15.14,1.000667111
000596.SZ,古井贡酒,6832.5,1604,33,000596,135.6,1.34529148
002682.SZ,龙洲股份,6822.5,1605,33,002682,4.91,0.204081633
