股票代码,股票简称,个股热度[20250708],个股热度排名[20250708],market_code,code,最新价,最新涨跌幅
600930.SH,华电新能,761565.0,1,17,600930,,
600744.SH,华银电力,524505.5,2,17,600744,7.37,10
002104.SZ,恒宝股份,516335.0,3,33,002104,21.27,2.555448409
002263.SZ,大东南,449003.5,4,33,002263,4.57,10.120481928
601138.SH,工业富联,388218.0,5,17,601138,26.38,10.008340284
002636.SZ,金安国纪,385491.5,6,33,002636,13.72,10.024057739
002721.SZ,金一文化,336913.0,7,33,002721,4.75,7.466063348
600126.SH,杭钢股份,332155.0,8,17,600126,9.58,9.988518944
601519.SH,大智慧,328593.5,9,17,601519,12.95,10.02548853
000617.SZ,中油资本,306413.5,10,33,000617,8.65,10.050890585
002623.SZ,亚玛顿,300189.0,11,33,002623,24.62,10.00893655
603256.SH,宏和科技,291171.0,12,17,603256,22.28,10.024691358
002579.SZ,中京电子,253611.5,13,33,002579,15.53,4.228187919
600698.SH,湖南天雁,247341.0,14,17,600698,11.7,6.267029973
603936.SH,博敏电子,233629.0,15,17,603936,10.69,9.979423868
605277.SH,新亚电子,230554.5,16,17,605277,22.5,10.024449878
600475.SH,华光环能,229057.0,17,17,600475,15.21,9.978308026
600438.SH,通威股份,228145.5,18,17,600438,20.02,10
301526.SZ,国际复材,218929.0,19,33,301526,5.04,20
002201.SZ,九鼎新材,216411.5,20,33,002201,9.09,10.04842615
301388.SZ,欣灵电气,211546.0,21,33,301388,38.09,20.006301197
002366.SZ,融发核电,209535.0,22,33,002366,9.52,-3.153611394
601003.SH,柳钢股份,205406.5,23,17,601003,5.23,10.105263158
600537.SH,亿晶光电,203567.5,24,17,600537,3.61,10.06097561
300476.SZ,胜宏科技,195353.5,25,33,300476,157.2,8.992581294
002987.SZ,京北方,195138.5,26,33,002987,25.18,-1.755754975
002342.SZ,巨力索具,194050.0,27,33,002342,7.31,6.095791001
301176.SZ,逸豪新材,192788.5,28,33,301176,37.93,19.993672888
600571.SH,信雅达,190457.0,29,17,600571,19.79,-2.942618931
000823.SZ,超声电子,189763.5,30,33,000823,13.08,10.008410429
603228.SH,景旺电子,178329.0,31,17,603228,50.55,10.010881393
688729.SH,屹唐股份,170891.5,32,17,688729,23.2,174.556213018
601208.SH,东材科技,170843.5,33,17,601208,11.97,10.018382353
605500.SH,森林包装,166251.0,34,17,605500,10.97,10.030090271
000514.SZ,渝开发,157885.0,35,33,000514,5.67,10.097087379
600481.SH,双良节能,156396.0,36,17,600481,5.87,9.925093633
605162.SH,新中港,155502.5,37,17,605162,10.33,10.010649627
002130.SZ,沃尔核材,154047.5,38,33,002130,25.53,8.086367485
603716.SH,塞力医疗,152155.5,39,17,603716,21.19,-5.947625388
000920.SZ,沃顿科技,148788.5,40,33,000920,12.56,9.982486865
603002.SH,宏昌电子,146395.5,41,17,603002,7.59,10
002055.SZ,得润电子,145291.0,42,33,002055,7.68,10.028653295
601012.SH,隆基绿能,144750.0,43,17,601012,16.47,6.464124111
601606.SH,长城军工,143363.5,44,17,601606,28.77,0.278842802
002218.SZ,拓日新能,142659.5,45,33,002218,3.72,10.059171598
002951.SZ,金时科技,140183.0,46,33,002951,15.73,10
601162.SH,天风证券,139006.5,47,17,601162,4.99,2.674897119
002562.SZ,兄弟科技,138417.5,48,33,002562,5.85,-1.845637584
600513.SH,联环药业,135764.5,49,17,600513,13.08,10.008410429
000601.SZ,韶能股份,134489.0,50,33,000601,6.28,2.614379085
300591.SZ,万里马,132503.0,51,33,300591,12.7,8.269394714
002094.SZ,青岛金王,131996.0,52,33,002094,9.59,3.675675676
600192.SH,长城电工,130978.0,53,17,600192,11.66,1.391304348
300274.SZ,阳光电源,127861.0,54,33,300274,73.77,9.451038576
301658.SZ,首航新能,125683.5,55,33,301658,36,20
002463.SZ,沪电股份,123543.5,56,33,002463,49.07,7.139737991
600927.SH,永安期货,123308.0,57,17,600927,17.18,9.987195903
300872.SZ,天阳科技,122473.0,58,33,300872,27.05,14.570097416
600110.SH,诺德股份,121910.0,59,17,600110,6.23,2.805280528
600095.SH,湘财股份,121032.5,60,17,600095,11.3,7.619047619
600962.SH,国投中鲁,115241.5,61,17,600962,16.25,10.020311442
603601.SH,再升科技,114863.0,62,17,603601,5.51,5.75815739
001298.SZ,好上好,114329.0,63,33,001298,32.81,-0.635978195
300468.SZ,四方精创,114223.5,64,33,300468,49.2,1.068200493
605006.SH,山东玻纤,113889.0,65,17,605006,8.59,9.987195903
301123.SZ,奕东电子,113144.0,66,33,301123,27.25,19.991193307
600589.SH,大位科技,109934.0,67,17,600589,8.57,1.061320755
002552.SZ,宝鼎科技,109423.0,68,33,002552,16.3,9.986504723
000796.SZ,凯撒旅业,108386.0,69,33,000796,4.44,9.900990099
002900.SZ,哈三联,107830.5,70,33,002900,16.39,10
002017.SZ,东信和平,106180.0,71,33,002017,17.73,4.294117647
002520.SZ,日发精机,106115.5,72,33,002520,6.74,9.951060359
002299.SZ,圣农发展,103824.5,73,33,002299,15.11,0.465425532
300059.SZ,东方财富,103611.5,74,33,300059,23.15,1.758241758
003040.SZ,楚天龙,103587.0,75,33,003040,24.37,3.70212766
002537.SZ,海联金汇,103173.0,76,33,002537,11.21,0.358102059
603676.SH,卫信康,101777.0,77,17,603676,14.06,10.015649452
002229.SZ,鸿博股份,100423.5,78,33,002229,18.18,4.542840713
300663.SZ,科蓝软件,99158.0,79,33,300663,21.38,9.8663926
002365.SZ,永安药业,98222.5,80,33,002365,28.8,-5.882352941
001269.SZ,欧晶科技,98172.5,81,33,001269,29.35,10.007496252
600644.SH,乐山电力,97842.0,82,17,600644,16.39,-2.729970326
600545.SH,卓郎智能,97244.5,83,17,600545,2.5,10.13215859
000607.SZ,华媒控股,96974.0,84,33,000607,4.95,10
002015.SZ,协鑫能科,94473.0,85,33,002015,14.1,-2.015288395
300502.SZ,新易盛,94282.0,86,33,300502,134.98,6.711993043
603803.SH,瑞斯康达,94149.0,87,17,603803,8.6,-9.947643979
603300.SH,海南华铁,93871.5,88,17,603300,10.93,2.532833021
003003.SZ,天元股份,93782.0,89,33,003003,13.95,10.015772871
600876.SH,凯盛新能,92018.0,90,17,600876,13.1,9.991603694
300308.SZ,中际旭创,89899.5,91,33,300308,144.88,7.199408065
605122.SH,四方新材,89894.0,92,17,605122,14.26,10.030864198
000530.SZ,冰山冷热,88447.5,93,33,000530,7.25,3.129445235
002208.SZ,合肥城建,86805.0,94,33,002208,7.45,10.044313146
300394.SZ,天孚通信,86800.0,95,33,300394,82.33,12.672779526
301217.SZ,铜冠铜箔,84215.0,96,33,301217,16.88,12.909698997
001389.SZ,广合科技,82056.0,97,33,001389,65.19,10.006749916
300821.SZ,东岳硅材,81954.5,98,33,300821,10.04,10.939226519
002235.SZ,安妮股份,80684.5,99,33,002235,9.7,-0.512820513
002865.SZ,钧达股份,78761.0,100,33,002865,42.69,9.997423344
300505.SZ,川金诺,78237.5,101,33,300505,20.62,13.358988455
002581.SZ,ST未名,78143.5,102,33,002581,10.47,-4.99092559
000655.SZ,金岭矿业,78115.5,103,33,000655,8.07,9.945504087
601133.SH,柏诚股份,76712.0,104,17,601133,13.39,10.024650781
002475.SZ,立讯精密,76653.0,105,33,002475,35.36,1.755395683
002384.SZ,东山精密,76644.5,106,33,002384,43.45,7.390014829
600601.SH,方正科技,76604.0,107,17,600601,5.78,3.584229391
002295.SZ,精艺股份,76516.5,108,33,002295,10.04,9.967141292
000977.SZ,浪潮信息,76422.0,109,33,000977,51.88,4.365318849
603185.SH,弘元绿能,75881.5,110,17,603185,16.39,10
002093.SZ,国脉科技,75265.0,111,33,002093,13.66,-2.219040802
603327.SH,福蓉科技,75099.0,112,17,603327,10.04,9.967141292
300204.SZ,舒泰神,74722.0,113,33,300204,40.63,-7.910244787
001359.SZ,平安电工,74641.0,114,33,001359,40.41,9.989112684
002261.SZ,拓维信息,74474.0,115,33,002261,30.37,2.118359112
002080.SZ,中材科技,73190.5,116,33,002080,24.41,6.640454347
002549.SZ,凯美特气,73020.0,117,33,002549,11.81,1.986183074
603726.SH,朗迪集团,72581.5,118,17,603726,18.7,10
000037.SZ,深南电A,72239.5,119,33,000037,10.53,-0.284090909
002558.SZ,巨人网络,71911.0,120,33,002558,25.85,6.029532404
300465.SZ,高伟达,71764.0,121,33,300465,17.72,8.114704088
603316.SH,诚邦股份,70997.0,122,17,603316,10.04,-4.015296367
002882.SZ,金龙羽,70299.0,123,33,002882,35.3,-1.726057906
600250.SH,南京商旅,70036.5,124,17,600250,13.41,-5.496828753
001236.SZ,弘业期货,69514.0,125,33,001236,14.41,1.193820225
000670.SZ,盈方微,68709.0,126,33,000670,7.91,0
300368.SZ,汇金股份,68661.0,127,33,300368,12.76,8.044030483
002594.SZ,比亚迪,68495.5,128,33,002594,326.88,-0.520405368
603019.SH,中科曙光,67304.5,129,17,603019,69.03,1.455026455
300533.SZ,冰川网络,66807.5,130,33,300533,39.22,10.014025245
603123.SH,翠微股份,66636.0,131,17,603123,14.83,-1.264980027
002639.SZ,雪人集团,66500.0,132,33,002639,11.14,-3.214596003
002938.SZ,鹏鼎控股,66227.0,133,33,002938,39.3,5.0521251
002377.SZ,国创高新,65472.5,134,33,002377,3.39,10.064935065
300930.SZ,屹通新材,65175.5,135,33,300930,33.92,19.985850725
301511.SZ,德福科技,65074.5,136,33,301511,26.99,7.018239492
001896.SZ,豫能控股,64848.0,137,33,001896,5.59,3.710575139
002314.SZ,南山控股,64102.5,138,33,002314,3.33,3.416149068
002173.SZ,创新医疗,62829.5,139,33,002173,15.21,0.263678312
301208.SZ,中亦科技,61942.5,140,33,301208,50.3,-1.79617337
600967.SH,内蒙一机,61929.5,141,17,600967,17.41,-2.300785634
002225.SZ,濮耐股份,61629.5,142,33,002225,5.92,10.037174721
601908.SH,京运通,61292.0,143,17,601908,3.6,5.571847507
000029.SZ,深深房A,61055.5,144,33,000029,18.45,-1.125401929
603127.SH,昭衍新药,60753.5,145,17,603127,24.75,8.267716535
002165.SZ,红宝丽,60521.0,146,33,002165,9.94,-2.453385672
300348.SZ,长亮科技,60328.5,147,33,300348,19.26,2.72
300436.SZ,广生堂,59040.5,148,33,300436,60.22,7.747360887
002487.SZ,大金重工,58602.5,149,33,002487,33.91,3.384146341
002803.SZ,吉宏股份,58383.5,150,33,002803,16.28,1.369863014
002459.SZ,晶澳科技,57877.5,151,33,002459,10.93,5.705996132
600570.SH,恒生电子,57549.5,152,17,600570,33.42,1.4571949
000988.SZ,华工科技,57166.5,153,33,000988,44.93,1.034405217
600148.SH,长春一东,56950.5,154,17,600148,22.76,10.004833253
300462.SZ,ST华铭,56947.0,155,33,300462,9.82,-20.03257329
603429.SH,集友股份,56908.5,156,17,603429,10.19,10.043196544
300255.SZ,常山药业,56882.5,157,33,300255,40.52,-12.803959544
601127.SH,赛力斯,56078.5,158,17,601127,139.68,2.3221742
688202.SH,美迪西,55990.5,159,17,688202,45.3,20
600396.SH,华电辽能,55605.0,160,17,600396,3.78,-1.818181818
002908.SZ,德生科技,55544.5,161,33,002908,11.16,-3.040834057
600366.SH,宁波韵升,54823.0,162,17,600366,11.27,1.531531532
603799.SH,华友钴业,54682.5,163,17,603799,38.89,4.178944549
000627.SZ,*ST天茂,54181.5,164,33,000627,2.6,-5.109489051
000559.SZ,万向钱潮,54002.5,165,33,000559,8.29,3.884711779
603920.SH,世运电路,53719.0,166,17,603920,30.74,5.454545455
002734.SZ,利民股份,53703.0,167,33,002734,20.99,-1.316408087
601718.SH,际华集团,53549.0,168,17,601718,3.96,-1.246882793
600610.SH,中毅达,53271.5,169,17,600610,15.15,-1.302931596
603881.SH,数据港,53180.0,170,17,603881,25.96,4.761904762
002467.SZ,二六三,52997.0,171,33,002467,6.58,0.458015267
301389.SZ,隆扬电子,52909.5,172,33,301389,33.66,3.85683431
002658.SZ,雪迪龙,52786.0,173,33,002658,8.48,0.355029586
002074.SZ,国轩高科,52768.5,174,33,002074,30.33,-0.328623069
601218.SH,吉鑫科技,52722.0,175,17,601218,4.5,0.222717149
300847.SZ,中船汉光,52524.0,176,33,300847,21.95,4.028436019
300335.SZ,迪森股份,52307.0,177,33,300335,6.65,-6.205923836
300773.SZ,拉卡拉,52058.5,178,33,300773,31.03,-0.09658725
001696.SZ,宗申动力,52046.0,179,33,001696,24.03,-0.907216495
002284.SZ,亚太股份,52008.5,180,33,002284,11.06,1.654411765
600900.SH,长江电力,51503.0,181,17,600900,29.92,-1.123595506
603538.SH,美诺华,51273.0,182,17,603538,23.49,-5.090909091
603207.SH,小方制药,50982.5,183,17,603207,33.78,9.996743732
300963.SZ,中洲特材,50824.0,184,33,300963,25.67,3.633427533
001296.SZ,长江材料,50606.0,185,33,001296,20.94,9.978991597
300803.SZ,指南针,50286.0,186,33,300803,81.1,2.971051295
002602.SZ,ST华通,49590.5,187,33,002602,12.75,4.081632653
002354.SZ,天娱数科,49466.0,188,33,002354,6.55,-2.962962963
000063.SZ,中兴通讯,49401.5,189,33,000063,32.72,2.60269677
300835.SZ,龙磁科技,49293.0,190,33,300835,46.46,15.113974232
002190.SZ,成飞集成,49276.0,191,33,002190,36.38,-0.164654226
001390.SZ,古麒绒材,48950.0,192,33,001390,24.97,10
001388.SZ,信通电子,48802.0,193,33,001388,48.43,-6.829549827
603212.SH,赛伍技术,48762.0,194,17,603212,13.08,3.727200634
000821.SZ,京山轻机,48531.0,195,33,000821,12.2,6.086956522
002735.SZ,王子新材,48483.0,196,33,002735,15.69,-0.946969697
000519.SZ,中兵红箭,48117.5,197,33,000519,20.58,-0.627716079
300527.SZ,中船应急,47969.0,198,33,300527,11.17,-5.338983051
300199.SZ,翰宇药业,47788.0,199,33,300199,18.44,-2.330508475
002436.SZ,兴森科技,47753.5,200,33,002436,13.84,6.216423638
000737.SZ,北方铜业,47529.0,201,33,000737,11.46,1.685891748
300180.SZ,华峰超纤,47027.5,202,33,300180,9.95,0.912778905
300019.SZ,硅宝科技,46442.5,203,33,300019,21.14,7.527975585
000021.SZ,深科技,46119.0,204,33,000021,18.86,4.719600222
002278.SZ,神开股份,45942.5,205,33,002278,9.68,4.310344828
600505.SH,西昌电力,45814.5,206,17,600505,16.19,-5.707629586
600353.SH,旭光电子,45529.5,207,17,600353,12.61,-5.543071161
000625.SZ,长安汽车,45266.5,208,33,000625,12.71,0.953137411
600160.SH,巨化股份,45249.5,209,17,600160,28.79,0.946704067
300913.SZ,兆龙互连,45222.5,210,33,300913,48.28,9.577848389
600839.SH,四川长虹,44992.5,211,17,600839,9.71,1.569037657
600152.SH,维科技术,44037.5,212,17,600152,7.03,-3.434065934
600819.SH,耀皮玻璃,43906.5,213,17,600819,7.09,4.726735598
300246.SZ,宝莱特,43841.0,214,33,300246,10.46,5.125628141
002640.SZ,跨境通,43440.0,215,33,002640,4.95,1.020408163
002227.SZ,奥特迅,42909.0,216,33,002227,14.77,1.65175499
000158.SZ,常山北明,42642.0,217,33,000158,21.85,1.25115848
002837.SZ,英维克,42468.5,218,33,002837,30.86,6.377111341
002281.SZ,光迅科技,41669.0,219,33,002281,47.23,2.362375379
000858.SZ,五粮液,41454.5,220,33,000858,120.78,0.725544158
002510.SZ,天汽模,40781.0,221,33,002510,6.71,0.449101796
002846.SZ,英联股份,40693.5,222,33,002846,16.35,-0.061124694
600519.SH,贵州茅台,40367.5,223,17,600519,1416.11,0.383497554
300903.SZ,科翔股份,40198.0,224,33,300903,11.19,6.267806268
002517.SZ,恺英网络,39896.0,225,33,002517,20.08,5.907172996
300280.SZ,*ST紫天,39769.0,226,33,300280,5.59,-20.028612303
600101.SH,明星电力,39645.0,227,17,600101,11.24,-4.987320372
002185.SZ,华天科技,39552.0,228,33,002185,9.92,0.81300813
000777.SZ,中核科技,39510.5,229,33,000777,20.33,-5.6612529
601890.SH,亚星锚链,39144.0,230,17,601890,10.19,1.393034826
600410.SH,华胜天成,39138.5,231,17,600410,9.79,0.720164609
000938.SZ,紫光股份,38971.5,232,33,000938,24.16,3.336184773
002651.SZ,利君股份,38811.0,233,33,002651,11.92,0
002141.SZ,贤丰控股,38664.0,234,33,002141,4.44,6.987951807
600361.SH,创新新材,38659.0,235,17,600361,4.11,4.314720812
002095.SZ,生意宝,38598.5,236,33,002095,21.45,0.421348315
000903.SZ,云内动力,38527.0,237,33,000903,4.47,-0.666666667
600415.SH,小商品城,38362.5,238,17,600415,18.93,-2.119958635
002213.SZ,大为股份,38212.0,239,33,002213,18.67,0.268528464
600183.SH,生益科技,38168.5,240,17,600183,32.05,5.950413223
600666.SH,奥瑞德,38160.0,241,17,600666,3.49,3.25443787
002612.SZ,朗姿股份,38128.5,242,33,002612,18.15,6.140350877
301357.SZ,北方长龙,37845.0,243,33,301357,84.87,1.035714286
600733.SH,北汽蓝谷,37611.5,244,17,600733,7.49,0.807537012
300033.SZ,同花顺,37478.0,245,33,300033,275,2.116598589
002177.SZ,御银股份,37448.0,246,33,002177,7.32,0.273972603
600643.SH,爱建集团,37444.0,247,17,600643,6.81,1.946107784
002152.SZ,广电运通,37308.0,248,33,002152,13.84,3.206562267
002456.SZ,欧菲光,37128.0,249,33,002456,11.49,1.412180053
601956.SH,东贝集团,37071.5,250,17,601956,7.07,4.12371134
002506.SZ,协鑫集成,37062.0,251,33,002506,2.64,3.937007874
002265.SZ,建设工业,37015.0,252,33,002265,27.35,-1.013391241
002241.SZ,歌尔股份,36912.0,253,33,002241,22.64,2.027940514
300130.SZ,新国都,36831.0,254,33,300130,36.31,2.02304018
300196.SZ,长海股份,36771.0,255,33,300196,15.33,6.606397775
600390.SH,五矿资本,36687.5,256,17,600390,6.04,4.498269896
300118.SZ,东方日升,36636.0,257,33,300118,10.6,6.21242485
002555.SZ,三七互娱,36565.0,258,33,002555,18.49,0.872885979
002657.SZ,中科金财,36522.0,259,33,002657,27.91,-0.357015352
600206.SH,有研新材,36470.0,260,17,600206,18.99,0.263991552
001356.SZ,富岭股份,36126.5,261,33,001356,15.6,-1.077996195
605028.SH,世茂能源,35903.5,262,17,605028,21.2,0.952380952
300921.SZ,南凌科技,35869.5,263,33,300921,26.65,2.5
002129.SZ,TCL中环,35769.5,264,33,002129,8.23,5.242966752
000753.SZ,漳州发展,35696.5,265,33,000753,5.59,5.671077505
300581.SZ,晨曦航空,35571.0,266,33,300581,20.55,0.834151129
301150.SZ,中一科技,35482.5,267,33,301150,24.51,5.193133047
300982.SZ,苏文电能,35305.0,268,33,300982,22.79,5.558128763
002570.SZ,贝因美,35136.5,269,33,002570,6.4,0
300008.SZ,天海防务,35038.0,270,33,300008,7.02,0.142653352
603893.SH,瑞芯微,34945.0,271,17,603893,152.1,-0.150987987
600031.SH,三一重工,34935.0,272,17,600031,19.07,3.923705722
600030.SH,中信证券,34929.5,273,17,600030,28.02,0.82763584
002413.SZ,雷科防务,34893.5,274,33,002413,5.91,1.896551724
000678.SZ,襄阳轴承,34703.5,275,33,000678,15.4,2.325581395
601865.SH,福莱特,34623.5,276,17,601865,17.47,6.200607903
000799.SZ,酒鬼酒,34390.0,277,33,000799,45.78,3.481012658
600446.SH,金证股份,34234.5,278,17,600446,18.68,2.580999451
002940.SZ,昂利康,34229.0,279,33,002940,39.83,-3.908323281
002189.SZ,中光学,34045.0,280,33,002189,26.54,-2.748259436
688303.SH,大全能源,34035.5,281,17,688303,26.5,11.720067454
601398.SH,工商银行,33979.5,282,17,601398,7.76,0.388098318
002098.SZ,浔兴股份,33549.5,283,33,002098,9.92,-0.401606426
600178.SH,东安动力,33482.5,284,17,600178,14.13,-0.492957746
002466.SZ,天齐锂业,33441.5,285,33,002466,33.4,3.726708075
600726.SH,华电能源,33243.0,286,17,600726,2.73,-2.150537634
600983.SH,惠而浦,33233.0,287,17,600983,11.52,-3.111858705
600884.SH,杉杉股份,33165.0,288,17,600884,9.79,5.268817204
600105.SH,永鼎股份,33112.0,289,17,600105,8.92,-1.870187019
301258.SZ,富士莱,33083.5,290,33,301258,36.1,10.296364192
002471.SZ,中超控股,32992.5,291,33,002471,4.8,-1.030927835
300046.SZ,台基股份,32921.0,292,33,300046,40.51,0.222662048
002255.SZ,海陆重工,32860.5,293,33,002255,8.73,-1.020408163
001391.SZ,国货航,32646.5,294,33,001391,6.96,-0.854700855
600550.SH,保变电气,32615.0,295,17,600550,8.92,-2.407002188
603106.SH,恒银科技,32602.5,296,17,603106,10.5,4.685942173
600111.SH,北方稀土,32558.0,297,17,600111,24.89,1.924651925
600063.SH,皖维高新,32498.5,298,17,600063,4.91,6.277056277
002669.SZ,康达新材,32384.5,299,33,002669,12.8,0.313479624
300763.SZ,锦浪科技,32361.0,300,33,300763,61.45,7.844857845
600793.SH,宜宾纸业,32259.5,301,17,600793,30.5,-2.555910543
600150.SH,中国船舶,32254.5,302,17,600150,32.97,-0.692771084
002402.SZ,和而泰,32060.0,303,33,002402,21.92,0.091324201
000016.SZ,深康佳A,31942.5,304,33,000016,5.31,1.919385797
001210.SZ,金房能源,31795.0,305,33,001210,15.12,-6.203473945
300600.SZ,国瑞科技,31626.5,306,33,300600,15.58,1.830065359
600435.SH,北方导航,31527.0,307,17,600435,14.1,-0.423728814
601933.SH,永辉超市,31526.0,308,17,601933,4.84,2.109704641
603259.SH,药明康德,31490.0,309,17,603259,70.4,0.801832761
300570.SZ,太辰光,31426.5,310,33,300570,98.01,6.440052129
600318.SH,新力金融,31419.5,311,17,600318,10,2.040816327
300674.SZ,宇信科技,31402.0,312,33,300674,29.92,1.081081081
300160.SZ,秀强股份,31164.5,313,33,300160,6.51,5
600760.SH,中航沈飞,31133.5,314,17,600760,59.98,-0.199667221
603328.SH,依顿电子,31062.5,315,17,603328,10.46,5.337361531
600468.SH,百利电气,31027.5,316,17,600468,7.3,-3.439153439
300827.SZ,上能电气,30990.5,317,33,300827,24.17,5.823117338
600423.SH,柳化股份,30988.5,318,17,600423,3.8,0
002617.SZ,露笑科技,30911.5,319,33,002617,7.82,0.643500644
603083.SH,剑桥科技,30883.5,320,17,603083,47.66,6.146993318
603929.SH,亚翔集成,30811.5,321,17,603929,36.28,1.369097513
002181.SZ,粤传媒,30769.0,322,33,002181,7.28,-1.086956522
000555.SZ,神州信息,30721.5,323,33,000555,14.21,2.599277978
002609.SZ,捷顺科技,30632.5,324,33,002609,11.51,0.699912511
603333.SH,尚纬股份,30595.0,325,17,603333,8.28,-2.473498233
603986.SH,兆易创新,30577.5,326,17,603986,121.71,0.744971443
300085.SZ,银之杰,30534.5,327,33,300085,43.52,1.021355617
600798.SH,宁波海运,30515.0,328,17,600798,4.65,2.197802198
605117.SH,德业股份,30487.5,329,17,605117,54.94,6.184770004
301078.SZ,孩子王,30469.0,330,33,301078,13.05,0.307455803
002670.SZ,国盛金控,30439.0,331,33,002670,14.71,1.448275862
002195.SZ,岩山科技,30421.0,332,33,002195,5.47,1.109057301
000066.SZ,中国长城,30318.0,333,33,000066,14.45,1.119664101
600704.SH,物产中大,30297.5,334,17,600704,5.97,5.85106383
300100.SZ,双林股份,30288.5,335,33,300100,45.35,3.46794433
002326.SZ,永太科技,30169.0,336,33,002326,12.6,6.779661017
301678.SZ,新恒汇,30118.5,337,33,301678,54.34,5.126716967
603093.SH,南华期货,30093.0,338,17,603093,20.87,-0.619047619
600905.SH,三峡能源,30038.0,339,17,600905,4.33,-0.230414747
300322.SZ,硕贝德,29928.0,340,33,300322,15.43,3.27978581
002153.SZ,石基信息,29927.5,341,33,002153,9.34,0.214592275
002851.SZ,麦格米特,29874.5,342,33,002851,51.6,2.36064273
002916.SZ,深南电路,29824.5,343,33,002916,118.98,3.994406083
300750.SZ,宁德时代,29781.5,344,33,300750,263.31,0.927594005
300766.SZ,每日互动,29733.0,345,33,300766,34.83,4.909638554
603260.SH,合盛硅业,29682.0,346,17,603260,50.32,5.271966527
600109.SH,国金证券,29678.0,347,17,600109,9.2,3.95480226
600418.SH,江淮汽车,29617.5,348,17,600418,41.77,1.211533802
002542.SZ,中化岩土,29514.0,349,33,002542,3.61,-2.432432432
605099.SH,共创草坪,29425.0,350,17,605099,36,-3.743315508
600259.SH,广晟有色,29372.5,351,17,600259,54.07,5.708699902
603928.SH,兴业股份,29297.5,352,17,603928,16.85,0.237953599
003029.SZ,吉大正元,29214.5,353,33,003029,29.03,-1.090289608
002125.SZ,湘潭电化,29198.0,354,33,002125,13.83,-1.42551675
600255.SH,鑫科材料,29188.5,355,17,600255,3.46,4.21686747
300433.SZ,蓝思科技,29047.5,356,33,300433,23.33,1.788830716
301024.SZ,霍普股份,28974.5,357,33,301024,60.75,5.505383814
300925.SZ,法本信息,28867.5,358,33,300925,26.5,5.325914149
002969.SZ,嘉美包装,28856.0,359,33,002969,3.79,5.277777778
002460.SZ,赣锋锂业,28675.0,360,33,002460,35.01,2.248831776
600732.SH,爱旭股份,28563.0,361,17,600732,14.63,5.327573794
003015.SZ,日久光电,28547.5,362,33,003015,17.43,2.348796242
600276.SH,恒瑞医药,28541.5,363,17,600276,53.4,1.424501425
600170.SH,上海建工,28472.0,364,17,600170,2.41,0
300016.SZ,北陆药业,28453.5,365,33,300016,10.15,4.639175258
601288.SH,农业银行,28440.0,366,17,601288,6.12,0.657894737
601727.SH,上海电气,28314.5,367,17,601727,7.38,0.819672131
300047.SZ,天源迪科,28253.0,368,33,300047,16.13,2.153261558
300649.SZ,杭州园林,28221.0,369,33,300649,21.32,-4.394618834
002583.SZ,海能达,28210.5,370,33,002583,11.92,1.102629347
000725.SZ,京东方A,28151.0,371,33,000725,4,1.01010101
600498.SH,烽火通信,28011.0,372,17,600498,21.27,4.264705882
002324.SZ,普利特,27912.0,373,33,002324,11.51,0.524017467
300127.SZ,银河磁体,27896.0,374,33,300127,30.51,7.278481013
300537.SZ,广信材料,27757.5,375,33,300537,27.34,-2.392002856
601005.SH,重庆钢铁,27723.0,376,17,601005,1.43,3.623188406
000722.SZ,湖南发展,27664.0,377,33,000722,13.71,-3.041018388
300657.SZ,弘信电子,27365.5,378,33,300657,27.9,3.988073053
603045.SH,福达合金,27364.5,379,17,603045,19.52,4.106666667
300340.SZ,科恒股份,27357.0,380,33,300340,18.48,0.054141852
300670.SZ,大烨智能,27344.5,381,33,300670,8.14,3.562340967
600309.SH,万华化学,27339.5,382,17,600309,55.3,1.841620626
002828.SZ,贝肯能源,27338.0,383,33,002828,10.74,4.576436222
000948.SZ,南天信息,27326.5,384,33,000948,21.49,0.892018779
002600.SZ,领益智造,27275.0,385,33,002600,8.98,0.898876404
000539.SZ,粤电力A,27206.5,386,33,000539,4.98,-2.352941176
002389.SZ,航天彩虹,27172.5,387,33,002389,24.74,0.732899023
002423.SZ,中粮资本,27075.5,388,33,002423,12.6,3.703703704
300399.SZ,天利科技,27051.5,389,33,300399,33.97,3.189550425
000566.SZ,海南海药,26885.5,390,33,000566,6.14,3.367003367
000818.SZ,航锦科技,26872.0,391,33,000818,22.22,3.686420905
603806.SH,福斯特,26866.0,392,17,603806,14.48,5.616338439
300879.SZ,大叶股份,26741.0,393,33,300879,41.63,-5.214025501
300651.SZ,金陵体育,26669.0,394,33,300651,26.28,-7.366936905
002276.SZ,万马股份,26450.0,395,33,002276,14.13,0.141743444
301501.SZ,恒鑫生活,26410.0,396,33,301501,64.51,-3.974397142
600157.SH,永泰能源,26404.0,397,17,600157,1.41,-0.704225352
603980.SH,吉华集团,26311.5,398,17,603980,5.86,-3.459637562
300541.SZ,先进数通,26273.5,399,33,300541,16.4,3.666245259
000506.SZ,中润资源,26272.5,400,33,000506,10.44,6.097560976
300724.SZ,捷佳伟创,26262.0,401,33,300724,57.33,6.73989946
002250.SZ,联化科技,26202.5,402,33,002250,10.86,0.184501845
601022.SH,宁波远洋,26056.5,403,17,601022,10.14,4.106776181
600794.SH,保税科技,26004.5,404,17,600794,5.13,0.588235294
