股票代码,股票简称,最新涨跌幅,收盘价:前复权[20250623],market_code,code
001266.SZ,宏英智能,2.761982128,25.3,33,001266
300638.SZ,广和通,1.119552179,25.29,33,300638
688272.SH,富吉瑞,1.770623742,25.29,17,688272
301389.SZ,隆扬电子,1.526104418,25.28,33,301389
603579.SH,荣泰健康,0.198255353,25.27,17,603579
300727.SZ,润禾材料,-0.824175824,25.27,33,300727
870204.BJ,沪江材料,3.353783231,25.27,151,870204
301330.SZ,熵基科技,2.101859337,25.26,33,301330
603895.SH,天永智能,1.85483871,25.26,17,603895
688539.SH,高华科技,1.530406766,25.21,17,688539
301187.SZ,欧圣电气,0,25.2,33,301187
301309.SZ,万得凯,1.777777778,25.19,33,301309
301040.SZ,中环海陆,-7.389705882,25.19,33,301040
300683.SZ,海特生物,1.614205004,25.18,33,300683
300634.SZ,彩讯股份,2.734693878,25.17,33,300634
603508.SH,思维列控,0.359568518,25.12,17,603508
688170.SH,德龙激光,4.066390041,25.08,17,688170
002768.SZ,国恩股份,-0.476379516,25.07,33,002768
300775.SZ,三角防务,1.089588378,25.05,33,300775
301139.SZ,元道通信,1.540332388,25.05,33,301139
603270.SH,金帝股份,3.13014827,25.04,17,603270
300992.SZ,泰福泵业,-0.278995616,25.02,33,300992
301135.SZ,瑞德智能,1.915240424,25.01,33,301135
600391.SH,航发科技,2.374130168,25.01,17,600391
605089.SH,味知香,1.83299389,25,17,605089
688127.SH,蓝特光学,1.668022783,24.99,17,688127
301302.SZ,华如科技,6.117247239,24.98,33,301302
688450.SH,光格科技,1.752241239,24.97,17,688450
837403.BJ,康农种业,3.659043659,24.93,151,837403
301262.SZ,海看股份,2.933884298,24.91,33,301262
836547.BJ,无锡晶海,0.565199839,24.91,151,836547
833523.BJ,德瑞锂电,1.631986944,24.91,151,833523
600990.SH,四创电子,1.965601966,24.9,17,600990
600066.SH,宇通客车,1.055194805,24.9,17,600066
000768.SZ,中航西飞,0.97323601,24.9,33,000768
688330.SH,宏力达,1.096224117,24.9,17,688330
300687.SZ,赛意信息,1.34529148,24.86,33,300687
605118.SH,力鼎光电,1.803278689,24.84,17,605118
000028.SZ,国药一致,-0.080515298,24.82,33,000028
301148.SZ,嘉戎技术,6.295503212,24.82,33,301148
688683.SH,莱尔科技,1.224489796,24.8,17,688683
003040.SZ,楚天龙,6.215173596,24.78,33,003040
688177.SH,百奥泰,1.019575856,24.77,17,688177
001259.SZ,利仁科技,1.392871774,24.75,33,001259
300922.SZ,天秦装备,-0.801603206,24.75,33,300922
301371.SZ,敷尔佳,0.773930754,24.74,33,301371
301171.SZ,易点天下,2.232327408,24.73,33,301171
300399.SZ,天利科技,3.82031906,24.73,33,300399
688062.SH,迈威生物,1.477226098,24.73,17,688062
836504.BJ,博迅生物,1.98019802,24.72,151,836504
603396.SH,金辰股份,2.959566486,24.7,17,603396
600196.SH,复星医药,0.900900901,24.64,17,600196
600345.SH,长江通信,0.94300943,24.62,17,600345
301290.SZ,东星医疗,1.906340655,24.59,33,301290
301602.SZ,超研股份,2.03403902,24.58,33,301602
001337.SZ,四川黄金,1.152263374,24.58,33,001337
603816.SH,顾家家居,-0.767366721,24.57,17,603816
301153.SZ,中科江南,5.182012848,24.56,33,301153
600690.SH,海尔智家,-0.405679513,24.55,17,600690
300644.SZ,南京聚隆,0.904233457,24.55,33,300644
001268.SZ,联合精密,1.699129714,24.54,33,001268
001319.SZ,铭科精技,1.238645747,24.52,33,001319
002050.SZ,三花智控,-1.803607214,24.5,33,002050
600323.SH,瀚蓝环境,-0.809716599,24.5,17,600323
688321.SH,微芯生物,15.635333018,24.48,17,688321
002156.SZ,通富微电,3.603221704,24.44,33,002156
603690.SH,至纯科技,0.410846343,24.44,17,603690
688349.SH,三一重能,-1.531023368,24.44,17,688349
300791.SZ,仙乐健康,0.16400164,24.43,33,300791
300926.SZ,博俊科技,0,24.4,33,300926
600895.SH,张江高科,1.077050539,24.4,17,600895
688089.SH,嘉必优,1.752921536,24.38,17,688089
301041.SZ,金百泽,0.82815735,24.35,33,301041
603109.SH,神驰机电,0,24.34,17,603109
000062.SZ,深圳华强,1.164725458,24.32,33,000062
834407.BJ,驰诚股份,8.866995074,24.31,151,834407
688418.SH,震有科技,3.27241819,24.3,17,688418
002955.SZ,鸿合科技,0.537856847,24.3,33,002955
430139.BJ,华岭股份,2.923728814,24.29,151,430139
002876.SZ,三利谱,1.973960521,24.28,33,002876
300940.SZ,南极光,0.289256198,24.27,33,300940
300792.SZ,壹网壹创,2.753070733,24.26,33,300792
300042.SZ,朗科科技,5.47826087,24.26,33,300042
301227.SZ,森鹰窗业,-4.941176471,24.24,33,301227
603059.SH,倍加洁,0.958333333,24.23,17,603059
832662.BJ,方盛股份,2.457627119,24.18,151,832662
603380.SH,易德龙,4.315925766,24.17,17,603380
873167.BJ,新赣江,1.682793437,24.17,151,873167
301286.SZ,侨源股份,0.290697674,24.15,33,301286
000895.SZ,双汇发展,-1.910569106,24.13,33,000895
603496.SH,恒为科技,0.124533001,24.12,17,603496
603607.SH,京华激光,-0.330715172,24.11,17,603607
688345.SH,博力威,2.335456476,24.1,17,688345
688165.SH,埃夫特,0.542570952,24.09,17,688165
688001.SH,华兴源创,0.963956412,24.09,17,688001
600111.SH,北方稀土,0.458906967,24.08,17,600111
301319.SZ,唯特偶,1.26156434,24.08,33,301319
837344.BJ,三元基因,1.863617111,24.05,151,837344
832978.BJ,开特股份,-0.619834711,24.05,151,832978
603203.SH,快克智能,3.263203091,24.05,17,603203
600460.SH,士兰微,1.822033898,24.03,17,600460
603530.SH,神马电力,0.839278221,24.03,17,603530
688338.SH,赛科希德,1.823579304,24.01,17,688338
301190.SZ,善水科技,0.840336134,24,33,301190
002976.SZ,瑞玛精密,2.04168439,23.99,33,002976
300735.SZ,光弘科技,1.481168007,23.98,33,300735
300925.SZ,法本信息,9.206927985,23.96,33,300925
688428.SH,诺诚健华,1.397121084,23.95,17,688428
603324.SH,盛剑科技,2.134016219,23.93,17,603324
688369.SH,致远互联,-0.375156315,23.9,17,688369
603280.SH,南方路机,1.44373673,23.89,17,603280
688051.SH,佳华科技,3.242542153,23.88,17,688051
603665.SH,康隆达,2.052159042,23.87,17,603665
301163.SZ,宏德股份,2.448453608,23.85,33,301163
603121.SH,华培动力,2.010265184,23.85,17,603121
688377.SH,迪威尔,2.761000863,23.82,17,688377
603344.SH,星德胜,0.847098687,23.81,17,603344
300935.SZ,盈建科,0,23.81,33,300935
002134.SZ,天津普林,-1.854905194,23.81,33,002134
603663.SH,三祥新材,1.622544833,23.8,17,603663
002444.SZ,巨星科技,0.804743753,23.8,33,002444
688558.SH,国盛智科,1.709401709,23.8,17,688558
831906.BJ,舜宇精工,1.450511945,23.78,151,831906
002826.SZ,易明医药,-3.724696356,23.78,33,002826
688087.SH,英科再生,0.380067568,23.77,17,688087
300963.SZ,中洲特材,6.981981982,23.75,33,300963
601166.SH,兴业银行,2.547495682,23.75,17,601166
920489.BJ,佳先股份,2.948829141,23.74,151,920489
688217.SH,睿昂基因,1.975945017,23.74,17,688217
600862.SH,中航高科,1.283697047,23.67,17,600862
603800.SH,洪田股份,0.042265427,23.67,17,603800
873690.BJ,捷众科技,1.459227468,23.64,151,873690
301181.SZ,标榜股份,0.810580205,23.63,33,301181
920108.BJ,宏海科技,0.724637681,23.63,151,920108
430425.BJ,乐创技术,3.011785247,23.6,151,430425
603507.SH,振江股份,0.72587532,23.59,17,603507
300077.SZ,国民技术,1.638637344,23.57,33,300077
831152.BJ,昆工科技,-3.559738134,23.57,151,831152
300789.SZ,唐源电气,5.319624497,23.56,33,300789
688786.SH,悦安新材,0.856164384,23.56,17,688786
300377.SZ,赢时胜,3.929359823,23.54,33,300377
300677.SZ,英科医疗,0.857632933,23.52,33,300677
300327.SZ,中颖电子,0.685224839,23.51,33,300327
301248.SZ,杰创智能,1.689774697,23.47,33,301248
300998.SZ,宁波方正,5.204127411,23.45,33,300998
603908.SH,牧高笛,2.134146341,23.45,17,603908
603881.SH,数据港,0.730868444,23.43,17,603881
301456.SZ,盘古智能,1.916376307,23.4,33,301456
002008.SZ,大族激光,0.60189166,23.4,33,002008
300523.SZ,辰安科技,4.744852283,23.4,33,300523
301313.SZ,凡拓数创,1.916376307,23.4,33,301313
301448.SZ,开创电气,3.268551237,23.38,33,301448
688757.SH,胜科纳米,1.608695652,23.37,17,688757
300759.SZ,康龙化成,1.126028584,23.35,33,300759
688252.SH,天德钰,0.777537797,23.33,17,688252
300923.SZ,研奥股份,3.275785746,23.33,33,300923
300520.SZ,科大国创,2.731277533,23.32,33,300520
301252.SZ,同星科技,1.348412353,23.3,33,301252
430564.BJ,天润科技,3.234381923,23.3,151,430564
688420.SH,美腾科技,0,23.3,17,688420
300915.SZ,海融科技,-0.042900043,23.3,33,300915
001207.SZ,联科科技,2.103418054,23.3,33,001207
002597.SZ,金禾实业,-0.08583691,23.28,33,002597
301388.SZ,欣灵电气,2.419709635,23.28,33,301388
002318.SZ,久立特材,-0.978723404,23.27,33,002318
688128.SH,中国电研,0.431778929,23.26,17,688128
873132.BJ,泰鹏智能,-2.393952121,23.24,151,873132
300450.SZ,先导智能,3.152753108,23.23,33,300450
601066.SH,中信建投,0.824652778,23.23,17,601066
688244.SH,永信至诚,4.125560538,23.22,17,688244
688598.SH,金博股份,2.516556291,23.22,17,688598
301307.SZ,美利信,3.339269813,23.21,33,301307
603281.SH,江瀚新材,-0.17211704,23.2,17,603281
300031.SZ,宝通科技,0.782268579,23.19,33,300031
301199.SZ,迈赫股份,1.488616462,23.18,33,301199
001358.SZ,兴欣新材,2.29580574,23.17,33,001358
300580.SZ,贝斯特,0.608166811,23.16,33,300580
833429.BJ,康比特,-1.406649616,23.13,151,833429
002126.SZ,银轮股份,-1.112061591,23.12,33,002126
600850.SH,电科数字,2.527716186,23.12,17,600850
688150.SH,莱特光电,1.182136602,23.11,17,688150
301073.SZ,君亭酒店,0.522193211,23.1,33,301073
832419.BJ,路斯股份,2.214348981,23.08,151,832419
002869.SZ,金溢科技,1.718818863,23.08,33,002869
603939.SH,益丰药房,-1.954951126,23.07,17,603939
301188.SZ,力诺药包,5.583524027,23.07,33,301188
301282.SZ,金禄电子,-0.431778929,23.06,33,301282
833943.BJ,优机股份,2.081488043,23.05,151,833943
688178.SH,万德斯,-6.604538088,23.05,17,688178
300893.SZ,松原安全,0,23.02,33,300893
835237.BJ,力佳科技,2.449888641,23,151,835237
603888.SH,新华网,1.545936396,22.99,17,603888
300991.SZ,创益通,-0.086956522,22.98,33,300991
301353.SZ,普莱得,2.683363148,22.96,33,301353
301273.SZ,瑞晨环保,3.563373929,22.96,33,301273
002813.SZ,路畅科技,2.50111657,22.95,33,002813
920019.BJ,铜冠矿建,3.51826793,22.95,151,920019
300631.SZ,久吾高科,1.685144124,22.93,33,300631
300712.SZ,永福股份,1.685144124,22.93,33,300712
002241.SZ,歌尔股份,0.614574188,22.92,33,002241
688312.SH,燕麦科技,-0.736568458,22.91,17,688312
600845.SH,宝信软件,0.043668122,22.91,17,600845
001269.SZ,欧晶科技,2.552619794,22.9,33,001269
871263.BJ,莱赛激光,3.108108108,22.89,151,871263
603619.SH,中曼石油,4.047294225,22.88,17,603619
002380.SZ,科远智慧,1.149933658,22.87,33,002380
301235.SZ,华康洁净,3.345388788,22.86,33,301235
300702.SZ,天宇股份,0.928381963,22.83,33,300702
002912.SZ,中新赛克,2.884182064,22.83,33,002912
603285.SH,键邦股份,3.540626419,22.81,17,603285
301295.SZ,美硕科技,2.378815081,22.81,33,301295
000938.SZ,紫光股份,0.396301189,22.8,33,000938
600113.SH,浙江东日,10.004833253,22.76,17,600113
600406.SH,国电南瑞,-0.262927257,22.76,17,600406
300457.SZ,赢合科技,5.813953488,22.75,33,300457
002831.SZ,裕同科技,-0.307017544,22.73,33,002831
300684.SZ,中石科技,3.744292237,22.72,33,300684
605358.SH,立昂微,1.748095025,22.7,17,605358
832145.BJ,恒合股份,-4.541631623,22.7,151,832145
603090.SH,宏盛股份,1.06856634,22.7,17,603090
600645.SH,中源协和,0.442477876,22.7,17,600645
002895.SZ,川恒股份,-0.483304042,22.65,33,002895
603950.SH,长源东谷,0.980829247,22.65,17,603950
603706.SH,东方环宇,6.491063029,22.64,17,603706
300834.SZ,星辉环材,0.712060525,22.63,33,300834
603773.SH,沃格光电,2.029769959,22.62,17,603773
839719.BJ,宁新新材,-4.556962025,22.62,151,839719
600060.SH,海信视像,-0.659050967,22.61,17,600060
600482.SH,中国动力,0.310696849,22.6,17,600482
002130.SZ,沃尔核材,-0.572183099,22.59,33,002130
300706.SZ,阿石创,1.347708895,22.56,33,300706
430510.BJ,丰光精密,-2.591792657,22.55,151,430510
301049.SZ,超越科技,3.019213175,22.52,33,301049
688426.SH,康为世纪,8.800773694,22.5,17,688426
301468.SZ,博盈特焊,1.169590643,22.49,33,301468
300690.SZ,双一科技,1.397655546,22.49,33,300690
688618.SH,三旺通信,2.742230347,22.48,17,688618
603630.SH,拉芳家化,-0.088967972,22.46,17,603630
301348.SZ,蓝箭电子,3.599446239,22.45,33,301348
600285.SH,羚锐制药,-1.709776414,22.42,17,600285
300748.SZ,金力永磁,0.765076508,22.39,33,300748
300872.SZ,天阳科技,5.965909091,22.38,33,300872
002368.SZ,太极股份,3.901532745,22.37,33,002368
300812.SZ,易天股份,-1.67032967,22.37,33,300812
603897.SH,长城科技,0.494382022,22.36,17,603897
002389.SZ,航天彩虹,2.008215427,22.35,33,002389
600580.SH,卧龙电驱,1.916932907,22.33,17,600580
301029.SZ,怡合达,5.542396968,22.28,33,301029
300521.SZ,爱司凯,-0.713648528,22.26,33,300521
600980.SH,北矿科技,1.737540009,22.25,17,600980
002899.SZ,英派斯,3.152526657,22.25,33,002899
002287.SZ,奇正藏药,-0.669941938,22.24,33,002287
002265.SZ,建设工业,7.239382239,22.22,33,002265
301446.SZ,福事特,1.322389421,22.22,33,301446
001390.SZ,古麒绒材,0.725952813,22.2,33,001390
600096.SH,云天化,-0.538116592,22.18,17,600096
831305.BJ,海希通讯,4.919583728,22.18,151,831305
600529.SH,山东药玻,-1.554174067,22.17,17,600529
601877.SH,正泰电器,-0.35971223,22.16,17,601877
300945.SZ,曼卡龙,2.927509294,22.15,33,300945
300900.SZ,广联航空,1.559633028,22.14,33,300900
688510.SH,航亚科技,4.586288416,22.12,17,688510
000777.SZ,中核科技,5.741626794,22.1,33,000777
002868.SZ,*ST绿康,0.045289855,22.09,33,002868
688689.SH,银河微电,2.032332564,22.09,17,688689
301231.SZ,荣信文化,0.914494742,22.07,33,301231
300641.SZ,正丹股份,0.227066303,22.07,33,300641
301192.SZ,泰祥股份,3.663691874,22.07,33,301192
430017.BJ,星昊医药,3.133769878,22.05,151,430017
301045.SZ,天禄科技,0.77732053,22.04,33,301045
300899.SZ,*ST凯鑫,2.274837512,22.03,33,300899
688600.SH,皖仪科技,0.548446069,22,17,688600
300001.SZ,特锐德,-0.090909091,21.98,33,300001
688199.SH,久日新材,4.271476032,21.97,17,688199
001368.SZ,通达创智,1.385041551,21.96,33,001368
301129.SZ,瑞纳智能,3.051643192,21.95,33,301129
603258.SH,电魂网络,-2.31522707,21.94,17,603258
002189.SZ,中光学,3.347477605,21.92,33,002189
301587.SZ,中瑞股份,0.828347906,21.91,33,301587
603615.SH,茶花股份,1.388888889,21.9,17,603615
300980.SZ,祥源新材,0.412654746,21.9,33,300980
301372.SZ,科净源,1.765799257,21.9,33,301372
600754.SH,锦江酒店,-0.544959128,21.9,17,600754
000049.SZ,德赛电池,1.436515292,21.89,33,000049
603381.SH,永臻股份,0,21.87,17,603381
836221.BJ,易实精密,-0.590909091,21.87,151,836221
300853.SZ,申昊科技,2.484763244,21.86,33,300853
300191.SZ,潜能恒信,3.213610586,21.84,33,300191
605020.SH,永和股份,-0.228414801,21.84,17,605020
003020.SZ,立方制药,0.553250346,21.81,33,003020
301123.SZ,奕东电子,1.207056639,21.8,33,301123
603190.SH,亚通精工,2.830188679,21.8,17,603190
831961.BJ,创远信科,3.172348485,21.79,151,831961
600426.SH,华鲁恒升,-0.274725275,21.78,17,600426
002952.SZ,亚世光电,3.518782691,21.77,33,002952
600750.SH,江中药业,-1.046405823,21.75,17,600750
603757.SH,大元泵业,-0.183654729,21.74,17,603757
002544.SZ,普天科技,1.541335824,21.74,33,002544
300542.SZ,新晨科技,6.83046683,21.74,33,300542
300752.SZ,隆利科技,0.508788159,21.73,33,300752
001308.SZ,康冠科技,1.49602618,21.71,33,001308
001211.SZ,双枪科技,3.235014272,21.7,33,001211
600885.SH,宏发股份,-1.183970856,21.7,17,600885
600362.SH,江西铜业,0.277906438,21.65,17,600362
300837.SZ,浙矿股份,1.882352941,21.65,33,300837
002180.SZ,纳思达,0.510915002,21.64,33,002180
688105.SH,诺唯赞,1.453352086,21.64,17,688105
300801.SZ,泰和科技,20.022185247,21.64,33,300801
605218.SH,伟时电子,1.835294118,21.64,17,605218
601069.SH,西部黄金,2.560455192,21.63,17,601069
000818.SZ,航锦科技,1.122544434,21.62,33,000818
300554.SZ,三超新材,1.645510108,21.62,33,300554
835185.BJ,贝特瑞,3.101145038,21.61,151,835185
300479.SZ,神思电子,5.82761998,21.61,33,300479
001367.SZ,海森药业,1.408450704,21.6,33,001367
002001.SZ,新和成,-0.506912442,21.59,33,002001
600585.SH,海螺水泥,-0.50714615,21.58,17,600585
603948.SH,建业股份,9.994900561,21.57,17,603948
300855.SZ,图南股份,0.889096865,21.56,33,300855
600007.SH,中国国贸,-1.056014692,21.55,17,600007
603308.SH,应流股份,0.23255814,21.55,17,603308
300203.SZ,聚光科技,1.222378937,21.53,33,300203
002362.SZ,汉王科技,3.760848602,21.52,33,002362
301008.SZ,宏昌科技,1.462264151,21.51,33,301008
603355.SH,莱克电气,-0.600739372,21.51,17,603355
688210.SH,统联精密,1.510859301,21.5,17,688210
002983.SZ,芯瑞达,3.266090298,21.5,33,002983
688133.SH,泰坦科技,1.751064837,21.5,17,688133
001378.SZ,德冠新材,1.129943503,21.48,33,001378
603533.SH,掌阅科技,1.273584906,21.47,17,603533
300537.SZ,广信材料,3.421686747,21.46,33,300537
301487.SZ,盟固利,3.524867214,21.44,33,301487
002843.SZ,泰嘉股份,2.291169451,21.43,33,002843
605011.SH,杭州热电,0.233863424,21.43,17,605011
688216.SH,气派科技,3.278688525,21.42,17,688216
688658.SH,悦康药业,4.233576642,21.42,17,688658
300484.SZ,蓝海华腾,0.990566038,21.41,33,300484
301051.SZ,信濠光电,2.73512476,21.41,33,301051
301133.SZ,金钟股份,2.293358815,21.41,33,301133
002557.SZ,洽洽食品,-0.511627907,21.39,33,002557
920082.BJ,方正阀门,-0.37278658,21.38,151,920082
002558.SZ,巨人网络,0.896649363,21.38,33,002558
002980.SZ,华盛昌,2.248803828,21.37,33,002980
002741.SZ,光华科技,9.994848016,21.35,33,002741
300817.SZ,双飞集团,0.140778977,21.34,33,300817
300947.SZ,德必集团,2.302158273,21.33,33,300947
300331.SZ,苏大维格,1.571428571,21.33,33,300331
688395.SH,正弦电气,0.046926326,21.32,17,688395
001298.SZ,好上好,1.912045889,21.32,33,001298
603057.SH,紫燕食品,1.043643264,21.3,17,603057
300762.SZ,上海瀚讯,1.913875598,21.3,33,300762
600129.SH,太极集团,1.043643264,21.3,17,600129
002956.SZ,西麦食品,0.661938534,21.29,33,002956
300136.SZ,信维通信,1.044138586,21.29,33,300136
301117.SZ,佳缘科技,2.208353337,21.29,33,301117
301065.SZ,本立科技,0.900900901,21.28,33,301065
002518.SZ,科士达,0.758293839,21.26,33,002518
300298.SZ,三诺生物,1.33524082,21.25,33,300298
301103.SZ,何氏眼科,1.96831493,21.24,33,301103
603613.SH,国联股份,1.288782816,21.22,17,603613
603069.SH,海汽集团,-1.026598227,21.21,17,603069
603097.SH,江苏华辰,-1.987060998,21.21,17,603097
601567.SH,三星医疗,-0.795135641,21.21,17,601567
300433.SZ,蓝思科技,-0.841908326,21.2,33,300433
300413.SZ,芒果超媒,0.236518448,21.19,33,300413
603896.SH,寿仙谷,-0.047169811,21.19,17,603896
300711.SZ,广哈通信,2.969814995,21.15,33,300711
002262.SZ,恩华药业,0.236966825,21.15,33,002262
300531.SZ,优博讯,19.977298524,21.14,33,300531
603156.SH,养元饮品,-1.674418605,21.14,17,603156
300226.SZ,上海钢联,2.822384428,21.13,33,300226
603855.SH,华荣股份,0.332383666,21.13,17,603855
000158.SZ,常山北明,0.907787864,21.12,33,000158
300386.SZ,飞天诚信,6.886075949,21.11,33,300386
301518.SZ,长华化学,1.735776278,21.1,33,301518
300703.SZ,创源股份,-0.377714825,21.1,33,300703
300443.SZ,金雷股份,0.861244019,21.08,33,300443
300685.SZ,艾德生物,0.81300813,21.08,33,300685
300286.SZ,安科瑞,0.380952381,21.08,33,300286
688005.SH,容百科技,1.787439614,21.07,17,688005
603629.SH,利通电子,0.572792363,21.07,17,603629
603139.SH,康惠制药,1.689189189,21.07,17,603139
301535.SZ,浙江华远,8.440555841,21.07,33,301535
605003.SH,众望布艺,5.352676338,21.06,17,605003
832000.BJ,安徽凤凰,2.33463035,21.04,151,832000
601633.SH,长城汽车,0.381861575,21.03,17,601633
873527.BJ,夜光明,2.037845706,21.03,151,873527
301161.SZ,唯万密封,1.009615385,21.01,33,301161
688158.SH,优刻得,1.645692159,21,17,688158
301150.SZ,中一科技,-4.155251142,20.99,33,301150
300720.SZ,海川智能,-2.145522388,20.98,33,300720
002971.SZ,和远气体,0.962463908,20.98,33,002971
603505.SH,金石资源,-0.474383302,20.98,17,603505
300643.SZ,万通智控,0.575539568,20.97,33,300643
300515.SZ,三德科技,19.977103606,20.96,33,300515
300529.SZ,健帆生物,-0.522317189,20.95,33,300529
000869.SZ,张裕A,0.239348971,20.94,33,000869
688118.SH,普元信息,2.29604299,20.94,17,688118
688092.SH,爱科科技,1.15942029,20.94,17,688092
300611.SZ,美力科技,0.625,20.93,33,300611
300059.SZ,东方财富,1.062288749,20.93,33,300059
002791.SZ,坚朗五金,0.528592023,20.92,33,002791
300682.SZ,朗新集团,7.680412371,20.89,33,300682
870436.BJ,大地电气,-0.191296031,20.87,151,870436
688339.SH,亿华通,1.163918526,20.86,17,688339
002878.SZ,元隆雅图,0.336862368,20.85,33,002878
430478.BJ,峆一药业,2.055800294,20.85,151,430478
603883.SH,老百姓,-2.43559719,20.83,17,603883
601225.SH,陕西煤业,4.411027569,20.83,17,601225
834599.BJ,同力股份,1.363193768,20.82,151,834599
603301.SH,振德医疗,0.04805382,20.82,17,603301
001206.SZ,依依股份,1.166180758,20.82,33,001206
301201.SZ,诚达药业,1.118133204,20.8,33,301201
838810.BJ,春光智能,2.463054187,20.8,151,838810
688328.SH,深科达,3.948025987,20.8,17,688328
300503.SZ,昊志机电,2.062868369,20.78,33,300503
600506.SH,统一股份,5.643111337,20.78,17,600506
001296.SZ,长江材料,2.063882064,20.77,33,001296
600315.SH,上海家化,-1.095238095,20.77,17,600315
688130.SH,晶华微,1.963672067,20.77,17,688130
301386.SZ,未来电器,1.268292683,20.76,33,301386
001872.SZ,招商港口,0.776699029,20.76,33,001872
688191.SH,智洋创新,1.516634051,20.75,17,688191
300482.SZ,万孚生物,0.532945736,20.75,33,300482
300988.SZ,津荣天宇,-4.160887656,20.73,33,300988
300212.SZ,易华录,2.777777778,20.72,33,300212
603004.SH,鼎龙科技,0.827250608,20.72,17,603004
600592.SH,龙溪股份,-0.432692308,20.71,17,600592
603992.SH,松霖科技,-2.773859897,20.68,17,603992
688690.SH,纳微科技,1.174168297,20.68,17,688690
600079.SH,人福医药,-0.433317285,20.68,17,600079
301565.SZ,中仑新材,2.732240437,20.68,33,301565
835892.BJ,中科美菱,2.42814668,20.67,151,835892
300867.SZ,圣元环保,4.55465587,20.66,33,300867
300747.SZ,锐科激光,0.929095355,20.64,33,300747
300353.SZ,东土科技,-0.482160077,20.64,33,300353
605266.SH,健之佳,0.145560408,20.64,17,605266
300819.SZ,聚杰微纤,1.674876847,20.64,33,300819
600549.SH,厦门钨业,1.078431373,20.62,17,600549
301020.SZ,密封科技,1.427868045,20.6,33,301020
002402.SZ,和而泰,3.053053053,20.59,33,002402
831856.BJ,浩淼科技,1.829871414,20.59,151,831856
300101.SZ,振芯科技,0.488042948,20.59,33,300101
688067.SH,爱威科技,2.132936508,20.59,17,688067
831855.BJ,浙江大农,1.429275505,20.58,151,831855
688218.SH,江苏北人,1.983143282,20.57,17,688218
605033.SH,美邦股份,1.781296388,20.57,17,605033
000400.SZ,许继电气,0.243664717,20.57,33,000400
300696.SZ,爱乐达,1.379990143,20.57,33,300696
301279.SZ,金道科技,2.186878728,20.56,33,301279
301197.SZ,工大科雅,4.95150587,20.56,33,301197
688276.SH,百克生物,0.587084149,20.56,17,688276
603477.SH,巨星农牧,-0.964320154,20.54,17,603477
300871.SZ,回盛生物,1.683168317,20.54,33,300871
600071.SH,凤凰光学,1.634472511,20.52,17,600071
000099.SZ,中信海直,0.391581008,20.51,33,000099
688589.SH,力合微,3.066867773,20.5,17,688589
300921.SZ,南凌科技,2.964824121,20.49,33,300921
300950.SZ,德固特,-3.349056604,20.49,33,300950
831726.BJ,朱老六,0.986193294,20.48,151,831726
870508.BJ,丰安股份,-1.634615385,20.46,151,870508
300293.SZ,蓝英装备,2.970795569,20.45,33,300293
605116.SH,奥锐特,-0.195217179,20.45,17,605116
301218.SZ,华是科技,3.237228123,20.41,33,301218
603298.SH,杭叉集团,-2.110311751,20.41,17,603298
001256.SZ,炜冈科技,0.641025641,20.41,33,001256
605598.SH,上海港湾,0.641341885,20.4,17,605598
603220.SH,中贝通信,0.790904597,20.39,17,603220
301500.SZ,飞南资源,1.696606786,20.38,33,301500
688381.SH,帝奥微,1.696606786,20.38,17,688381
430047.BJ,诺思兰德,6.145833333,20.38,151,430047
300139.SZ,晓程科技,3.66598778,20.36,33,300139
001696.SZ,宗申动力,0.246305419,20.35,33,001696
600262.SH,北方股份,1.093439364,20.34,17,600262
688175.SH,高凌信息,3.511450382,20.34,17,688175
002829.SZ,星网宇达,2.884615385,20.33,33,002829
835438.BJ,戈碧迦,7.970244421,20.32,151,835438
688151.SH,华强科技,3.832396525,20.32,17,688151
605566.SH,福莱蒽特,1.752628943,20.32,17,605566
688289.SH,圣湘生物,0.197335964,20.31,17,688289
603538.SH,美诺华,10.021668472,20.31,17,603538
603192.SH,汇得科技,1.09561753,20.3,17,603192
300629.SZ,新劲刚,1.654135338,20.28,33,300629
603151.SH,邦基科技,-5.011709602,20.28,17,603151
601838.SH,成都银行,0.946686597,20.26,17,601838
002396.SZ,星网锐捷,1.503759398,20.25,33,002396
603100.SH,川仪股份,0,20.25,17,603100
001382.SZ,新亚电缆,0.746640119,20.24,33,001382
688028.SH,沃尔德,1.504513541,20.24,17,688028
834033.BJ,康普化学,4.010282776,20.23,151,834033
002553.SZ,南方精工,0.696864111,20.23,33,002553
002902.SZ,铭普光磁,-0.785083415,20.22,33,002902
301072.SZ,中捷精工,2.277327935,20.21,33,301072
603348.SH,文灿股份,0.898652022,20.21,17,603348
601138.SH,工业富联,-1.894123361,20.2,17,601138
601606.SH,长城军工,10.021786492,20.2,17,601606
300577.SZ,开润股份,-1.799610895,20.19,33,300577
001336.SZ,楚环科技,4.127966976,20.18,33,001336
603067.SH,振华股份,0,20.18,17,603067
003008.SZ,开普检测,1.61209068,20.17,33,003008
301311.SZ,昆船智能,2.284263959,20.15,33,301311
300115.SZ,长盈精密,0.649675162,20.14,33,300115
002577.SZ,雷柏科技,1.974683544,20.14,33,002577
001234.SZ,泰慕士,1.409869084,20.14,33,001234
001288.SZ,运机集团,-1.903367496,20.1,33,001288
600141.SH,兴发集团,-0.248262165,20.09,17,600141
