股票代码,股票简称,最新涨跌幅,收盘价:前复权[20250623],market_code,code
600519.SH,贵州茅台,-0.606162418,1420,17,600519
688256.SH,寒武纪,-1.040124048,568,17,688256
002371.SZ,北方华创,2.764955362,438.57,33,002371
688608.SH,恒玄科技,-5.463962254,348.63,17,688608
002594.SZ,比亚迪,-0.602498163,338.2,33,002594
832982.BJ,锦波生物,-6.225000741,316.5,151,832982
605499.SH,东鹏饮料,-1.631636307,315.91,17,605499
688506.SH,百利天恒,0.3857972,294.03,17,688506
603444.SH,吉比特,-1.700356299,278.65,17,603444
688617.SH,惠泰医疗,0.426260565,275.65,17,688617
688502.SH,茂莱光学,4.951893708,274.89,17,688502
688027.SH,国盾量子,2.266352519,273.45,17,688027
688111.SH,金山办公,0.493836613,262.51,17,688111
688235.SH,百济神州,2.249989791,250.4,17,688235
300750.SZ,宁德时代,-0.270540248,239.61,33,300750
300033.SZ,同花顺,0.146953856,238.52,33,300033
300760.SZ,迈瑞医疗,-0.629235237,225.83,33,300760
688692.SH,达梦数据,2.219735124,219.2,17,688692
603129.SH,春风动力,-1.388888889,209.45,17,603129
688169.SH,石头科技,-3.615613312,201,17,688169
600436.SH,片仔癀,-0.545027251,198.9,17,600436
688279.SH,峰岹科技,-1.187904968,192.15,17,688279
688012.SH,中微公司,4.090670707,178.63,17,688012
600809.SH,山西汾酒,-3.123637157,177.71,17,600809
688775.SH,影石创新,0.843023256,173.45,17,688775
300972.SZ,万辰集团,1.295641932,172,33,300972
300896.SZ,爱美客,-0.565696623,170.5,33,300896
300779.SZ,惠城环保,3.896024465,169.87,33,300779
688052.SH,纳芯微,-0.005960897,167.75,17,688052
688498.SH,源杰科技,-0.179856115,166.5,17,688498
920002.BJ,万达轴承,-1.214357997,165.95,151,920002
688120.SH,华海清科,1.793444651,164.6,17,688120
688072.SH,拓荆科技,3.549488055,151.7,17,688072
688615.SH,合合信息,3.179824561,150.56,17,688615
301590.SZ,优优绿能,0.106397127,150.54,33,301590
301629.SZ,矽电股份,0.332406214,147.9,33,301629
688068.SH,热景生物,8.006609584,143.8,17,688068
603893.SH,瑞芯微,-0.139948219,142.71,17,603893
839493.BJ,并行科技,0.381302076,142.16,151,839493
688200.SH,华峰测控,2.860246198,142.05,17,688200
301592.SZ,六九一二,1.698359704,140.12,33,301592
301589.SZ,诺瓦星云,0.654770471,139.89,33,301589
688019.SH,安集科技,0.289121793,138.75,17,688019
000596.SZ,古井贡酒,-2.842157488,137.08,33,000596
688536.SH,思瑞浦,0.277278177,133.81,17,688536
688041.SH,海光信息,0.059925094,133.58,17,688041
688018.SH,乐鑫科技,0.416666667,132.55,17,688018
601127.SH,赛力斯,0.815113887,132.34,17,601127
688188.SH,柏楚电子,-0.492573507,131.31,17,688188
300757.SZ,罗博特科,-1.771064939,128.12,33,300757
688271.SH,联影医疗,-0.280242877,128.1,17,688271
300308.SZ,中际旭创,-1.861003861,127.09,33,300308
601799.SH,星宇股份,-1.956916279,124.25,17,601799
603501.SH,豪威集团,-0.62600321,123.82,17,603501
001309.SZ,德明利,-0.523138833,123.6,33,001309
688656.SH,浩欧博,20,122.4,17,688656
301269.SZ,华大九天,1.181696279,120.73,33,301269
688047.SH,龙芯中科,-0.132494203,120.6,17,688047
603986.SH,兆易创新,1.050773369,120.21,17,603986
688017.SH,绿的谐波,1.805364512,118.42,17,688017
000858.SZ,五粮液,-1.070592171,118.28,33,000858
301392.SZ,汇成真空,5.738920823,114.05,33,301392
000568.SZ,泸州老窖,-0.297984224,113.76,33,000568
688266.SH,泽璟制药,1.202030095,113.66,17,688266
300476.SZ,胜宏科技,-0.38718761,113.2,33,300476
300870.SZ,欧陆通,1.221374046,112.71,33,300870
600941.SH,中国移动,-1.393636603,112.5,17,600941
688696.SH,极米科技,-0.752811974,112.06,17,688696
920106.BJ,林泰新材,8.610567515,111,151,920106
002850.SZ,科达利,2.13844594,110.81,33,002850
688082.SH,盛美上海,0.03652968,109.54,17,688082
300502.SZ,新易盛,-2.481592582,107.28,33,300502
688037.SH,芯源微,3.079884504,107.1,17,688037
301498.SZ,乖宝宠物,-1.583793738,106.88,33,301498
300866.SZ,安克创新,-2.544576523,104.94,33,300866
688198.SH,佰仁医疗,1.584645669,103.21,17,688198
600563.SH,法拉电子,0.282899229,102.8,17,600563
301662.SZ,宏工科技,5.516162669,101.19,33,301662
688787.SH,海天瑞声,6.772486772,100.9,17,688787
301626.SZ,苏州天脉,5.263157895,100,33,301626
688318.SH,财富趋势,2.38932561,98.99,17,688318
000661.SZ,长春高新,-0.282828283,98.72,33,000661
688332.SH,中科蓝讯,1.491769547,98.65,17,688332
003021.SZ,兆威机电,-0.284552846,98.12,33,003021
002916.SZ,深南电路,-1.239544493,98,33,002916
301345.SZ,涛涛车业,-0.020491803,97.58,33,301345
002920.SZ,德赛西威,-1.136248351,97.45,33,002920
301209.SZ,联合化学,2.14893617,96.02,33,301209
688032.SH,禾迈股份,0.240434874,95.89,17,688032
603202.SH,天有为,-1.572779605,95.75,17,603202
688776.SH,国光电气,0.104712042,95.6,17,688776
920029.BJ,开发科技,1.893287435,94.72,151,920029
688578.SH,艾力斯,1.146317725,93.53,17,688578
688686.SH,奥普特,1.61007667,92.77,17,688686
688213.SH,思特威,-0.590699173,92.56,17,688213
301600.SZ,慧翰股份,-0.57223062,92.09,33,301600
300570.SZ,太辰光,-2.287234043,91.85,33,300570
688515.SH,裕太微,3.379608557,90.85,17,688515
300953.SZ,震裕科技,1.494717914,90.31,33,300953
688326.SH,经纬恒润,1.133049136,90.15,17,688326
603325.SH,博隆技术,1.623524069,89.51,17,603325
688190.SH,云路股份,3.075500058,89.15,17,688190
300454.SZ,深信服,-0.588235294,87.88,33,300454
688301.SH,奕瑞科技,0.447247706,87.59,17,688301
688016.SH,心脉医疗,1.823921431,87.09,17,688016
301608.SZ,博实结,-0.465657742,85.5,33,301608
838227.BJ,美登科技,20.641424131,85.39,151,838227
688521.SH,芯原股份,-1.308930847,85.2,17,688521
688368.SH,晶丰明源,1.011182489,84.91,17,688368
302132.SZ,中航成飞,1.69105301,84.79,33,302132
002821.SZ,凯莱英,2.125603865,84.56,33,002821
688981.SH,中芯国际,3.654035433,84.25,17,688981
301596.SZ,瑞迪智驱,5.175879397,83.72,33,301596
301556.SZ,托普云农,0.771549126,83.59,33,301556
688361.SH,中科飞测,3.558586485,83.52,17,688361
688627.SH,精智达,4.388597149,83.49,17,688627
301205.SZ,联特科技,-1.235154394,83.16,33,301205
603297.SH,永新光学,1.804028172,82.39,17,603297
688622.SH,禾信仪器,-0.507736944,82.3,17,688622
301628.SZ,强达电路,0.097668172,81.99,33,301628
301308.SZ,江波龙,1.6375,81.31,33,301308
603605.SH,珀莱雅,0.408820614,81.05,17,603605
301479.SZ,弘景光电,-0.012363996,80.87,33,301479
002847.SZ,盐津铺子,-0.247524752,80.6,33,002847
688160.SH,步科股份,0.502449441,80.01,17,688160
688535.SH,华海诚科,2.066752246,79.51,17,688535
603061.SH,金海通,3.033838973,79.47,17,603061
688123.SH,聚辰股份,-0.662914321,79.42,17,688123
688411.SH,海博思创,3.614772282,79.4,17,688411
301622.SZ,英思特,0.277883037,79.39,33,301622
301225.SZ,恒勃股份,2.07340631,79.26,33,301225
688167.SH,炬光科技,7.684957685,78.89,17,688167
837748.BJ,路桥信息,14.602479942,78.56,151,837748
300672.SZ,国科微,-0.83449235,78.43,33,300672
301367.SZ,瑞迈特,1.569390402,78.31,33,301367
603236.SH,移远通信,0.980139283,78.3,17,603236
300857.SZ,协创数据,-0.559511699,78.2,33,300857
301191.SZ,菲菱科思,-0.280612245,78.18,33,301191
688008.SH,澜起科技,-4.364349638,78.01,17,688008
603290.SH,斯达半导,0.958052822,77.98,17,603290
688630.SH,芯碁微装,-0.256772371,77.69,17,688630
301631.SZ,壹连科技,1.426514854,77.5,33,301631
688036.SH,传音控股,0.666666667,77.01,17,688036
688583.SH,思看科技,0.249671485,76.29,17,688583
603345.SH,安井食品,-0.498034076,75.92,17,603345
688631.SH,莱斯信息,-0.290352382,75.55,17,688631
301031.SZ,中熔电气,1.91576087,75.01,33,301031
301421.SZ,波长光电,19.996792816,74.83,33,301421
301550.SZ,斯菱股份,-3.447828905,74.49,33,301550
301160.SZ,翔楼新材,-0.614152203,74.44,33,301160
301525.SZ,儒竞科技,3.963457484,73.97,33,301525
002779.SZ,中坚科技,-2.12,73.41,33,002779
002028.SZ,思源电气,-1.74386921,72.12,33,002028
300666.SZ,江丰电子,1.266000844,71.99,33,300666
688789.SH,宏华数科,0.153438415,71.8,17,688789
000333.SZ,美的集团,-0.911854103,71.72,33,000333
300394.SZ,天孚通信,-4.140898091,71.3,33,300394
688220.SH,翱捷科技,0.942453234,70.69,17,688220
001306.SZ,夏厦精密,0.685322673,70.52,33,001306
600600.SH,青岛啤酒,-0.984390381,70.41,17,600600
688278.SH,特宝生物,2.491984844,70.33,17,688278
301633.SZ,港迪技术,1.241339492,70.14,33,301633
002896.SZ,中大力德,0.358320195,70.02,33,002896
688507.SH,索辰科技,2.406103286,69.8,17,688507
837592.BJ,华信永道,5.778856363,69.74,151,837592
301155.SZ,海力风电,1.058738216,69.68,33,301155
920116.BJ,星图测控,2.666666667,69.3,151,920116
301261.SZ,恒工精密,0.174216028,69,33,301261
688531.SH,日联科技,1.832692876,68.9,17,688531
300474.SZ,景嘉微,1.562730355,68.89,33,300474
301413.SZ,安培龙,0.34965035,68.88,33,301413
300661.SZ,圣邦股份,0.043731778,68.63,33,300661
301557.SZ,常友科技,0.263157895,68.58,33,301557
603296.SH,华勤技术,0.278347495,68.45,17,603296
300782.SZ,卓胜微,1.440665379,68.3,33,300782
603160.SH,汇顶科技,0.992151636,68.2,17,603160
688050.SH,爱博医疗,0.561299852,68.08,17,688050
688099.SH,晶晨股份,0.639595419,67.66,17,688099
688356.SH,键凯科技,2.594840668,67.61,17,688356
301061.SZ,匠心家居,-4.187366927,67.5,33,301061
301486.SZ,致尚科技,-0.606688369,67.17,33,301486
688084.SH,晶品特装,0.932190648,67.13,17,688084
688798.SH,艾为电子,-0.681582457,67.03,17,688798
301326.SZ,捷邦科技,-0.475482912,66.98,33,301326
601100.SH,恒立液压,-0.758026159,66.77,17,601100
688025.SH,杰普特,1.988984088,66.66,17,688025
603019.SH,中科曙光,-0.388639761,66.64,17,603019
300751.SZ,迈为股份,1.837390905,66.51,33,300751
300804.SZ,广康生化,8.902759527,66.3,33,300804
688331.SH,荣昌生物,5.348615091,66.18,17,688331
688083.SH,中望软件,-0.980392157,65.65,17,688083
300223.SZ,北京君正,1.751937984,65.63,33,300223
301488.SZ,豪恩汽电,1.094496686,65.58,33,301488
300718.SZ,长盛轴承,0.168453292,65.41,33,300718
002304.SZ,洋河股份,-0.91005612,65.33,33,002304
300548.SZ,博创科技,1.460307597,65.31,33,300548
605123.SH,派克新材,2.657232704,65.29,17,605123
603259.SH,药明康德,0,65.27,17,603259
688029.SH,南微医学,1.024208566,65.1,17,688029
688286.SH,敏芯股份,1.278652737,64.95,17,688286
301004.SZ,嘉益股份,-3.11844078,64.62,33,301004
688525.SH,佰维存储,2.960473676,64.34,17,688525
873305.BJ,九菱科技,6.616915423,64.29,151,873305
688392.SH,骄成超声,1.152328335,64.08,17,688392
688606.SH,奥泰生物,-0.17147311,64.04,17,688606
688095.SH,福昕软件,1.10567051,64.01,17,688095
300274.SZ,阳光电源,2.12392207,63.95,33,300274
300695.SZ,兆丰股份,1.495386573,63.8,33,300695
300492.SZ,华图山鼎,0.601265823,63.58,33,300492
688486.SH,龙迅股份,-1.25952418,63.5,17,688486
688114.SH,华大智造,1.067729084,63.42,17,688114
688168.SH,安博通,2.646533528,63.22,17,688168
688002.SH,睿创微纳,-0.614173228,63.11,17,688002
688576.SH,西山科技,0.88282504,62.85,17,688576
603392.SH,万泰生物,1.225016119,62.8,17,603392
002049.SZ,紫光国微,1.211631664,62.65,33,002049
300841.SZ,康华生物,1.180274859,62.58,33,300841
688582.SH,芯动联科,0.449943757,62.51,17,688582
688059.SH,华锐精密,0.791471491,62.4,17,688059
688766.SH,普冉股份,1.628929793,62.39,17,688766
688623.SH,双元科技,-2.149019608,62.38,17,688623
688192.SH,迪哲医药,2.514379622,62.38,17,688192
688581.SH,安杰思,0.337892196,62.36,17,688581
301047.SZ,义翘神州,0.940947437,62.22,33,301047
301357.SZ,北方长龙,3.666666667,62.2,33,301357
300124.SZ,汇川技术,0.161681487,61.95,33,300124
688316.SH,青云科技,-0.514469453,61.88,17,688316
688668.SH,鼎通科技,-4.46027567,61.69,17,688668
688205.SH,德科立,-6.487389851,61.55,17,688205
002595.SZ,豪迈科技,-2.753762408,60.74,33,002595
603662.SH,柯力传感,0.747011952,60.69,17,603662
603991.SH,至正股份,-1.414864206,60.62,17,603991
301325.SZ,曼恩斯特,2.437373053,60.52,33,301325
301489.SZ,思泉新材,3.431626142,59.98,33,301489
688605.SH,先锋精科,1.338529312,59.81,17,688605
601888.SH,中国中免,-0.780990362,59.71,17,601888
688185.SH,康希诺,-1.990131579,59.59,17,688185
300624.SZ,万兴科技,0.711382114,59.46,33,300624
002891.SZ,中宠股份,0.304620071,59.27,33,002891
002991.SZ,甘源食品,-1.150959133,59.26,33,002991
300567.SZ,精测电子,5.524763097,59.02,33,300567
002311.SZ,海大集团,-1.222166416,59,33,002311
689009.SH,九号公司,-1.304784209,59,17,689009
600486.SH,扬农化工,-1.569020197,58.97,17,600486
688159.SH,有方科技,-2.35645536,58.84,17,688159
688788.SH,科思科技,3.635080289,58.73,17,688788
688375.SH,国博电子,1.821019771,58.71,17,688375
300803.SZ,指南针,0.860881543,58.58,33,300803
301598.SZ,博科测试,0.861178092,58.56,33,301598
301299.SZ,卓创资讯,2.097535396,58.41,33,301299
300652.SZ,雷迪克,-2.366565962,58.17,33,300652
002992.SZ,宝明科技,2.108963093,58.1,33,002992
688234.SH,天岳先进,0.993377483,57.95,17,688234
301141.SZ,中科磁业,2.442477876,57.88,33,301141
920799.BJ,艾融软件,3.196428571,57.79,151,920799
688049.SH,炬芯科技,0.452173913,57.76,17,688049
301618.SZ,长联科技,0.926411467,57.74,33,301618
301196.SZ,唯科科技,-0.620796689,57.63,33,301196
301035.SZ,润丰股份,-0.776799586,57.48,33,301035
003010.SZ,若羽臣,4.808923021,57.32,33,003010
688228.SH,开普云,1.616628176,57.2,17,688228
301536.SZ,星宸科技,0.77587727,57.15,33,301536
301577.SZ,美信科技,4.060451566,57.15,33,301577
600363.SH,联创光电,-1.296232285,57.11,17,600363
300832.SZ,新产业,-1.791559001,57.01,33,300832
603091.SH,众鑫股份,-2.229845626,57,17,603091
688103.SH,国力股份,0.992555831,56.98,17,688103
872808.BJ,曙光数创,0.37010927,56.95,151,872808
601336.SH,新华保险,0.618702492,56.92,17,601336
600660.SH,福耀玻璃,-1.491760624,56.79,17,600660
301368.SZ,丰立智能,-1.200417537,56.79,33,301368
688652.SH,京仪装备,3.901098901,56.73,17,688652
688166.SH,博瑞医药,-3.471865914,56.44,17,688166
001400.SZ,江顺科技,0.427122264,56.43,33,001400
301396.SZ,宏景科技,-2.122108193,56.27,33,301396
301275.SZ,汉朔科技,1.976069616,56.25,33,301275
688333.SH,铂力特,0.574197021,56.05,17,688333
300969.SZ,恒帅股份,-0.37366548,55.99,33,300969
688702.SH,盛科通信,0.721370604,55.85,17,688702
301085.SZ,亚康股份,1.049963794,55.82,33,301085
688372.SH,伟测科技,4.808414726,55.8,17,688372
301233.SZ,盛帮股份,-0.447627574,55.6,33,301233
688322.SH,奥比中光,0.890909091,55.49,17,688322
688281.SH,华秦科技,2.740740741,55.48,17,688281
301033.SZ,迈普医学,2.612078548,55.39,33,301033
688778.SH,厦钨新能,0.181818182,55.1,17,688778
601318.SH,中国平安,0.657654366,55.1,17,601318
688336.SH,三生国健,2.360156105,55.08,17,688336
000538.SZ,云南白药,-0.018171906,55.02,33,000538
301219.SZ,腾远钴业,15.421737306,55.01,33,301219
001389.SZ,广合科技,-2.01426025,54.97,33,001389
300558.SZ,贝达药业,0.182282173,54.96,33,300558
300910.SZ,瑞丰新材,-0.54446461,54.8,33,300910
601021.SH,春秋航空,-0.345831817,54.75,17,601021
688230.SH,芯导科技,12.161051767,54.6,17,688230
600132.SH,重庆啤酒,-0.529004013,54.53,17,600132
603833.SH,欧派家居,-1.44691626,54.49,17,603833
301110.SZ,青木科技,1.343283582,54.32,33,301110
688563.SH,航材股份,-0.750091475,54.25,17,688563
603728.SH,鸣志电器,0.425847065,54.24,17,603728
688439.SH,振华风光,1.849405548,53.97,17,688439
603087.SH,甘李药业,0.690943044,53.92,17,603087
688409.SH,富创精密,2.516682555,53.77,17,688409
603039.SH,泛微网络,1.339622642,53.71,17,603039
301636.SZ,泽润新能,-0.037348273,53.53,33,301636
301336.SZ,趣睡科技,0.889477668,53.31,33,301336
300765.SZ,新诺威,0.093896714,53.3,33,300765
920088.BJ,科力股份,3.240830584,53.2,151,920088
301095.SZ,广立微,4.305937869,53.05,33,301095
600760.SH,中航沈飞,-0.056529112,53.04,17,600760
300496.SZ,中科创达,-0.244682853,53,33,300496
301586.SZ,佳力奇,1.865743412,52.96,33,301586
301080.SZ,百普赛斯,0.094535829,52.94,33,301080
688685.SH,迈信林,0,52.88,17,688685
300763.SZ,锦浪科技,1.013190595,52.84,33,300763
688691.SH,灿芯股份,5.303030303,52.82,17,688691
301581.SZ,黄山谷捷,0.056882821,52.77,33,301581
688305.SH,科德数控,0.533536585,52.76,17,688305
688048.SH,长光华芯,2.528199144,52.72,17,688048
688520.SH,神州细胞,16.65559247,52.67,17,688520
600259.SH,广晟有色,0.68833652,52.66,17,600259
001283.SZ,豪鹏科技,5.513231756,52.63,33,001283
600309.SH,万华化学,-1.240834743,52.53,17,600309
605117.SH,德业股份,3.267073411,52.47,17,605117
603486.SH,科沃斯,-2.616926503,52.47,17,603486
603713.SH,密尔克卫,0.383803493,52.31,17,603713
300984.SZ,金沃股份,-1.041666667,52.25,33,300984
002409.SZ,雅克科技,1.143189304,52.2,33,002409
688629.SH,华丰科技,2.755905512,52.2,17,688629
300724.SZ,捷佳伟创,0.811123986,52.2,33,300724
300781.SZ,因赛集团,-0.780506377,52.12,33,300781
688347.SH,华虹公司,1.921568627,51.98,17,688347
301236.SZ,软通动力,1.524032825,51.96,33,301236
600276.SH,恒瑞医药,0.386398764,51.96,17,600276
000423.SZ,东阿阿胶,-0.650219927,51.95,33,000423
300904.SZ,威力传动,1.564639155,51.93,33,300904
688717.SH,艾罗能源,1.486407197,51.89,17,688717
002032.SZ,苏泊尔,-2.266288952,51.75,33,002032
603072.SH,天和磁材,0.368717252,51.72,17,603072
688708.SH,佳驰科技,0.154918668,51.72,17,688708
603257.SH,中国瑞林,9.993607501,51.62,17,603257
603124.SH,江南新材,-1.243543141,51.62,17,603124
300875.SZ,捷强装备,8.602150538,51.51,33,300875
300784.SZ,利安科技,1.159591195,51.47,33,300784
301538.SZ,骏鼎达,0.743931088,51.46,33,301538
301369.SZ,联动科技,1.181800276,51.37,33,301369
300723.SZ,一品红,5.098280098,51.33,33,300723
301165.SZ,锐捷网络,0.78647267,51.26,33,301165
603416.SH,信捷电气,1.709062003,51.18,17,603416
301611.SZ,珂玛科技,1.851851852,51.15,33,301611
688667.SH,菱电电控,0.432900433,51.04,17,688667
688359.SH,三孚新科,4.124132299,51,17,688359
301213.SZ,观想科技,19.995284131,50.89,33,301213
688508.SH,芯朋微,1.477930897,50.81,17,688508
300373.SZ,扬杰科技,0.296091591,50.81,33,300373
301393.SZ,昊帆生物,0.455445545,50.73,33,301393
688363.SH,华熙生物,-0.530035336,50.67,17,688363
300573.SZ,兴齐眼药,0.616179686,50.62,33,300573
300913.SZ,兆龙互连,1.080432173,50.52,33,300913
301183.SZ,东田微,0.297914598,50.5,33,301183
301528.SZ,多浦乐,0.059512002,50.44,33,301528
300776.SZ,帝尔激光,0.941129355,50.41,33,300776
603786.SH,科博达,-1.389432485,50.39,17,603786
603596.SH,伯特利,-0.513630976,50.36,17,603596
301613.SZ,新铝时代,0.099621439,50.24,33,301613
688383.SH,新益昌,-1.297935103,50.19,17,688383
688386.SH,泛亚微透,-0.891089109,50.05,17,688386
300347.SZ,泰格医药,3.116615067,49.96,33,300347
002352.SZ,顺丰控股,-1.480750247,49.9,33,002352
301050.SZ,雷电微力,0.911300122,49.83,33,301050
300979.SZ,华利集团,-1.677521216,49.82,33,300979
688543.SH,国科军工,-0.280336404,49.8,17,688543
301162.SZ,国能日新,1.120162933,49.65,33,301162
688648.SH,中邮科技,2.329896907,49.63,17,688648
688366.SH,昊海生科,0.283114257,49.59,17,688366
603822.SH,嘉澳环保,-0.820164033,49.58,17,603822
603606.SH,东方电缆,1.934156379,49.54,17,603606
688290.SH,景业智能,-0.281973817,49.51,17,688290
600612.SH,老凤祥,-0.24178924,49.51,17,600612
300255.SZ,常山药业,0.365482234,49.43,33,300255
301101.SZ,明月镜片,10,49.39,33,301101
301606.SZ,绿联科技,-0.26289181,49.32,33,301606
688155.SH,先惠技术,2.688060013,49.28,17,688155
301221.SZ,光庭信息,3.327716933,49.06,33,301221
001395.SZ,亚联机械,-1.860744298,49.05,33,001395
301128.SZ,强瑞技术,3.787558189,49.05,33,301128
605288.SH,凯迪股份,-0.081499593,49.04,17,605288
600702.SH,舍得酒业,-1.863354037,48.98,17,600702
688115.SH,思林杰,3.258569615,48.8,17,688115
688073.SH,毕得医药,2.037387104,48.58,17,688073
001328.SZ,登康口腔,2.0846494,48.48,33,001328
301293.SZ,三博脑科,5.530154583,48.47,33,301293
300487.SZ,蓝晓科技,-1.022285831,48.41,33,300487
688302.SH,海创药业,1.385099685,48.31,17,688302
688212.SH,澳华内镜,4.907709012,48.31,17,688212
300339.SZ,润和软件,1.388012618,48.21,33,300339
688023.SH,安恒信息,4.377031419,48.17,17,688023
002294.SZ,信立泰,2.642796249,48.16,33,002294
000977.SZ,浪潮信息,0.795644891,48.14,33,000977
688399.SH,硕世生物,3.533721181,48.05,17,688399
301501.SZ,恒鑫生活,-0.989894824,48.01,33,301501
688268.SH,华特气体,1.159603626,47.98,17,688268
688122.SH,西部超导,1.652542373,47.98,17,688122
301327.SZ,华宝新能,1.182682154,47.91,33,301327
688343.SH,云天励飞,3.061664511,47.8,17,688343
300676.SZ,华大基因,0.209731544,47.78,33,300676
300976.SZ,达瑞电子,-0.146474158,47.72,33,300976
688229.SH,博睿数据,2.538726334,47.66,17,688229
301315.SZ,威士顿,3.318872017,47.63,33,301315
300973.SZ,立高食品,0.316522473,47.54,33,300973
688297.SH,中无人机,-0.377358491,47.52,17,688297
300920.SZ,润阳科技,-0.126315789,47.44,33,300920
301571.SZ,国科天成,2.551351351,47.43,33,301571
301603.SZ,乔锋智能,0.572640509,47.42,33,301603
300468.SZ,四方精创,19.974683544,47.39,33,300468
603195.SH,公牛集团,-3.312883436,47.28,17,603195
301289.SZ,国缆检测,0.961127723,47.27,33,301289
603083.SH,剑桥科技,4.499113475,47.15,17,603083
301551.SZ,无线传媒,0.662110209,47.13,33,301551
603400.SH,华之杰,-12.54872842,47.11,17,603400
002025.SZ,航天电器,2.84463895,47,33,002025
000733.SZ,振华科技,5.200627662,46.93,33,000733
688522.SH,纳睿雷达,-0.74168256,46.84,17,688522
832522.BJ,纳科诺尔,1.832061069,46.69,151,832522
688065.SH,凯赛生物,-1.772151899,46.56,17,688065
830779.BJ,武汉蓝电,2.285212041,46.55,151,830779
001314.SZ,亿道信息,2.714632531,46.54,33,001314
688091.SH,上海谊众,5.584562997,46.51,17,688091
003031.SZ,中瓷电子,2.018429136,46.5,33,003031
001301.SZ,尚太科技,0.280838194,46.42,33,001301
688385.SH,复旦微电,0.563380282,46.41,17,688385
600536.SH,中国软件,4.582392777,46.33,17,600536
301259.SZ,艾布鲁,-0.150927124,46.31,33,301259
600036.SH,招商银行,0.565340291,46.25,17,600036
603267.SH,鸿远电子,4.192021636,46.23,17,603267
301360.SZ,荣旗科技,3.192676937,46.22,33,301360
605588.SH,冠石科技,2.620475239,46.21,17,605588
002851.SZ,麦格米特,0.587723117,46.21,33,002851
000526.SZ,学大教育,0.917431193,46.2,33,000526
002338.SZ,奥普光电,4.196750903,46.18,33,002338
603373.SH,安邦护卫,7.900888266,46.16,17,603373
300489.SZ,光智科技,1.78807947,46.11,33,300489
002959.SZ,小熊电器,-0.475059382,46.09,33,002959
688080.SH,映翰通,0.261096606,46.08,17,688080
300613.SZ,富瀚微,2.198046181,46.03,33,300613
002230.SZ,科大讯飞,0.392670157,46.02,33,002230
688621.SH,阳光诺和,1.055873295,45.94,17,688621
688152.SH,麒麟信安,13.50148368,45.9,17,688152
688183.SH,生益电子,-1.713796058,45.88,17,688183
603260.SH,合盛硅业,-1.927194861,45.8,17,603260
301548.SZ,崇德科技,-0.41331303,45.78,33,301548
688396.SH,华润微,1.62692222,45.6,17,688396
688800.SH,瑞可达,-3.239556692,45.4,17,688800
002970.SZ,锐明技术,-0.981675393,45.39,33,002970
300820.SZ,英杰电气,2.284551007,45.22,33,300820
603379.SH,三美股份,-3.439436018,45.2,17,603379
603179.SH,新泉股份,0.534759358,45.12,17,603179
300395.SZ,菲利华,4.76744186,45.05,33,300395
301333.SZ,诺思格,2.225755167,45.01,33,301333
300689.SZ,澄天伟业,1.41955836,45.01,33,300689
688258.SH,卓易信息,0.133511348,45,17,688258
301678.SZ,新恒汇,6.837606838,45,33,301678
688603.SH,天承科技,0.761990139,44.96,17,688603
001339.SZ,智微智能,0.965858041,44.95,33,001339
300946.SZ,恒而达,0.402144772,44.94,33,300946
301096.SZ,百诚医药,2.885936784,44.92,33,301096
301323.SZ,新莱福,1.884650318,44.87,33,301323
688458.SH,美芯晟,4.137610414,44.8,17,688458
001277.SZ,速达股份,1.038609167,44.75,33,001277
300100.SZ,双林股份,-1.017699115,44.74,33,300100
688300.SH,联瑞新材,4.200700117,44.65,17,688300
688325.SH,赛微微电,0.563697858,44.6,17,688325
300380.SZ,安硕信息,3.36270872,44.57,33,300380
301157.SZ,华塑科技,1.735159817,44.56,33,301157
688196.SH,卓越新能,1.204819277,44.52,17,688196
300990.SZ,同飞股份,0.952380952,44.52,33,300990
300965.SZ,恒宇信通,3.081556997,44.49,33,300965
603722.SH,阿科力,0.976163451,44.48,17,603722
301086.SZ,鸿富瀚,2.847222222,44.43,33,301086
000651.SZ,格力电器,-0.492831541,44.42,33,000651
836699.BJ,海达尔,0.977939504,44.4,151,836699
688320.SH,禾川科技,-0.82663092,44.39,17,688320
003009.SZ,中天火箭,3.570595099,44.38,33,003009
000988.SZ,华工科技,0.79491256,44.38,33,000988
839790.BJ,联迪信息,14.763881681,44.23,151,839790
301070.SZ,开勒股份,1.492537313,44.2,33,301070
601689.SH,拓普集团,-2.690187431,44.13,17,601689
688408.SH,中信博,4.460260973,44.03,17,688408
605009.SH,豪悦护理,0.963744837,44,17,605009
688088.SH,虹软科技,-0.722021661,44,17,688088
688755.SH,汉邦科技,0.479780672,43.98,17,688755
872895.BJ,花溪科技,-16.298552932,43.96,151,872895
001212.SZ,中旗新材,-2.4,43.92,33,001212
300014.SZ,亿纬锂能,4.374702806,43.9,33,300014
688799.SH,华纳药厂,3.639801465,43.85,17,688799
603049.SH,中策橡胶,0.781788917,43.83,17,603049
688270.SH,臻镭科技,4.357142857,43.83,17,688270
300698.SZ,万马科技,7.303921569,43.78,33,300698
301270.SZ,汉仪股份,-2.803114572,43.69,33,301270
002929.SZ,润建股份,-0.455684666,43.69,33,002929
688003.SH,天准科技,-1.999550663,43.62,17,688003
603979.SH,金诚信,1.920824549,43.51,17,603979
301567.SZ,贝隆精密,3.546774577,43.5,33,301567
688131.SH,皓元医药,0.253631543,43.48,17,688131
