股票代码,股票简称,最新价,最新涨跌幅,个股热度[20250604],个股热度排名[20250604],market_code,code
002512.SZ,达华智能,4.82,1.473684211,11129.5,909,33,002512
301071.SZ,力量钻石,31.54,5.626255861,11123.5,910,33,301071
000503.SZ,国新健康,10.11,-0.295857988,11121.5,911,33,000503
603983.SH,丸美生物,48.83,2.176187487,11118.0,912,17,603983
002531.SZ,天顺风能,6.72,1.204819277,11105.0,913,33,002531
603456.SH,九洲药业,15.28,-0.065402224,11102.0,914,17,603456
002152.SZ,广电运通,12.25,-0.244299674,11075.0,915,33,002152
000538.SZ,云南白药,56.89,-0.576721426,11073.0,916,33,000538
600668.SH,尖峰集团,14.87,4.204625088,11037.0,917,17,600668
002765.SZ,蓝黛科技,13.54,0.819061802,11025.0,918,33,002765
600559.SH,老白干酒,17.04,0.709219858,11006.0,919,17,600559
002551.SZ,尚荣医疗,3.85,1.583113456,10995.0,920,33,002551
600221.SH,海航控股,1.34,0,10989.5,921,17,600221
002265.SZ,建设工业,20.47,0.146771037,10989.0,922,33,002265
300663.SZ,科蓝软件,17.7,-1.282766313,10978.5,923,33,300663
603639.SH,海利尔,14.04,-1.818181818,10966.5,924,17,603639
000029.SZ,深深房A,18.89,-3.867684478,10940.0,925,33,000029
601177.SH,杭齿前进,17.39,0.346220427,10930.0,926,17,601177
002892.SZ,科力尔,16.07,1.773274224,10929.5,927,33,002892
600754.SH,锦江酒店,23.26,0.954861111,10925.5,928,17,600754
000711.SZ,*ST京蓝,1.67,-3.468208092,10925.0,929,33,000711
603536.SH,惠发食品,9.6,4.008667389,10901.0,930,17,603536
002598.SZ,山东章鼓,10.8,2.564102564,10884.5,931,33,002598
300005.SZ,探路者,9.19,0.547045952,10869.0,932,33,300005
601336.SH,新华保险,52.49,2.800626714,10865.5,933,17,601336
002335.SZ,科华数据,38.6,2.035421623,10864.0,935,33,002335
600916.SH,中国黄金,8.79,2.209302326,10864.0,934,17,600916
300846.SZ,首都在线,17.94,1.013513514,10858.0,936,33,300846
600967.SH,内蒙一机,12.17,-1.616814875,10851.0,937,17,600967
000796.SZ,凯撒旅业,3.78,2.162162162,10847.0,938,33,000796
300540.SZ,蜀道装备,22.35,7.245681382,10838.5,939,33,300540
300179.SZ,四方达,10.4,-1.140684411,10838.0,940,33,300179
301511.SZ,德福科技,16.49,5.56978233,10833.5,941,33,301511
605366.SH,宏柏新材,6.19,1.809210526,10810.0,942,17,605366
300857.SZ,协创数据,81.81,4.057491732,10786.0,943,33,300857
000520.SZ,凤凰航运,4.85,2.320675105,10779.0,944,33,000520
002627.SZ,三峡旅游,5.55,2.968460111,10767.0,945,33,002627
601236.SH,红塔证券,8.33,0.361445783,10763.0,946,17,601236
002916.SZ,深南电路,88.17,2.297250261,10751.0,947,33,002916
000799.SZ,酒鬼酒,41.93,0.793269231,10748.0,948,33,000799
600143.SH,金发科技,10.31,1.078431373,10743.5,949,17,600143
600679.SH,上海凤凰,13.89,0.433839479,10730.5,950,17,600679
000016.SZ,深康佳A,4.9,0,10700.5,951,33,000016
600858.SH,银座股份,5.74,3.237410072,10690.5,952,17,600858
601989.SH,中国重工,4.48,0.448430493,10688.0,953,17,601989
603920.SH,世运电路,26.36,3.089558076,10680.5,954,17,603920
603106.SH,恒银科技,8.91,1.712328767,10679.5,955,17,603106
600875.SH,东方电气,15.96,0.440528634,10675.5,956,17,600875
301011.SZ,华立科技,30.91,2.520729685,10626.0,958,33,301011
603166.SH,福达股份,14.91,2.05338809,10626.0,957,17,603166
300433.SZ,蓝思科技,20.55,2.187966186,10604.5,959,33,300433
601689.SH,拓普集团,49.03,1.176227817,10582.0,960,17,601689
300688.SZ,创业黑马,30.34,-0.459317585,10575.0,961,33,300688
300967.SZ,晓鸣股份,19.95,4.45026178,10554.5,962,33,300967
600699.SH,均胜电子,17.7,0.454029512,10553.5,963,17,600699
000876.SZ,新希望,9.66,-0.309597523,10546.5,964,33,000876
603102.SH,百合股份,46.88,5.30098832,10530.0,965,17,603102
601225.SH,陕西煤业,20.17,-1.417399804,10523.0,966,17,601225
600355.SH,*ST精伦,3.01,4.87804878,10518.0,967,22,600355
300541.SZ,先进数通,14.13,0.928571429,10497.0,968,33,300541
002820.SZ,桂发祥,11.44,3.342366757,10496.0,969,33,002820
601555.SH,东吴证券,8.2,2.372034956,10495.5,970,17,601555
003041.SZ,真爱美家,30.1,-3.246544519,10492.0,971,33,003041
000078.SZ,海王生物,2.63,-1.127819549,10477.5,972,33,000078
301185.SZ,鸥玛软件,19.87,5.355249205,10455.0,973,33,301185
301366.SZ,一博科技,49.35,-2.102757389,10453.0,974,33,301366
603677.SH,奇精机械,22.38,-0.79787234,10450.0,975,17,603677
301121.SZ,紫建电子,36.43,8.100890208,10430.5,976,33,301121
601600.SH,中国铝业,6.68,0,10428.5,977,17,601600
002474.SZ,榕基软件,6.66,2.147239264,10422.0,978,33,002474
002371.SZ,北方华创,425.33,0.131836052,10406.5,979,33,002371
002995.SZ,天地在线,18.9,1.286173633,10392.5,980,33,002995
002449.SZ,国星光电,9.12,1.333333333,10390.5,981,33,002449
300077.SZ,国民技术,23.43,-0.29787234,10387.5,982,33,300077
300199.SZ,翰宇药业,14.8,-1.267511674,10387.0,983,33,300199
002609.SZ,捷顺科技,10.69,0.375586854,10363.0,984,33,002609
000913.SZ,钱江摩托,15.58,5.48408937,10344.5,985,33,000913
300859.SZ,西域旅游,40.24,4.519480519,10343.0,986,33,300859
002605.SZ,姚记科技,28.77,2.093683463,10337.0,987,33,002605
002271.SZ,东方雨虹,11.2,1.541251133,10331.5,988,33,002271
601939.SH,建设银行,9.01,-0.55187638,10330.0,989,17,601939
002196.SZ,方正电机,9.09,0.887902331,10322.5,990,33,002196
002300.SZ,太阳电缆,6.26,-0.476947536,10320.5,991,33,002300
002413.SZ,雷科防务,5.03,-0.984251969,10316.5,992,33,002413
002722.SZ,物产金轮,16.12,3.532434168,10310.5,993,33,002722
300013.SZ,新宁物流,4.17,-5.869074492,10290.5,994,33,300013
603690.SH,至纯科技,25.09,0.11971269,10283.5,995,17,603690
002202.SZ,金风科技,9.37,-1.264488936,10273.5,996,33,002202
300457.SZ,赢合科技,17.71,4.237786933,10270.5,997,33,300457
300094.SZ,国联水产,3.72,3.047091413,10267.0,998,33,300094
000338.SZ,潍柴动力,15.11,0,10266.5,999,33,000338
002634.SZ,棒杰股份,4.11,5.384615385,10260.0,1000,33,002634
601866.SH,中远海发,2.5,0,10237.5,1001,17,601866
300674.SZ,宇信科技,23.29,-0.042918455,10224.5,1002,33,300674
300402.SZ,宝色股份,18.57,-2.621919245,10223.0,1003,33,300402
300629.SZ,新劲刚,21.49,-2.406902816,10220.0,1004,33,300629
000833.SZ,粤桂股份,11.6,2.112676056,10216.5,1005,33,000833
002369.SZ,卓翼科技,8.63,1.172332943,10202.5,1006,33,002369
002886.SZ,沃特股份,19.69,-0.202736949,10191.5,1007,33,002886
300181.SZ,佐力药业,17.58,-0.957746479,10179.5,1008,33,300181
002175.SZ,东方智造,4.39,0.228310502,10163.5,1009,33,002175
688180.SH,君实生物,34.22,3.50877193,10156.0,1010,17,688180
002520.SZ,日发精机,6.37,0.157232704,10154.5,1011,33,002520
003021.SZ,兆威机电,103.4,0.485908649,10147.5,1012,33,003021
002773.SZ,康弘药业,31.32,0.352451137,10129.5,1013,33,002773
601216.SH,君正集团,5.43,1.685393258,10127.5,1014,17,601216
002575.SZ,群兴玩具,8.57,2.511961722,10101.0,1015,33,002575
002338.SZ,奥普光电,43.64,1.724941725,10098.5,1016,33,002338
603178.SH,圣龙股份,19.68,1.18251928,10071.5,1017,17,603178
002556.SZ,辉隆股份,5.61,-0.177935943,10070.0,1018,33,002556
003816.SZ,中国广核,3.65,-0.273224044,10069.0,1019,33,003816
002289.SZ,*ST宇顺,14.72,-3.790849673,10067.5,1020,33,002289
301608.SZ,博实结,87.82,7.411937378,10061.0,1021,33,301608
000969.SZ,安泰科技,12.71,0.157604413,10055.0,1022,33,000969
300397.SZ,天和防务,12.5,-1.263823065,10049.5,1023,33,300397
300322.SZ,硕贝德,15,-1.639344262,10039.5,1024,33,300322
002385.SZ,大北农,4.09,-0.243902439,10039.0,1025,33,002385
002709.SZ,天赐材料,17.32,1.882352941,10029.0,1026,33,002709
301110.SZ,青木科技,49.92,5.762711864,10005.5,1027,33,301110
603045.SH,福达合金,16.78,3.772418058,9986.5,1028,17,603045
600973.SH,宝胜股份,5.13,-1.156069364,9985.5,1029,17,600973
001258.SZ,立新能源,6.88,0.29154519,9981.5,1030,33,001258
000632.SZ,三木集团,3.79,3.835616438,9956.0,1031,33,000632
603130.SH,云中马,29.43,0.684228532,9932.5,1032,17,603130
002998.SZ,优彩资源,7.95,-0.500625782,9930.5,1033,33,002998
600222.SH,太龙药业,5.85,3.174603175,9912.5,1034,17,600222
603369.SH,今世缘,43.83,-0.045610034,9905.5,1035,17,603369
300634.SZ,彩讯股份,27.02,1.923802339,9900.5,1036,33,300634
300133.SZ,华策影视,7.02,2.93255132,9896.0,1037,33,300133
600546.SH,山煤国际,9.1,-0.109769484,9887.0,1038,17,600546
603855.SH,华荣股份,21.95,6.243949661,9874.0,1039,17,603855
300900.SZ,广联航空,24.33,1.629072682,9862.5,1040,33,300900
002305.SZ,*ST南置,2.02,5.208333333,9857.0,1041,33,002305
002126.SZ,银轮股份,25.43,2.872168285,9853.0,1042,33,002126
000737.SZ,北方铜业,9.02,1.691093574,9837.0,1043,33,000737
603520.SH,司太立,10.69,-1.018518519,9798.5,1044,17,603520
600745.SH,闻泰科技,33,0.121359223,9794.0,1045,17,600745
002557.SZ,洽洽食品,23.6,1.987899741,9791.5,1046,33,002557
300068.SZ,南都电源,14.5,1.115760112,9775.0,1047,33,300068
003005.SZ,竞业达,21.67,1.784875528,9751.5,1048,33,003005
002235.SZ,安妮股份,5.72,1.779359431,9746.5,1049,33,002235
600190.SH,*ST锦港,0.91,0,9742.5,1050,22,600190
300867.SZ,圣元环保,18.67,-2.861602497,9719.5,1051,33,300867
002703.SZ,浙江世宝,12.27,-0.486618005,9704.5,1052,33,002703
300858.SZ,科拓生物,16.51,-1.843043995,9697.0,1053,33,300858
600158.SH,中体产业,8.53,0,9695.5,1054,17,600158
000957.SZ,中通客车,11.25,0.267379679,9694.5,1055,33,000957
300814.SZ,中富电路,28.43,5.923994039,9688.5,1056,33,300814
600200.SH,*ST苏吴,2.64,1.930501931,9685.5,1057,22,600200
603121.SH,华培动力,22.3,-2.87456446,9673.5,1058,17,603121
300620.SZ,光库科技,41.19,2.132407637,9632.5,1059,33,300620
603214.SH,爱婴室,20.62,3.1,9621.0,1060,17,603214
603331.SH,百达精工,10.41,2.865612648,9618.0,1061,17,603331
002414.SZ,高德红外,8.55,-3.280542986,9614.5,1063,33,002414
600257.SH,大湖股份,5.29,1.730769231,9614.5,1062,17,600257
300119.SZ,瑞普生物,26.31,4.988028731,9605.0,1064,33,300119
000021.SZ,深科技,17.42,1.1027278,9601.0,1065,33,000021
688070.SH,纵横股份,45.49,-7.163265306,9597.0,1066,17,688070
002164.SZ,宁波东力,8.78,0.457665904,9596.5,1067,33,002164
301536.SZ,星宸科技,61.37,1.020576132,9591.0,1068,33,301536
600598.SH,北大荒,14.58,0.206185567,9582.5,1069,17,600598
000513.SZ,丽珠集团,37.86,2.076031275,9551.5,1070,33,000513
300829.SZ,金丹科技,19.78,5.212765957,9543.0,1071,33,300829
300803.SZ,指南针,59.47,2.07689667,9541.5,1072,33,300803
002990.SZ,盛视科技,28.92,0.521376434,9524.5,1073,33,002990
002428.SZ,云南锗业,18.83,1.564185545,9523.0,1074,33,002428
300214.SZ,日科化学,6.88,-4.178272981,9522.0,1075,33,300214
300586.SZ,美联新材,10.2,5.263157895,9503.0,1076,33,300586
002599.SZ,盛通股份,8.49,0,9501.0,1077,33,002599
300127.SZ,银河磁体,25.08,3.294892916,9496.0,1078,33,300127
000890.SZ,法尔胜,3.92,2.083333333,9493.5,1079,33,000890
003020.SZ,立方制药,24.35,-2.6,9482.0,1080,33,003020
300177.SZ,中海达,10.41,-2.528089888,9474.5,1081,33,300177
001227.SZ,兰州银行,2.5,1.62601626,9472.0,1082,33,001227
002457.SZ,青龙管业,11.91,-0.832639467,9467.0,1083,33,002457
000400.SZ,许继电气,21.24,1.142857143,9463.0,1084,33,000400
002245.SZ,蔚蓝锂芯,12.19,1.161825726,9460.0,1085,33,002245
000993.SZ,闽东电力,9.96,1.736465781,9448.0,1086,33,000993
603031.SH,安孚科技,27.58,5.792098197,9440.0,1087,17,603031
603220.SH,中贝通信,21.88,1.015697138,9432.5,1088,17,603220
000995.SZ,皇台酒业,13.76,1.102130786,9419.5,1089,33,000995
000525.SZ,ST红太阳,7.42,-0.402684564,9415.0,1090,33,000525
300505.SZ,川金诺,17.8,2.652825836,9380.0,1091,33,300505
300915.SZ,海融科技,26.6,6.060606061,9379.0,1092,33,300915
600025.SH,华能水电,9.77,-1.512096774,9378.5,1093,17,600025
001318.SZ,阳光乳业,13.98,1.746724891,9378.0,1094,33,001318
301595.SZ,太力科技,39.43,2.923518664,9370.0,1095,33,301595
301112.SZ,信邦智能,39.19,-3.067029434,9365.5,1097,33,301112
603768.SH,常青股份,13.38,-1.1816839,9365.5,1096,17,603768
000099.SZ,中信海直,22.08,-0.090497738,9363.0,1099,33,000099
300170.SZ,汉得信息,17.24,1.17370892,9363.0,1098,33,300170
000915.SZ,华特达因,32.64,3.651953001,9345.0,1100,33,000915
600556.SH,天下秀,4.96,0.60851927,9328.0,1101,17,600556
600498.SH,烽火通信,20.19,1.203007519,9320.0,1102,17,600498
600759.SH,洲际油气,2.21,-0.896860987,9314.5,1103,17,600759
603005.SH,晶方科技,26.32,0.958956655,9293.0,1104,17,603005
600941.SH,中国移动,117.63,-0.042488103,9289.5,1105,17,600941
688008.SH,澜起科技,80.3,-0.520317146,9281.0,1106,17,688008
600671.SH,天目药业,13.88,4.047976012,9272.5,1107,17,600671
300753.SZ,爱朋医疗,25.5,-1.544401544,9269.0,1108,33,300753
300533.SZ,冰川网络,26.95,-0.516795866,9264.5,1109,33,300533
002132.SZ,恒星科技,3.37,1.812688822,9250.5,1110,33,002132
000507.SZ,珠海港,5.55,1.648351648,9240.0,1111,33,000507
600187.SH,国中水务,3.33,-0.299401198,9235.5,1112,17,600187
600843.SH,上工申贝,11.31,-0.963222417,9235.0,1113,17,600843
000768.SZ,中航西飞,24.81,-0.76,9219.5,1114,33,000768
002697.SZ,红旗连锁,5.6,1.818181818,9216.5,1115,33,002697
603322.SH,超讯通信,38.26,0.578338591,9208.0,1116,17,603322
002311.SZ,海大集团,63.59,1.581469649,9201.0,1117,33,002311
300946.SZ,恒而达,68.51,0.307467057,9200.0,1118,33,300946
688205.SH,德科立,59.62,11.564371257,9198.0,1119,17,688205
002007.SZ,华兰生物,16.27,0.184729064,9186.0,1120,33,002007
605151.SH,西上海,18.68,0.430107527,9160.5,1121,17,605151
002008.SZ,大族激光,23.29,1.128962223,9150.5,1122,33,002008
000600.SZ,建投能源,7.15,0.704225352,9145.5,1123,33,000600
688363.SH,华熙生物,55.69,3.244345569,9124.5,1124,17,688363
000893.SZ,亚钾国际,30.03,3.373493976,9120.5,1125,33,000893
002121.SZ,科陆电子,4.93,0.407331976,9104.0,1126,33,002121
000612.SZ,焦作万方,7.44,1.36239782,9097.0,1128,33,000612
301592.SZ,六九一二,135.9,-5.697036986,9097.0,1127,33,301592
601868.SH,中国能建,2.23,0.45045045,9094.5,1129,17,601868
002360.SZ,同德化工,5.33,4.1015625,9073.0,1130,33,002360
002766.SZ,索菱股份,5.63,1.624548736,9060.0,1131,33,002766
002707.SZ,众信旅游,7.61,1.737967914,9038.0,1132,33,002707
603728.SH,鸣志电器,56.7,2.051835853,9029.5,1133,17,603728
000007.SZ,全新好,8.35,3.469640644,9026.5,1134,33,000007
600149.SH,廊坊发展,5.15,0.194552529,8965.0,1135,17,600149
688017.SH,绿的谐波,122.9,4.613551243,8956.5,1136,17,688017
300024.SZ,机器人,16.4,0.305810398,8956.0,1137,33,300024
301066.SZ,万事利,17.17,-3.049124788,8936.0,1138,33,301066
601229.SH,上海银行,10.84,-1.633393829,8929.5,1139,17,601229
002812.SZ,恩捷股份,27.99,1.046931408,8917.5,1140,33,002812
002340.SZ,格林美,6.14,0.821018062,8893.5,1142,33,002340
603626.SH,科森科技,8.11,2.141057935,8893.5,1141,17,603626
300281.SZ,金明精机,7.94,-1.975308642,8881.5,1143,33,300281
603444.SH,吉比特,274.18,1.364190913,8880.0,1144,17,603444
603112.SH,华翔股份,17.37,5.018137848,8866.0,1145,17,603112
600810.SH,神马股份,9.31,-1.793248945,8864.5,1146,17,600810
600118.SH,中国卫星,27.53,0.364564346,8858.5,1147,17,600118
000988.SZ,华工科技,42.81,1.66231299,8850.5,1148,33,000988
688297.SH,中无人机,46.89,-1.408746846,8836.5,1149,17,688297
300579.SZ,数字认证,28.65,-3.111261414,8835.5,1150,33,300579
600763.SH,通策医疗,42.42,-0.02356823,8834.0,1151,17,600763
603517.SH,绝味食品,16.85,2.059357965,8828.5,1152,17,603517
000962.SZ,东方钽业,17.24,1.951507983,8827.5,1153,33,000962
000887.SZ,中鼎股份,17.29,0.698893419,8824.0,1154,33,000887
603688.SH,石英股份,30.78,0.686947988,8821.0,1155,17,603688
000096.SZ,广聚能源,14.11,0,8813.0,1156,33,000096
301371.SZ,敷尔佳,27.55,1.17517444,8802.0,1157,33,301371
601016.SH,节能风电,2.94,0.684931507,8794.0,1158,17,601016
600817.SH,宇通重工,12.04,-0.905349794,8791.0,1159,17,600817
605016.SH,百龙创园,28.55,4.083120671,8759.0,1160,17,605016
002092.SZ,中泰化学,4.82,2.991452991,8756.0,1161,33,002092
000519.SZ,中兵红箭,16.81,-0.414691943,8755.5,1163,33,000519
300998.SZ,宁波方正,22.08,6.821480406,8755.5,1162,33,300998
002579.SZ,中京电子,8.13,-0.853658537,8728.0,1164,33,002579
002227.SZ,奥特迅,12.06,2.72572402,8717.5,1165,33,002227
301662.SZ,宏工科技,74.29,3.800475059,8715.5,1166,33,301662
605255.SH,天普股份,21.18,3.721841332,8714.5,1167,17,605255
300153.SZ,科泰电源,26.3,0.152322925,8709.0,1168,33,300153
301526.SZ,国际复材,3.87,3.475935829,8699.5,1169,33,301526
600082.SH,海泰发展,4.05,2.791878173,8680.5,1170,17,600082
600120.SH,浙江东方,5.71,0.705467372,8678.5,1171,17,600120
002426.SZ,胜利精密,2.72,1.115241636,8666.0,1172,33,002426
601995.SH,中金公司,33.88,1.589205397,8657.0,1173,17,601995
002507.SZ,涪陵榨菜,13.49,1.73453997,8650.0,1174,33,002507
688131.SH,皓元医药,47.69,6.190158094,8646.5,1175,17,688131
301103.SZ,何氏眼科,22.58,5.170004658,8642.0,1176,33,301103
000767.SZ,晋控电力,2.93,-0.340136054,8641.0,1177,33,000767
300276.SZ,三丰智能,11.28,0.894454383,8622.0,1178,33,300276
002596.SZ,海南瑞泽,3.59,6.213017751,8620.5,1179,33,002596
002102.SZ,能特科技,3.37,4.012345679,8618.0,1180,33,002102
300002.SZ,神州泰岳,10.74,0.186567164,8616.5,1181,33,300002
301076.SZ,新瀚新材,36.58,-2.479338843,8615.0,1182,33,301076
300260.SZ,新莱应材,31.49,-0.063471914,8614.5,1183,33,300260
002701.SZ,奥瑞金,5.75,3.046594982,8605.5,1184,33,002701
300725.SZ,药石科技,35.93,1.411233418,8599.0,1185,33,300725
600152.SH,维科技术,6.52,3.328050713,8596.5,1186,17,600152
300438.SZ,鹏辉能源,25.26,0.99960016,8587.5,1187,33,300438
603004.SH,鼎龙科技,22.37,1.959890611,8584.0,1188,17,603004
603229.SH,奥翔药业,9.26,-0.962566845,8583.5,1189,17,603229
601179.SH,中国西电,6.24,0,8581.5,1190,17,601179
000967.SZ,盈峰环境,7.29,2.100840336,8569.5,1191,33,000967
603395.SH,红四方,43.38,0.207900208,8560.5,1192,17,603395
000541.SZ,佛山照明,6.26,1.623376623,8556.0,1193,33,000541
601998.SH,中信银行,8.36,1.579586877,8545.5,1194,17,601998
603843.SH,*ST正平,3.4,4.938271605,8536.0,1195,22,603843
002738.SZ,中矿资源,30.92,4.388926401,8519.0,1196,33,002738
688153.SH,唯捷创芯,29.87,1.391717583,8510.5,1197,17,688153
300511.SZ,雪榕生物,6.48,-2.994011976,8509.5,1198,33,300511
600601.SH,方正科技,4.29,1.658767773,8501.5,1199,17,600601
601728.SH,中国电信,7.89,-0.754716981,8491.0,1200,17,601728
000627.SZ,天茂集团,,,8480.5,1201,33,000627
002052.SZ,*ST同洲,10.08,5,8477.0,1202,33,002052
000819.SZ,岳阳兴长,15.09,6.492589979,8473.0,1203,33,000819
600233.SH,圆通速递,12.65,-1.556420233,8472.0,1204,17,600233
603202.SH,天有为,101.1,0.908274279,8465.5,1205,17,603202
000715.SZ,中兴商业,5.7,2.517985612,8462.0,1206,33,000715
002439.SZ,启明星辰,15.44,0.455432661,8461.0,1207,33,002439
603737.SH,三棵树,35.2,6.056040976,8460.5,1208,17,603737
832735.BJ,德源药业,42.46,6.952141058,8451.0,1209,151,832735
002100.SZ,天康生物,6.55,0.769230769,8441.0,1210,33,002100
300578.SZ,会畅通讯,19.58,-1.061141991,8440.0,1211,33,300578
600489.SH,中金黄金,14.18,-0.421348315,8436.5,1212,17,600489
600301.SH,华锡有色,19.55,3.603603604,8432.5,1213,17,600301
002361.SZ,神剑股份,6.32,-0.472440945,8429.0,1214,33,002361
600312.SH,平高电气,15.33,-0.13029316,8404.5,1215,17,600312
600619.SH,海立股份,11.2,0.178890877,8399.0,1216,17,600619
300661.SZ,圣邦股份,96.44,0.63654388,8390.0,1217,33,300661
002869.SZ,金溢科技,24.77,-0.161225312,8389.0,1218,33,002869
300898.SZ,熊猫乳品,30.29,3.875171468,8387.0,1219,33,300898
300839.SZ,博汇股份,10.51,8.127572016,8385.5,1220,33,300839
601566.SH,九牧王,9.54,3.695652174,8382.0,1221,17,601566
000665.SZ,湖北广电,5,0.806451613,8380.5,1222,33,000665
300412.SZ,迦南科技,5.11,3.441295547,8378.0,1223,33,300412
300796.SZ,贝斯美,10.76,-1.824817518,8376.0,1224,33,300796
300254.SZ,仟源医药,10.38,0.193050193,8375.5,1225,33,300254
300475.SZ,香农芯创,29.42,4.289259128,8373.0,1226,33,300475
603912.SH,佳力图,8.9,0.678733032,8365.5,1227,17,603912
002120.SZ,韵达股份,6.87,-1.151079137,8364.5,1228,33,002120
600416.SH,湘电股份,11.46,3.336339044,8363.5,1229,17,600416
002436.SZ,兴森科技,11.51,1.053555751,8354.5,1230,33,002436
300012.SZ,华测检测,11.39,1.515151515,8342.0,1232,33,300012
603713.SH,密尔克卫,52.95,4.12979351,8342.0,1231,17,603713
300105.SZ,龙源技术,7.55,3.708791209,8341.0,1233,33,300105
603398.SH,*ST沐邦,5.13,2.6,8335.0,1234,22,603398
601608.SH,中信重工,4.41,0.227272727,8330.0,1235,17,601608
002696.SZ,百洋股份,6.12,3.378378378,8325.0,1236,33,002696
600708.SH,光明地产,3.82,6.406685237,8314.0,1237,17,600708
301209.SZ,联合化学,110.89,0.54402031,8312.5,1238,33,301209
601878.SH,浙商证券,10.64,1.140684411,8309.5,1239,17,601878
002468.SZ,申通快递,11.09,-2.548330404,8296.5,1240,33,002468
688656.SH,浩欧博,105.5,13.148863149,8292.5,1241,17,688656
000039.SZ,中集集团,7.76,0.258397933,8286.5,1242,33,000039
002835.SZ,同为股份,18.45,0.435492651,8284.5,1243,33,002835
300520.SZ,科大国创,25,-0.99009901,8267.0,1244,33,300520
600529.SH,山东药玻,21.71,0.092208391,8264.0,1245,17,600529
000721.SZ,西安饮食,8.79,1.150747986,8263.5,1246,33,000721
603336.SH,宏辉果蔬,6,0.334448161,8262.0,1247,17,603336
300927.SZ,江天化学,31.54,-0.848789689,8259.0,1248,33,300927
002141.SZ,*ST贤丰,3.36,5,8248.5,1249,33,002141
002410.SZ,广联达,14.3,0.917431193,8233.5,1250,33,002410
601718.SH,际华集团,2.8,2.564102564,8225.0,1251,17,601718
002780.SZ,三夫户外,13.25,2.001539646,8223.5,1252,33,002780
002155.SZ,湖南黄金,23.02,-0.3894418,8187.0,1253,33,002155
002626.SZ,金达威,18.4,1.489244346,8185.5,1254,33,002626
603815.SH,交建股份,7.15,-5.298013245,8183.5,1255,17,603815
002268.SZ,电科网安,16.02,-1.172115978,8181.0,1256,33,002268
300810.SZ,中科海讯,32.67,2.09375,8176.5,1257,33,300810
002129.SZ,TCL中环,7.55,0.801068091,8173.5,1258,33,002129
600575.SH,淮河能源,3.65,0.828729282,8172.0,1259,17,600575
002339.SZ,积成电子,7.04,0.859598854,8165.5,1260,33,002339
603725.SH,天安新材,7.81,2.898550725,8160.0,1261,17,603725
300095.SZ,华伍股份,8.41,-0.708382527,8135.0,1262,33,300095
000882.SZ,华联股份,2.08,0.970873786,8127.5,1263,33,000882
000573.SZ,粤宏远A,4.53,1.116071429,8113.5,1264,33,000573
001367.SZ,海森药业,23.18,0.216169477,8109.0,1265,33,001367
601166.SH,兴业银行,23.62,-0.379586672,8104.0,1266,17,601166
001328.SZ,登康口腔,52.17,2.777777778,8101.5,1267,33,001328
002977.SZ,天箭科技,38.18,0.131130344,8099.5,1268,33,002977
600886.SH,国投电力,15.18,-1.556420233,8098.0,1269,17,600886
600054.SH,黄山旅游,11.79,2.610966057,8095.0,1270,17,600054
301301.SZ,川宁生物,13.13,0,8082.5,1271,33,301301
300430.SZ,诚益通,19.95,-1.724137931,8072.5,1272,33,300430
301089.SZ,拓新药业,33.47,-0.386904762,8069.0,1274,33,301089
600658.SH,电子城,4.59,-1.077586207,8069.0,1273,17,600658
600129.SH,太极集团,21.36,-0.09354537,8068.5,1275,17,600129
300383.SZ,光环新网,12.95,0.543478261,8063.5,1276,33,300383
600366.SH,宁波韵升,8.04,2.290076336,8055.5,1277,17,600366
601567.SH,三星医疗,22.19,2.636447734,8050.0,1278,17,601567
002909.SZ,集泰股份,6.29,0.64,8049.0,1279,33,002909
600262.SH,北方股份,22.06,0.776610324,8028.5,1281,17,600262
603998.SH,方盛制药,10.79,0.092764378,8028.5,1280,17,603998
000813.SZ,德展健康,3.38,0,8021.0,1282,33,000813
002210.SZ,飞马国际,2.61,0.384615385,8020.0,1283,33,002210
300515.SZ,三德科技,18.57,-3.180396246,8019.5,1284,33,300515
300699.SZ,光威复材,30.88,0.390117035,8009.0,1285,33,300699
002757.SZ,南兴股份,18.8,0.642398287,8008.0,1286,33,002757
300705.SZ,九典制药,16.52,-0.060496068,8007.0,1287,33,300705
300261.SZ,雅本化学,7.45,-1.585204756,8006.0,1288,33,300261
300545.SZ,联得装备,29.74,5.051218651,8005.0,1289,33,300545
603258.SH,电魂网络,21.79,-0.274599542,8002.5,1290,17,603258
300641.SZ,正丹股份,23.57,0.29787234,7994.0,1292,33,300641
601212.SH,白银有色,2.96,1.023890785,7994.0,1291,17,601212
600567.SH,山鹰国际,1.85,1.092896175,7989.5,1294,17,600567
603967.SH,中创物流,11.66,-1.270110076,7989.5,1293,17,603967
600310.SH,广西能源,4.24,0.473933649,7979.0,1295,17,600310
600128.SH,苏豪弘业,10.04,2.974358974,7978.5,1296,17,600128
002864.SZ,盘龙药业,29.77,0.438596491,7972.5,1297,33,002864
300373.SZ,扬杰科技,48.6,-0.225826319,7969.5,1298,33,300373
603199.SH,九华旅游,38.6,4.35252771,7956.5,1299,17,603199
002783.SZ,凯龙股份,8.72,2.227432591,7956.0,1300,33,002783
600184.SH,光电股份,13.88,-2.664796634,7953.5,1301,17,600184
002793.SZ,罗欣药业,4.81,1.906779661,7943.0,1302,33,002793
601766.SH,中国中车,7.15,-0.832177531,7935.5,1303,17,601766
