股票代码,股票简称,最新价,最新涨跌幅,个股热度[20250604],个股热度排名[20250604],market_code,code
002177.SZ,御银股份,7.67,10.043041607,578384.0,1,33,002177
002657.SZ,中科金财,26.14,10.016835017,491835.0,2,33,002657
002639.SZ,雪人股份,12.17,5.459272097,452796.5,3,33,002639
601086.SH,国芳集团,14.96,10,353772.5,4,17,601086
600468.SH,百利电气,7.78,0.907911803,298258.0,5,17,600468
603906.SH,龙蟠科技,13.93,10.031595577,281757.0,6,17,603906
002342.SZ,巨力索具,6.37,10.017271157,259974.5,7,33,002342
002427.SZ,尤夫股份,10.59,9.968847352,257207.5,8,33,002427
000826.SZ,启迪环境,2.42,10,238841.0,9,33,000826
603017.SH,中衡设计,11.87,10.009267841,237598.0,10,17,603017
603123.SH,翠微股份,12.89,4.119547658,234586.5,11,17,603123
002345.SZ,潮宏基,17.39,9.993674889,229445.0,12,33,002345
002366.SZ,融发核电,7.04,5.231689088,221404.0,13,33,002366
000989.SZ,九芝堂,10.29,10.053475936,220697.0,14,33,000989
002250.SZ,联化科技,10.88,7.509881423,218462.5,15,33,002250
002471.SZ,中超控股,5.57,0.723327306,216321.5,16,33,002471
300368.SZ,汇金股份,8.63,20.027816412,213775.5,17,33,300368
002537.SZ,海联金汇,8.49,-7.31441048,213740.5,18,33,002537
000533.SZ,顺钠股份,7.12,10.046367852,211765.0,19,33,000533
002298.SZ,中电鑫龙,6.57,10.050251256,211649.5,20,33,002298
002735.SZ,王子新材,17,-3.95480226,210324.0,21,33,002735
600610.SH,中毅达,15.43,7.526132404,201586.0,22,17,600610
003010.SZ,若羽臣,79.21,9.998611304,199997.5,23,33,003010
300003.SZ,乐普医疗,14.11,19.982993197,199353.5,24,33,300003
603900.SH,莱绅通灵,13.04,10.042194093,192021.5,25,17,603900
600644.SH,乐山电力,16.26,6.205094709,189930.0,26,17,600644
002104.SZ,恒宝股份,9.6,-2.040816327,183878.0,27,33,002104
002082.SZ,万邦德,7.58,10.014513788,176960.0,28,33,002082
000565.SZ,渝三峡A,10.58,9.979209979,173383.0,29,33,000565
603056.SH,德邦股份,22.15,-3.190559441,171972.5,30,17,603056
603076.SH,乐惠国际,36.3,10,169699.5,31,17,603076
300651.SZ,金陵体育,24.48,20,169019.5,32,33,300651
600259.SH,广晟有色,52.03,10,165894.0,33,17,600259
605005.SH,合兴股份,24.19,10.004547522,163266.5,34,17,605005
603686.SH,福龙马,15.91,-9.653605906,159916.0,35,17,603686
000903.SZ,云内动力,4.68,-4.098360656,154509.5,36,33,000903
603392.SH,万泰生物,71.24,1.510401824,154341.0,37,17,603392
603300.SH,海南华铁,10.11,4.226804124,151633.5,38,17,603300
300872.SZ,天阳科技,21.08,12.486659552,149449.0,39,33,300872
002055.SZ,得润电子,6.73,9.967320261,147058.0,40,33,002055
605388.SH,均瑶健康,9.81,1.342975207,145990.0,41,17,605388
603879.SH,永悦科技,6.53,9.932659933,145874.0,42,17,603879
002734.SZ,利民股份,18.75,7.020547945,145045.5,43,33,002734
002731.SZ,萃华珠宝,14.2,9.992254067,144971.5,44,33,002731
300945.SZ,曼卡龙,29.37,17.011952191,142771.5,45,33,300945
000566.SZ,海南海药,7.12,5.794947994,141860.0,46,33,000566
002969.SZ,嘉美包装,3.7,10.119047619,139634.0,47,33,002969
002418.SZ,康盛股份,3.82,10.086455331,138999.5,48,33,002418
300204.SZ,舒泰神,30.79,-3.176100629,138520.5,49,33,300204
605006.SH,山东玻纤,7.38,9.98509687,138432.5,50,17,605006
002094.SZ,青岛金王,9.85,-0.303643725,137104.0,51,33,002094
300468.SZ,四方精创,26.91,-1.464664958,136237.5,52,33,300468
603011.SH,合锻智能,18.06,-6.035379813,130713.0,53,17,603011
600110.SH,诺德股份,3.59,10.122699387,130707.0,54,17,600110
002550.SZ,千红制药,9.01,5.503512881,128618.5,55,33,002550
001338.SZ,永顺泰,13.08,10.008410429,126071.5,56,33,001338
603333.SH,尚纬股份,9,2.857142857,124544.0,57,17,603333
000695.SZ,滨海能源,15.5,-2.51572327,124491.0,58,33,000695
002190.SZ,成飞集成,35.97,2.100482543,122482.0,59,33,002190
603697.SH,有友食品,15.93,10.013812155,120466.5,60,17,603697
605599.SH,菜百股份,18.71,9.994121105,117547.5,61,17,605599
300741.SZ,华宝股份,20.56,20.023350846,117264.5,62,33,300741
603042.SH,华脉科技,15.43,9.978617249,116884.5,63,17,603042
002907.SZ,华森制药,20.07,-8.230452675,116799.5,64,33,002907
300340.SZ,科恒股份,11.75,20.020429009,112197.5,65,33,300340
002580.SZ,圣阳股份,15.68,3.841059603,111579.5,66,33,002580
605099.SH,共创草坪,30.77,10.010725778,111080.0,67,17,605099
603093.SH,南华期货,15.74,9.99301188,110543.0,68,17,603093
603390.SH,通达电气,15.22,-8.698260348,108878.5,69,17,603390
002882.SZ,金龙羽,25.74,4.847250509,108453.0,70,33,002882
603711.SH,香飘飘,15.02,10.036630037,108376.0,71,17,603711
002973.SZ,侨银股份,14.63,10,108370.5,72,33,002973
002866.SZ,传艺科技,17.64,9.975062344,108009.0,73,33,002866
601788.SH,光大证券,17.88,6.428571429,103963.0,74,17,601788
002165.SZ,红宝丽,10.18,3.560528993,103045.0,75,33,002165
002951.SZ,金时科技,10.2,10.03236246,100818.5,76,33,002951
000888.SZ,峨眉山A,15.18,10,97892.5,77,33,000888
002741.SZ,光华科技,16.47,10.02004008,96948.5,78,33,002741
603023.SH,威帝股份,4.05,10.054347826,94236.0,79,17,603023
603823.SH,百合花,11.44,10,93550.0,80,17,603823
301335.SZ,天元宠物,41.9,16.810705325,93000.5,81,33,301335
603518.SH,锦泓集团,12.21,6.730769231,92061.5,82,17,603518
002229.SZ,鸿博股份,16.65,0.665054414,91088.0,83,33,002229
600794.SH,保税科技,4.62,-5.133470226,89734.5,84,17,600794
002465.SZ,海格通信,13.4,-2.189781022,89509.5,85,33,002465
300740.SZ,水羊股份,19.92,11.97301855,88191.0,86,33,300740
000546.SZ,金圆股份,4.9,10.112359551,87901.5,87,33,000546
603256.SH,宏和科技,12.46,9.973521624,86599.0,88,17,603256
000889.SZ,中嘉博创,2.97,10,86301.0,89,33,000889
002467.SZ,二六三,6.08,2.876480541,85756.5,90,33,002467
002365.SZ,永安药业,19.59,-4.485616772,84897.5,91,33,002365
603099.SH,长白山,36.49,10.009044317,84887.5,92,17,603099
002194.SZ,武汉凡谷,15.69,-2.848297214,83553.0,93,33,002194
002612.SZ,朗姿股份,19.46,5.991285403,82902.0,94,33,002612
603577.SH,汇金通,11.18,-4.444444444,82132.5,95,17,603577
002278.SZ,神开股份,9.66,3.64806867,82100.5,96,33,002278
002633.SZ,申科股份,15.28,-10.011778563,81651.5,97,33,002633
000953.SZ,河化股份,8.74,-3.53200883,81649.5,98,33,000953
002891.SZ,中宠股份,72.24,9.173341393,80830.5,99,33,002891
002191.SZ,劲嘉股份,4.21,9.921671018,80654.0,100,33,002191
002878.SZ,元隆雅图,16.87,-7.713347921,79030.0,101,33,002878
002900.SZ,哈三联,16.47,-0.362976407,78373.5,102,33,002900
002463.SZ,沪电股份,33.19,6.823302221,77685.5,103,33,002463
601008.SH,连云港,7.19,0.139275766,77524.5,104,17,601008
002615.SZ,哈尔斯,8.01,10.027472527,76779.5,105,33,002615
300502.SZ,新易盛,92.55,7.167670218,73953.0,106,33,300502
600676.SH,交运股份,4.96,-9.98185118,73749.5,107,17,600676
002952.SZ,亚世光电,22.14,9.98509687,73257.5,108,33,002952
600684.SH,珠江股份,4.09,9.946236559,73253.5,109,17,600684
600834.SH,申通地铁,8.61,1.294117647,72483.0,110,17,600834
002826.SZ,易明医药,13.4,10.016420361,69972.5,111,33,002826
603535.SH,嘉诚国际,11.52,10.028653295,69951.5,112,17,603535
002929.SZ,润建股份,48.76,6.323593546,68292.0,113,33,002929
002617.SZ,露笑科技,8.05,3.470437018,68083.5,114,33,002617
002431.SZ,棕榈股份,3,-3.846153846,67946.0,115,33,002431
605136.SH,丽人丽妆,12.86,-1.832061069,67928.5,116,17,605136
002574.SZ,明牌珠宝,7.54,7.560627675,66956.5,117,33,002574
002526.SZ,山东矿机,3.99,0.757575758,66758.5,118,33,002526
603305.SH,旭升集团,13.54,9.991876523,66305.0,119,17,603305
300546.SZ,雄帝科技,24.92,-1.032565528,66133.0,120,33,300546
002347.SZ,泰尔股份,8.43,-1.518691589,65551.0,121,33,002347
601700.SH,风范股份,4.77,9.907834101,64896.0,122,17,601700
002292.SZ,奥飞娱乐,10.23,2.095808383,64666.5,123,33,002292
603226.SH,菲林格尔,9.04,9.9756691,64449.5,124,17,603226
603332.SH,苏州龙杰,16.98,5.992509363,63449.0,125,17,603332
002275.SZ,桂林三金,16.14,10.020449898,63278.5,126,33,002275
603151.SH,邦基科技,17.12,10.025706941,62360.0,127,17,603151
300949.SZ,奥雅股份,46.68,20,61993.0,128,33,300949
603238.SH,诺邦股份,17.66,10.031152648,61875.5,129,17,603238
002565.SZ,顺灏股份,5.05,6.540084388,61869.0,130,33,002565
002594.SZ,比亚迪,360.52,1.269662921,60328.0,131,33,002594
603956.SH,威派格,7.57,0.397877984,59854.5,132,17,603956
002261.SZ,拓维信息,29.52,0.923076923,59523.0,133,33,002261
603607.SH,京华激光,27.75,2.022058824,59415.5,134,17,603607
002475.SZ,立讯精密,30.8,1.583113456,59149.0,135,33,002475
002682.SZ,龙洲股份,5.24,-4.029304029,59089.5,136,33,002682
300773.SZ,拉卡拉,23.72,-2.667213787,58682.5,137,33,300773
605009.SH,豪悦护理,71.78,10.007662835,58480.0,138,17,605009
002987.SZ,京北方,14.86,3.916083916,58271.5,139,33,002987
300059.SZ,东方财富,20.94,1.355275895,57835.0,140,33,300059
300570.SZ,太辰光,78.23,14.875183554,57785.0,141,33,300570
601933.SH,永辉超市,5.07,2.839756592,57537.0,142,17,601933
300530.SZ,领湃科技,39.71,6.661294655,56716.0,143,33,300530
000858.SZ,五粮液,124.55,-0.104266923,56494.5,144,33,000858
300308.SZ,中际旭创,97.3,6.037489102,56345.0,145,33,300308
002130.SZ,沃尔核材,20.1,3.448275862,56278.5,146,33,002130
603208.SH,江山欧派,16.67,10.0330033,56264.5,147,17,603208
600939.SH,重庆建工,3.19,10,56081.5,148,17,600939
002015.SZ,协鑫能科,8.28,3.889585947,55958.0,149,33,002015
000510.SZ,新金路,6.01,-0.331674959,55933.0,150,33,000510
300149.SZ,睿智医药,10.48,-9.810671256,55914.5,151,33,300149
300975.SZ,商络电子,12.88,3.453815261,55560.5,152,33,300975
600519.SH,贵州茅台,1509.96,0.06361829,55534.0,153,17,600519
300065.SZ,海兰信,18.65,2.528862012,55468.0,154,33,300065
600550.SH,保变电气,9.09,-3.194888179,54071.0,155,17,600550
603681.SH,永冠新材,18.16,-2.627345845,52952.5,156,17,603681
002246.SZ,北化股份,12.6,-1.021209741,52696.5,157,33,002246
601579.SH,会稽山,23.28,-0.512820513,52582.5,158,17,601579
600573.SH,惠泉啤酒,13.85,7.032457496,52127.0,159,17,600573
000766.SZ,通化金马,23.18,7.663725035,51646.5,160,33,000766
600170.SH,上海建工,2.39,0.420168067,50948.0,161,17,600170
600392.SH,盛和资源,12.65,5.416666667,50834.5,162,17,600392
300315.SZ,掌趣科技,5.39,-6.260869565,50686.5,163,33,300315
600495.SH,晋西车轴,5.33,-2.9143898,50575.5,164,17,600495
002510.SZ,天汽模,6.74,-1.027900147,50204.0,165,33,002510
002040.SZ,南京港,10.5,1.842870999,50158.0,166,33,002040
002290.SZ,禾盛新材,34.09,10.003226847,50084.5,167,33,002290
002389.SZ,航天彩虹,23.37,1.830065359,50033.5,168,33,002389
002173.SZ,创新医疗,11.62,-4.125412541,49887.5,169,33,002173
000831.SZ,中国稀土,35.74,3.384437373,49864.0,170,33,000831
003009.SZ,中天火箭,43.31,-4.054054054,49848.0,171,33,003009
603019.SH,中科曙光,61.9,0,49735.0,172,17,603019
600589.SH,大位科技,6.99,2.643171806,49652.5,173,17,600589
300703.SZ,创源股份,24.46,0.122799836,49305.5,174,33,300703
603169.SH,兰石重装,8.54,-1.951779564,48888.5,175,17,603169
605188.SH,国光连锁,13.13,5.46184739,48659.5,176,17,605188
000725.SZ,京东方A,3.91,2.894736842,48577.5,177,33,000725
002651.SZ,利君股份,11.62,0.345423143,48169.5,178,33,002651
300963.SZ,中洲特材,30.5,1.160862355,48026.5,179,33,300963
603221.SH,爱丽家居,12.42,10.008857396,48005.0,180,17,603221
300085.SZ,银之杰,36.64,2.175125488,47642.5,181,33,300085
300163.SZ,先锋新材,4.21,15.342465753,47586.5,182,33,300163
603194.SH,中力股份,41.56,4.422110553,47536.5,183,17,603194
600884.SH,杉杉股份,8.37,5.548549811,47439.0,184,17,600884
002161.SZ,远望谷,6.87,3.308270677,46984.5,185,33,002161
000838.SZ,财信发展,2.79,9.842519685,46873.5,186,33,000838
002570.SZ,贝因美,6.37,0.950871632,46719.0,187,33,002570
002829.SZ,星网宇达,21.7,-1.676483915,46246.5,188,33,002829
002785.SZ,万里石,32.18,10.017094017,46208.5,189,33,002785
002195.SZ,岩山科技,5.58,-0.888099467,45974.0,190,33,002195
002074.SZ,国轩高科,25.11,2.239413681,45818.0,191,33,002074
002743.SZ,富煌钢构,8.06,-2.774427021,45779.5,192,33,002743
002809.SZ,红墙股份,13.74,5.126243305,45555.0,193,33,002809
300892.SZ,品渥食品,38.4,12.841610344,45526.5,194,33,300892
603863.SH,松炀资源,14.41,10,45088.5,195,17,603863
002640.SZ,跨境通,4.74,-0.836820084,45073.5,196,33,002640
000539.SZ,粤电力A,4.88,-4.873294347,44992.0,197,33,000539
002162.SZ,悦心健康,4.7,-1.673640167,44941.5,198,33,002162
002456.SZ,欧菲光,11.96,1.355932203,44479.0,199,33,002456
002103.SZ,广博股份,11.7,-1.845637584,44431.5,200,33,002103
002251.SZ,步步高,5.44,1.492537313,43948.5,201,33,002251
002762.SZ,*ST金比,6.21,5.076142132,43915.0,202,33,002762
002956.SZ,西麦食品,24.31,10,43189.0,203,33,002956
000678.SZ,襄阳轴承,15,-1.380670611,43050.0,204,33,000678
002448.SZ,中原内配,8.8,5.51558753,42914.5,205,33,002448
600111.SH,北方稀土,24.1,1.902748414,42856.5,206,17,600111
002313.SZ,日海智能,10.51,4.162537166,42721.5,207,33,002313
601138.SH,工业富联,19.43,3.406067057,42188.0,208,17,601138
603259.SH,药明康德,65.12,1.008220878,42030.0,209,17,603259
600249.SH,两面针,6.75,3.686635945,41175.0,210,17,600249
600738.SH,丽尚国潮,5.82,7.182320442,41033.5,211,17,600738
600192.SH,长城电工,7.91,-5.495818399,40963.0,212,17,600192
002549.SZ,凯美特气,10.3,-1.151631478,40884.5,213,33,002549
600593.SH,大连圣亚,30.62,6.578489384,40870.5,214,17,600593
600300.SH,维维股份,3.81,4.383561644,40640.5,215,17,600300
300238.SZ,冠昊生物,16.75,-8.868335147,40418.5,216,33,300238
002276.SZ,万马股份,13.94,-0.499643112,40286.0,217,33,002276
600530.SH,交大昂立,8.42,0.717703349,39970.0,218,17,600530
002286.SZ,保龄宝,12.45,3.75,39842.5,219,33,002286
600839.SH,四川长虹,9.99,0.807265388,39797.0,220,17,600839
600418.SH,江淮汽车,34.84,-1.4427157,39526.5,221,17,600418
000676.SZ,智度股份,8.78,4.898446834,39081.0,222,33,000676
603049.SH,中策橡胶,,,38846.5,223,17,603049
003035.SZ,南网能源,4.84,-4.911591356,38690.5,224,33,003035
601727.SH,上海电气,7.45,-0.267737617,38625.5,225,17,601727
002584.SZ,西陇科学,10.29,-1.057692308,38542.5,226,33,002584
600580.SH,卧龙电驱,23.38,1.387684302,38505.0,227,17,600580
600990.SH,四创电子,27.5,-4.811353409,38314.0,228,17,600990
600105.SH,永鼎股份,8.2,-1.085645356,38244.0,229,17,600105
300804.SZ,广康生化,38.8,-13.160250671,38195.0,230,33,300804
600276.SH,恒瑞医药,55.29,0.747084548,38141.0,231,17,600276
000576.SZ,甘化科工,8.99,6.7695962,38018.0,232,33,000576
601127.SH,赛力斯,133.97,-0.468053492,37881.5,233,17,601127
600410.SH,华胜天成,9.41,1.400862069,37786.5,234,17,600410
301082.SZ,久盛电气,22.47,1.216216216,37731.5,235,33,301082
001212.SZ,中旗新材,49.44,-4.519119351,37720.5,236,33,001212
002862.SZ,实丰文化,21.41,3.982515784,37627.5,237,33,002862
600900.SH,长江电力,29.89,-0.862354892,37335.0,238,17,600900
000158.SZ,常山北明,22.15,0.727603456,37327.5,239,33,000158
600126.SH,杭钢股份,8.99,1.238738739,37243.0,240,17,600126
603359.SH,东珠生态,7.79,3.866666667,37034.0,241,17,603359
600678.SH,四川金顶,8.49,-1.164144354,36911.0,242,17,600678
000017.SZ,深中华A,7.28,4.748201439,36904.5,243,33,000017
600279.SH,重庆港,6.31,4.817275748,36527.0,244,17,600279
002258.SZ,利尔化学,11.33,-2.913453299,36475.5,245,33,002258
600476.SH,湘邮科技,18.05,-5.44787847,36339.0,246,17,600476
000677.SZ,恒天海龙,6.1,-2.4,36288.5,247,33,000677
000599.SZ,青岛双星,5.19,-0.383877159,36250.5,248,33,000599
600250.SH,南京商旅,9.61,1.264488936,36166.5,249,17,600250
601825.SH,沪农商行,10.37,5.172413793,36144.5,250,17,601825
603283.SH,赛腾股份,44.67,9.110893991,36029.5,251,17,603283
000063.SZ,中兴通讯,31.61,1.607200257,35304.5,252,33,000063
002387.SZ,维信诺,9.59,7.270693512,35283.0,253,33,002387
000555.SZ,神州信息,12.56,1.535974131,34771.5,254,33,000555
300353.SZ,东土科技,23.63,-0.75598488,34761.5,255,33,300353
300905.SZ,宝丽迪,32.1,9.183673469,34678.0,256,33,300905
002122.SZ,汇洲智能,4.21,2.184466019,34518.0,257,33,002122
300678.SZ,中科信息,36.75,2.481873954,34502.5,258,33,300678
603127.SH,昭衍新药,19.41,1.676270299,34388.5,259,17,603127
600172.SH,黄河旋风,4.49,2.745995423,34356.5,260,17,600172
300972.SZ,万辰集团,196,6.62604722,34350.0,261,33,300972
002968.SZ,新大正,11.26,-5.059021922,34123.0,262,33,002968
002123.SZ,梦网科技,14.55,-1.289009498,34086.5,263,33,002123
002630.SZ,ST华西,2.87,5.128205128,33979.5,264,33,002630
688102.SH,斯瑞新材,14.94,13.958810069,33871.0,265,17,688102
600919.SH,江苏银行,11.21,1.173285199,33796.0,266,17,600919
000561.SZ,烽火电子,9.04,-1.739130435,33487.0,267,33,000561
000981.SZ,山子高科,2.14,0.469483568,33277.5,268,33,000981
601890.SH,亚星锚链,9.06,3.780068729,33273.0,269,17,601890
000977.SZ,浪潮信息,49.92,1.856763926,33086.0,270,33,000977
600255.SH,鑫科材料,3.3,5.095541401,32693.5,271,17,600255
001390.SZ,古麒绒材,24.97,-2.651072125,32600.0,272,33,001390
301024.SZ,霍普股份,46.2,-10.810810811,32502.5,273,33,301024
688336.SH,三生国健,60.86,3.85665529,32173.0,274,17,688336
002131.SZ,利欧股份,3.61,0,32159.0,275,33,002131
000559.SZ,万向钱潮,7.84,0.771208226,32124.0,276,33,000559
600793.SH,宜宾纸业,31.34,2.451781628,31961.0,277,17,600793
301316.SZ,慧博云通,41.3,-0.864138262,31786.0,278,33,301316
603382.SH,海阳科技,,,31645.5,279,17,603382
300255.SZ,常山药业,38.2,-2.001026167,31607.0,280,33,300255
300082.SZ,奥克股份,7.94,-5.023923445,31455.0,281,33,300082
600789.SH,鲁抗医药,11.05,-0.270758123,31356.5,282,17,600789
002329.SZ,皇氏集团,3.8,4.109589041,31315.0,283,33,002329
603777.SH,来伊份,15.08,4.215618521,31223.5,284,17,603777
000558.SZ,天府文旅,4.17,3.731343284,31074.5,285,33,000558
600650.SH,锦江在线,17.81,-2.142857143,31072.5,286,17,600650
002582.SZ,好想你,10.88,3.422053232,30892.0,287,33,002582
300347.SZ,泰格医药,52.85,5.996791015,30730.0,288,33,300347
301137.SZ,哈焊华通,33.73,-4.555744199,30640.5,289,33,301137
688256.SH,寒武纪,607.5,1.953479005,30460.5,290,17,688256
000639.SZ,西王食品,3.59,2.865329513,30450.5,291,33,000639
002277.SZ,友阿股份,6.21,0,30418.5,292,33,002277
002719.SZ,麦趣尔,9.65,7.103218646,30369.0,293,33,002719
002669.SZ,康达新材,11.26,-4.49533503,30343.0,294,33,002669
002255.SZ,海陆重工,9.74,-0.814663951,30306.5,295,33,002255
300648.SZ,星云股份,36.99,15.341440599,30164.5,296,33,300648
301079.SZ,邵阳液压,30.99,6.166495375,30143.5,297,33,301079
300815.SZ,玉禾田,22.66,-2.913453299,30100.5,298,33,300815
603693.SH,江苏新能,14.63,-0.678886626,29993.0,299,17,603693
002717.SZ,ST岭南,2.04,-1.923076923,29852.0,300,33,002717
600611.SH,大众交通,6.59,-0.60331825,29686.0,301,17,600611
000420.SZ,吉林化纤,4.25,2.657004831,29644.0,302,33,000420
300886.SZ,华业香料,29.5,8.976727004,29600.0,303,33,300886
603306.SH,华懋科技,41.65,0,29461.5,304,17,603306
002644.SZ,佛慈制药,9.38,1.295896328,29452.0,305,33,002644
600212.SH,绿能慧充,8.11,-3.452380952,29155.5,306,17,600212
300865.SZ,大宏立,29.12,4.974765681,29039.0,307,33,300865
002241.SZ,歌尔股份,21.25,1.480420248,29017.0,308,33,002241
603657.SH,春光科技,23.64,5.300668151,29015.0,309,17,603657
000965.SZ,天保基建,4.02,3.608247423,28951.5,310,33,000965
600600.SH,青岛啤酒,76.97,0.169182717,28935.5,311,17,600600
603326.SH,我乐家居,8.27,-9.912854031,28884.0,312,17,603326
002590.SZ,万安科技,14.11,0.427046263,28760.0,313,33,002590
600571.SH,信雅达,16,1.265822785,28656.0,314,17,600571
000568.SZ,泸州老窖,114.99,-0.355285962,28593.5,316,33,000568
002031.SZ,巨轮智能,8.27,-0.120772947,28593.5,315,33,002031
600448.SH,华纺股份,3.81,3.25203252,28558.5,317,17,600448
000722.SZ,湖南发展,13.33,0.22556391,28553.5,318,33,000722
600882.SH,妙可蓝多,32.48,2.622432859,28498.5,319,17,600882
000710.SZ,贝瑞基因,14.91,-2.549019608,28442.0,320,33,000710
000333.SZ,美的集团,75.56,-0.461072322,28384.5,321,33,000333
301177.SZ,迪阿股份,34.15,13.004632694,28373.0,322,33,301177
000066.SZ,中国长城,14.59,0.482093664,28338.0,323,33,000066
000661.SZ,长春高新,107.89,4.392839865,28327.0,324,33,000661
300016.SZ,北陆药业,8.1,-3.110047847,28272.0,325,33,300016
000759.SZ,中百集团,8.14,1.243781095,28232.0,326,33,000759
600006.SH,东风股份,7.93,-1.612903226,28184.0,327,17,600006
600830.SH,香溢融通,9.8,3.157894737,28138.5,328,17,600830
600809.SH,山西汾酒,179.18,-1.060187742,28102.5,329,17,600809
002965.SZ,祥鑫科技,42.13,8.108801642,27934.5,330,33,002965
003042.SZ,中农联合,17.73,2.131336406,27863.5,331,33,003042
301078.SZ,孩子王,15.75,3.143418468,27776.5,332,33,301078
600203.SH,福日电子,9.68,3.088391906,27701.5,333,17,600203
300750.SZ,宁德时代,251.05,-0.039816843,27549.0,334,33,300750
600223.SH,福瑞达,8.55,5.166051661,27429.5,335,17,600223
688136.SH,科兴制药,56.07,-9.168961607,27293.5,336,17,688136
002050.SZ,三花智控,26.18,1.630434783,27181.5,337,33,002050
002940.SZ,昂利康,16.84,1.629450815,27035.0,338,33,002940
002174.SZ,游族网络,13.55,4.471858134,27006.5,339,33,002174
605488.SH,福莱新材,35.76,3.203463203,26896.5,340,17,605488
300840.SZ,酷特智能,22.57,5.565949486,26895.0,341,33,300840
002097.SZ,山河智能,7.71,-3.745318352,26888.0,342,33,002097
600030.SH,中信证券,25.89,1.172332943,26861.0,343,17,600030
300130.SZ,新国都,27.05,3.4416826,26814.5,344,33,300130
600744.SH,华银电力,4.68,0.862068966,26779.5,345,17,600744
002086.SZ,东方海洋,2.82,4.444444444,26665.5,346,33,002086
301108.SZ,洁雅股份,36.23,11.032791909,26649.0,347,33,301108
300122.SZ,智飞生物,19.78,1.487942535,26502.5,348,33,300122
300783.SZ,三只松鼠,30.05,6.033874382,26441.0,349,33,300783
002747.SZ,埃斯顿,19.38,0.884955752,26220.5,350,33,002747
000625.SZ,长安汽车,12.56,-0.238284353,26218.0,351,33,000625
301009.SZ,可靠股份,16.75,3.203943315,26192.0,352,33,301009
300779.SZ,惠城环保,177.65,8.794169882,26088.5,353,33,300779
002602.SZ,ST华通,9.52,4.043715847,26037.0,354,33,002602
600132.SH,重庆啤酒,60.42,3.317373461,25975.5,355,17,600132
600189.SH,泉阳泉,8.2,0.613496933,25876.5,356,17,600189
601888.SH,中国中免,61.64,1.181877873,25868.0,357,17,601888
001268.SZ,联合精密,24.47,3.118415508,25843.0,358,33,001268
000859.SZ,国风新材,7.51,-0.529801325,25836.0,359,33,000859
002116.SZ,中国海诚,10.74,5.500982318,25795.5,360,33,002116
002383.SZ,合众思壮,9.71,-1.421319797,25736.0,361,33,002383
002384.SZ,东山精密,29.9,5.096660808,25707.0,362,33,002384
601069.SH,西部黄金,19.65,0.050916497,25688.5,363,17,601069
600770.SH,综艺股份,5.57,1.272727273,25630.0,364,17,600770
300394.SZ,天孚通信,85.17,4.158004158,25554.5,365,33,300394
001236.SZ,弘业期货,10.13,5.301455301,25381.0,366,33,001236
002045.SZ,国光电器,15.95,2.309172547,25348.5,367,33,002045
600798.SH,宁波海运,3.85,2.941176471,25307.5,368,17,600798
002291.SZ,遥望科技,6.75,2.272727273,25270.0,369,33,002291
002846.SZ,英联股份,11.52,5.494505495,25248.0,370,33,002846
603087.SH,甘李药业,57.15,-0.139786825,25198.5,371,17,603087
300499.SZ,高澜股份,17.85,6.758373206,25152.5,372,33,300499
000422.SZ,湖北宜化,12.13,0.247933884,25092.0,373,33,000422
002294.SZ,信立泰,48.35,6.333846492,25075.0,374,33,002294
600309.SH,万华化学,54.42,0.517177687,25050.0,375,17,600309
002583.SZ,海能达,11.36,0.798580302,25029.0,376,33,002583
603009.SH,北特科技,50.04,5.837563452,24977.0,377,17,603009
002181.SZ,粤传媒,5.99,1.182432432,24941.0,378,33,002181
300584.SZ,海辰药业,30.46,3.289250593,24882.0,379,33,300584
002982.SZ,湘佳股份,16.62,-3.259604191,24836.0,380,33,002982
600686.SH,金龙汽车,13.67,-1.58387329,24820.5,381,17,600686
300307.SZ,慈星股份,9.06,0.778642937,24811.0,382,33,300307
001222.SZ,源飞宠物,19.9,6.474050294,24780.0,383,33,001222
300748.SZ,金力永磁,21.06,3.641732283,24688.5,384,33,300748
002461.SZ,珠江啤酒,12.26,3.898305085,24677.5,385,33,002461
002946.SZ,新乳业,21.35,4.759568204,24667.5,386,33,002946
301277.SZ,新天地,16.73,-4.672364672,24400.5,387,33,301277
300418.SZ,昆仑万维,34.03,1.582089552,24344.5,388,33,300418
601398.SH,工商银行,7.08,-0.421940928,24331.0,389,17,601398
000716.SZ,黑芝麻,6.78,2.416918429,24257.0,390,33,000716
002432.SZ,九安医疗,37.89,0.557324841,24242.0,391,33,002432
002837.SZ,英维克,25.38,5.53014553,24228.0,392,33,002837
600081.SH,东风科技,14.85,2.202339986,24129.5,393,17,600081
002310.SZ,东方园林,2.34,-2.904564315,24124.0,394,33,002310
600561.SH,江西长运,6.73,-6.267409471,24111.5,395,17,600561
603955.SH,大千生态,36.54,5.576422999,24060.0,396,17,603955
605499.SH,东鹏饮料,328.45,2.483696839,24036.5,397,17,605499
601318.SH,中国平安,53.76,-0.167130919,24018.5,398,17,601318
002624.SZ,完美世界,14.67,3.09205903,24016.0,399,33,002624
002466.SZ,天齐锂业,30.37,3.581173261,23982.0,400,33,002466
601012.SH,隆基绿能,14.48,0.905923345,23955.0,401,17,601012
601162.SH,天风证券,3.99,1.526717557,23900.5,402,17,601162
300398.SZ,飞凯材料,19.84,-2.745098039,23886.5,403,33,300398
