股票代码,股票简称,最新价,最新涨跌幅,market_code,code
000008.SZ,神州高铁,2.78,0.724637681,33,000008
000034.SZ,神州数码,36.96,0.489396411,33,000034
000055.SZ,方大集团,4.07,-0.245098039,33,000055
000012.SZ,南玻A,4.6,0,33,000012
000021.SZ,深科技,17.8,1.482326112,33,000021
000065.SZ,北方国际,10.85,0.930232558,33,000065
000070.SZ,ST特信,7.5,2.459016393,33,000070
000060.SZ,中金岭南,4.53,0.221238938,33,000060
000009.SZ,中国宝安,8.89,0.908059024,33,000009
000099.SZ,中信海直,21.33,1.426533524,33,000099
000158.SZ,常山北明,21.71,0.695732839,33,000158
000016.SZ,深康佳A,5.05,-0.394477318,33,000016
000032.SZ,深桑达A,19.65,1.971977167,33,000032
000002.SZ,万科A,6.39,0.62992126,33,000002
000045.SZ,深纺织A,10.95,-1.08401084,33,000045
000088.SZ,盐田港,4.52,-0.220750552,33,000088
000027.SZ,深圳能源,6.4,1.105845182,33,000027
000058.SZ,深赛格,8.15,0,33,000058
000042.SZ,中洲控股,7.18,1.412429379,33,000042
000156.SZ,华数传媒,7.85,-0.254129606,33,000156
000006.SZ,深振业A,6.8,0,33,000006
000159.SZ,国际实业,5.68,-3.891708968,33,000159
000166.SZ,申万宏源,5.04,2.231237323,33,000166
000019.SZ,深粮控股,6.65,0.15060241,33,000019
000039.SZ,中集集团,7.81,-0.382653061,33,000039
000049.SZ,德赛电池,22.66,0.711111111,33,000049
000011.SZ,深物业A,8.51,0.353773585,33,000011
000068.SZ,华控赛格,3.38,-0.588235294,33,000068
000062.SZ,深圳华强,24.91,0.687146322,33,000062
000090.SZ,天健集团,3.52,0.284900285,33,000090
000030.SZ,富奥股份,5.96,1.016949153,33,000030
000420.SZ,吉林化纤,3.85,-0.259067358,33,000420
000428.SZ,华天酒店,3.28,-0.606060606,33,000428
000402.SZ,金融街,2.84,1.428571429,33,000402
000498.SZ,山东路桥,5.9,0.682593857,33,000498
000333.SZ,美的集团,72.97,0.233516484,33,000333
000425.SZ,徐工机械,7.78,0.387096774,33,000425
000400.SZ,许继电气,20.94,0.095602294,33,000400
000507.SZ,珠海港,5.52,-0.540540541,33,000507
000410.SZ,沈阳机床,6.51,0,33,000410
000510.SZ,新金路,4.98,-0.994035785,33,000510
000430.SZ,ST张家界,7.97,-0.623441397,33,000430
000598.SZ,兴蓉环境,7.31,2.094972067,33,000598
000404.SZ,长虹华意,7.05,-0.141643059,33,000404
000518.SZ,*ST四环,2.65,0,33,000518
000534.SZ,万泽股份,13.66,2.092675635,33,000534
000513.SZ,丽珠集团,35.41,-0.393811533,33,000513
000519.SZ,中兵红箭,19.22,10.017172295,33,000519
000538.SZ,云南白药,55.65,0.451263538,33,000538
000541.SZ,佛山照明,6.18,0.162074554,33,000541
000533.SZ,顺钠股份,6.86,-1.578192253,33,000533
000547.SZ,航天发展,7.93,1.666666667,33,000547
000546.SZ,金圆股份,4.89,-1.012145749,33,000546
000505.SZ,京粮控股,6.34,0.157977883,33,000505
000543.SZ,皖能电力,7.05,0.427350427,33,000543
000568.SZ,泸州老窖,112.89,-1.173071873,33,000568
000528.SZ,柳工,9.77,1.138716356,33,000528
000567.SZ,海德股份,5.91,2.961672474,33,000567
000551.SZ,创元科技,12.61,1.203852327,33,000551
000548.SZ,湖南投资,5.31,0.188679245,33,000548
000516.SZ,国际医学,5.09,-0.779727096,33,000516
000570.SZ,苏常柴A,5.75,0,33,000570
000531.SZ,穗恒运A,5.99,0.503355705,33,000531
000620.SZ,盈新发展,1.63,1.875,33,000620
000520.SZ,凤凰航运,5.03,-4.914933837,33,000520
000572.SZ,海马汽车,4.23,-1.168224299,33,000572
000525.SZ,红太阳,7.52,-4.568527919,33,000525
000553.SZ,安道麦A,7.09,-2.071823204,33,000553
000523.SZ,红棉股份,3.26,-1.212121212,33,000523
000565.SZ,渝三峡A,8.98,-1.965065502,33,000565
000626.SZ,远大控股,6.55,-0.304414003,33,000626
000557.SZ,西部创业,5.17,0.583657588,33,000557
000625.SZ,长安汽车,12.8,1.506740682,33,000625
000571.SZ,新大洲A,4.61,1.766004415,33,000571
000573.SZ,粤宏远A,3.91,0.773195876,33,000573
000591.SZ,太阳能,4.35,0.461893764,33,000591
000586.SZ,汇源通信,10.64,-0.467726848,33,000586
000576.SZ,甘化科工,9.6,4.80349345,33,000576
000596.SZ,古井贡酒,136.79,-1.041742024,33,000596
000550.SZ,江铃汽车,20.23,-0.344827586,33,000550
000581.SZ,威孚高科,18.88,0.693333333,33,000581
000622.SZ,恒立退,0.19,-89.325842697,37,000622
000627.SZ,天茂集团,2.74,0,33,000627
000617.SZ,中油资本,7.46,2.613480055,33,000617
000623.SZ,吉林敖东,16.85,1.444912703,33,000623
000668.SZ,*ST荣控,8.32,-0.359281437,33,000668
000650.SZ,仁和药业,5.42,-0.184162063,33,000650
000628.SZ,高新发展,42.32,0.474833808,33,000628
000629.SZ,钒钛股份,2.54,0,33,000629
000630.SZ,铜陵有色,3.19,0,33,000630
000651.SZ,格力电器,45.09,0.423162584,33,000651
000637.SZ,茂化实华,4.34,-9.958506224,33,000637
000632.SZ,三木集团,3.8,-0.262467192,33,000632
000661.SZ,长春高新,97.9,-1.588258947,33,000661
000633.SZ,合金投资,6.15,0,33,000633
000656.SZ,*ST金科,1.39,-1.418439716,33,000656
000695.SZ,滨海能源,13.98,-1.131541726,33,000695
000676.SZ,智度股份,8.85,0.797266515,33,000676
000639.SZ,西王食品,3.18,-1.547987616,33,000639
000669.SZ,ST金鸿,2.74,0,33,000669
000705.SZ,浙江震元,8.35,-0.713436385,33,000705
000710.SZ,贝瑞基因,13.13,-0.53030303,33,000710
000678.SZ,襄阳轴承,15.41,-3.506574828,33,000678
000683.SZ,博源化工,4.75,-0.627615063,33,000683
000723.SZ,美锦能源,4.28,-0.233100233,33,000723
000681.SZ,视觉中国,19.62,0.204290092,33,000681
000733.SZ,振华科技,48.47,2.734209411,33,000733
000682.SZ,东方电子,10.21,-0.487329435,33,000682
000700.SZ,模塑科技,7.07,-0.282087447,33,000700
000712.SZ,锦龙股份,13.21,3.770620581,33,000712
000753.SZ,漳州发展,4.91,-0.203252033,33,000753
000750.SZ,国海证券,4.01,3.084832905,33,000750
000838.SZ,财信发展,2.61,-0.760456274,33,000838
000680.SZ,山推股份,8.96,-0.222717149,33,000680
000701.SZ,厦门信达,6.16,1.482701812,33,000701
000881.SZ,中广核技,8.8,0.456621005,33,000881
000863.SZ,三湘印象,3.5,0.286532951,33,000863
000670.SZ,盈方微,7.15,5.769230769,33,000670
000727.SZ,冠捷科技,2.4,0,33,000727
000758.SZ,中色股份,5.02,-0.396825397,33,000758
000783.SZ,长江证券,6.93,1.911764706,33,000783
000759.SZ,中百集团,7.77,1.834862385,33,000759
000729.SZ,燕京啤酒,12.88,-0.617283951,33,000729
000737.SZ,北方铜业,9.16,-0.109051254,33,000737
000725.SZ,京东方A,3.94,0.254452926,33,000725
000779.SZ,甘咨询,9.1,0,33,000779
000697.SZ,ST炼石,7.25,0.415512465,33,000697
000768.SZ,中航西飞,26.16,4.64,33,000768
000953.SZ,河化股份,6.71,-1.612903226,33,000953
000782.SZ,恒申新材,4.9,0.204498978,33,000782
000702.SZ,正虹科技,7.35,0.272851296,33,000702
000792.SZ,盐湖股份,16.49,-0.901442308,33,000792
000822.SZ,山东海化,5.87,-1.839464883,33,000822
000797.SZ,中国武夷,2.68,0.374531835,33,000797
000709.SZ,河钢股份,2.15,0.46728972,33,000709
000718.SZ,苏宁环球,2.14,0.943396226,33,000718
000856.SZ,冀东装备,10.49,1.157184185,33,000856
000785.SZ,居然智家,3,0.334448161,33,000785
000830.SZ,鲁西化工,10.23,-0.292397661,33,000830
000820.SZ,*ST节能,2.84,-1.388888889,33,000820
000880.SZ,潍柴重机,36.97,8.416422287,33,000880
000761.SZ,本钢板材,3.64,-0.273972603,33,000761
000755.SZ,山西高速,4.9,-1.209677419,33,000755
000860.SZ,顺鑫农业,15.46,0.38961039,33,000860
000888.SZ,峨眉山A,13.8,-0.504686373,33,000888
000788.SZ,北大医药,6.09,-1.93236715,33,000788
000752.SZ,ST西发,8.21,-2.494061758,33,000752
000931.SZ,中关村,5.24,-1.132075472,33,000931
000885.SZ,城发环境,13.34,0.984102952,33,000885
000790.SZ,华神科技,3.8,-1.041666667,33,000790
000883.SZ,湖北能源,4.5,0,33,000883
000739.SZ,普洛药业,14.06,0.500357398,33,000739
000812.SZ,陕西金叶,4.67,2.637362637,33,000812
000926.SZ,福星股份,2.12,0,33,000926
000886.SZ,海南高速,6.5,-0.306748466,33,000886
000911.SZ,广农糖业,7.24,-0.685871056,33,000911
000798.SZ,中水渔业,7.25,0.138121547,33,000798
000751.SZ,锌业股份,3.02,0,33,000751
000777.SZ,中核科技,21.59,1.6,33,000777
000933.SZ,神火股份,16.19,-2.056866304,33,000933
000801.SZ,四川九洲,15.13,1.001335113,33,000801
000809.SZ,和展能源,3,0,33,000809
000848.SZ,承德露露,9.25,1.203501094,33,000848
000800.SZ,一汽解放,6.84,0.146412884,33,000800
000757.SZ,浩物股份,4.54,-1.304347826,33,000757
000819.SZ,岳阳兴长,15.16,-2.820512821,33,000819
000957.SZ,中通客车,10.83,-0.092250923,33,000957
000937.SZ,冀中能源,5.7,-0.175131349,33,000937
000795.SZ,英洛华,10.52,-0.28436019,33,000795
000959.SZ,首钢股份,3.35,0,33,000959
000895.SZ,双汇发展,24.51,-0.122249389,33,000895
000875.SZ,吉电股份,5.06,0.198019802,33,000875
000963.SZ,华东医药,40.45,0.54685558,33,000963
000902.SZ,新洋丰,13.58,-1.52284264,33,000902
000901.SZ,航天科技,11.82,3.412073491,33,000901
000932.SZ,华菱钢铁,4.4,-0.677200903,33,000932
000909.SZ,ST数源,6.76,1.654135338,33,000909
000935.SZ,四川双马,17.9,2.227298686,33,000935
000936.SZ,华西股份,6.73,-0.148367953,33,000936
000878.SZ,云南铜业,11.94,0.083822297,33,000878
000882.SZ,华联股份,1.94,0,33,000882
000889.SZ,中嘉博创,3.62,-2.425876011,33,000889
000970.SZ,中科三环,11.51,-0.432525952,33,000970
000990.SZ,诚志股份,7.45,-0.401069519,33,000990
000993.SZ,闽东电力,9.5,0,33,000993
002023.SZ,海特高新,10.53,1.640926641,33,002023
000983.SZ,山西焦煤,6.3,-0.943396226,33,000983
000977.SZ,浪潮信息,49.99,1.071572988,33,000977
002014.SZ,永新股份,12.12,1,33,002014
002009.SZ,天奇股份,15.21,0.197628458,33,002009
002111.SZ,威海广泰,10.45,1.161665053,33,002111
002017.SZ,东信和平,16.88,-5.008441193,33,002017
002021.SZ,中捷资源,2.28,-0.869565217,33,002021
000981.SZ,山子高科,2.09,-1.41509434,33,000981
002072.SZ,凯瑞德,5.49,2.425373134,33,002072
000985.SZ,大庆华科,17.81,-0.890372844,33,000985
002061.SZ,浙江交科,3.97,0,33,002061
002066.SZ,瑞泰科技,11.76,1.730103806,33,002066
002092.SZ,中泰化学,4.67,0.863930886,33,002092
000998.SZ,隆平高科,9.8,-0.305188199,33,000998
001696.SZ,宗申动力,21.45,1.226993865,33,001696
002099.SZ,海翔药业,5.49,-2.31316726,33,002099
002003.SZ,伟星股份,10.96,0.642791552,33,002003
002088.SZ,鲁阳节能,10.65,0.093984962,33,002088
002106.SZ,莱宝高科,10.14,-0.098522167,33,002106
002012.SZ,凯恩股份,5.48,-1.083032491,33,002012
002022.SZ,科华生物,6.05,-0.65681445,33,002022
002129.SZ,TCL中环,7.38,-0.27027027,33,002129
002015.SZ,协鑫能科,12.02,6.371681416,33,002015
002076.SZ,*ST星光,1.78,-1.657458564,33,002076
002221.SZ,东华能源,9.73,0.309278351,33,002221
002001.SZ,新和成,21.54,0.186046512,33,002001
002135.SZ,东南网架,4.21,0.477326969,33,002135
002085.SZ,万丰奥威,15.44,0.849118223,33,002085
002138.SZ,顺络电子,27.77,3.004451039,33,002138
002016.SZ,世荣兆业,5.5,0.364963504,33,002016
002100.SZ,天康生物,6.19,-0.161290323,33,002100
002063.SZ,远光软件,5.81,0.172413793,33,002063
002224.SZ,三力士,4.5,-0.442477876,33,002224
002094.SZ,青岛金王,8.64,0.465116279,33,002094
002115.SZ,三维通信,8.97,-1.752464403,33,002115
002104.SZ,恒宝股份,16.7,-2.224824356,33,002104
002167.SZ,东方锆业,10.34,0.096805421,33,002167
002064.SZ,华峰化学,6.6,-0.15128593,33,002064
002154.SZ,报喜鸟,3.75,-0.530503979,33,002154
002117.SZ,东港股份,11.69,-1.266891892,33,002117
002142.SZ,宁波银行,28.03,2.9379361,33,002142
002082.SZ,万邦德,6.65,-1.91740413,33,002082
002090.SZ,金智科技,9.44,0.962566845,33,002090
002108.SZ,沧州明珠,3.74,10,33,002108
002069.SZ,獐子岛,3.78,0,33,002069
002245.SZ,蔚蓝锂芯,12.42,0.975609756,33,002245
002131.SZ,利欧股份,3.4,-0.293255132,33,002131
002192.SZ,融捷股份,30.56,-0.32615786,33,002192
002078.SZ,太阳纸业,13.5,0,33,002078
002098.SZ,浔兴股份,8.6,0,33,002098
002133.SZ,广宇集团,2.89,1.048951049,33,002133
002256.SZ,兆新股份,2.34,-0.847457627,33,002256
002177.SZ,御银股份,7.56,6.03085554,33,002177
002273.SZ,水晶光电,19.82,-0.201409869,33,002273
002109.SZ,兴化股份,4.03,-4.728132388,33,002109
002297.SZ,博云新材,7.63,1.733333333,33,002297
002165.SZ,红宝丽,8.9,-1.657458564,33,002165
002186.SZ,全聚德,10.47,0.287356322,33,002186
002222.SZ,福晶科技,33.75,0.927033493,33,002222
002112.SZ,三变科技,12.59,0.238853503,33,002112
002206.SZ,海利得,5.03,-0.984251969,33,002206
002200.SZ,*ST交投,7.84,-2.366127024,33,002200
002159.SZ,三特索道,15.05,-0.198938992,33,002159
002124.SZ,天邦食品,2.94,-0.675675676,33,002124
002298.SZ,中电鑫龙,6.58,2.33281493,33,002298
002102.SZ,能特科技,3.14,-0.632911392,33,002102
002119.SZ,康强电子,17.33,-0.516647532,33,002119
002145.SZ,中核钛白,4.14,-0.480769231,33,002145
002146.SZ,荣盛发展,1.37,1.481481481,33,002146
002141.SZ,*ST贤丰,5.2,-4.936014625,33,002141
002096.SZ,易普力,12.51,-0.63542494,33,002096
002214.SZ,*ST大立,10.82,-0.092336103,33,002214
002237.SZ,恒邦股份,11.68,0.516351119,33,002237
002161.SZ,远望谷,6.59,0.457317073,33,002161
002149.SZ,西部材料,18.54,3.344481605,33,002149
002327.SZ,富安娜,7.5,0,33,002327
002241.SZ,歌尔股份,23.39,0,33,002241
002139.SZ,拓邦股份,13.62,0.442477876,33,002139
002173.SZ,创新医疗,12.72,-3.196347032,33,002173
002360.SZ,同德化工,5.33,0,33,002360
002361.SZ,神剑股份,6.11,0.825082508,33,002361
002264.SZ,新华都,6.23,0,33,002264
002179.SZ,中航光电,39.07,1.638917794,33,002179
002262.SZ,恩华药业,21.17,-0.188590288,33,002262
002190.SZ,成飞集成,35.6,1.685232791,33,002190
002169.SZ,智光电气,6.3,0,33,002169
002151.SZ,北斗星通,27.77,1.535648995,33,002151
002204.SZ,大连重工,5.79,1.401050788,33,002204
002210.SZ,飞马国际,2.64,-1.123595506,33,002210
002198.SZ,嘉应制药,6.06,-0.980392157,33,002198
002156.SZ,通富微电,24.81,0.44534413,33,002156
002366.SZ,融发核电,8.05,0.124378109,33,002366
002175.SZ,东方智造,4.49,-4.264392324,33,002175
002148.SZ,北纬科技,7.1,-0.976290098,33,002148
002158.SZ,汉钟精机,17.22,-0.058038305,33,002158
002213.SZ,大为股份,19.2,-0.518134715,33,002213
002309.SZ,ST中利,3.51,3.539823009,33,002309
002296.SZ,辉煌科技,10.82,-0.092336103,33,002296
002352.SZ,顺丰控股,49.86,-1.656804734,33,002352
002196.SZ,方正电机,9.03,0.110864745,33,002196
002208.SZ,合肥城建,7.08,2.460202605,33,002208
002202.SZ,金风科技,10.15,1.398601399,33,002202
002163.SZ,海南发展,9.05,-0.330396476,33,002163
002194.SZ,武汉凡谷,14.2,-0.490539594,33,002194
002171.SZ,楚江新材,9.6,2.345415778,33,002171
002335.SZ,科华数据,41.58,3.872095928,33,002335
002228.SZ,合兴包装,3.51,1.152737752,33,002228
002247.SZ,聚力文化,2.64,0,33,002247
002229.SZ,鸿博股份,16.23,-2.581032413,33,002229
002211.SZ,ST宏达,2.96,0,33,002211
002248.SZ,华东数控,8.49,-0.352112676,33,002248
002234.SZ,民和股份,8.08,0.248138958,33,002234
002182.SZ,宝武镁业,12.39,0,33,002182
002217.SZ,合力泰,2.59,10.212765957,33,002217
002184.SZ,海得控制,12.55,-0.15910899,33,002184
002251.SZ,步步高,4.86,0,33,002251
002225.SZ,濮耐股份,4.93,1.440329218,33,002225
002236.SZ,大华股份,15.76,0.831733845,33,002236
002235.SZ,安妮股份,9.9,0.917431193,33,002235
002188.SZ,中天服务,5.42,1.119402985,33,002188
002289.SZ,*ST宇顺,17.35,5.024213075,33,002289
002290.SZ,禾盛新材,30.35,-0.816993464,33,002290
002292.SZ,奥飞娱乐,9.43,-0.422386484,33,002292
002314.SZ,南山控股,2.65,1.923076923,33,002314
002233.SZ,塔牌集团,7.3,-0.136798906,33,002233
002330.SZ,得利斯,4.55,0,33,002330
002239.SZ,奥特佳,2.92,0.343642612,33,002239
002317.SZ,众生药业,15.12,-2.009073234,33,002317
002275.SZ,桂林三金,14.25,-0.488826816,33,002275
002311.SZ,海大集团,59.56,0.421514079,33,002311
002252.SZ,上海莱士,6.86,-0.145560408,33,002252
002263.SZ,大东南,3.1,9.929078014,33,002263
002277.SZ,友阿股份,6.11,-0.488599349,33,002277
002320.SZ,海峡股份,6.23,0,33,002320
002318.SZ,久立特材,23.4,-0.085397096,33,002318
002326.SZ,永太科技,12.83,0.156128025,33,002326
002372.SZ,伟星新材,10.33,0.096899225,33,002372
002331.SZ,皖通科技,7.88,-0.379266751,33,002331
002342.SZ,巨力索具,5.85,2.992957746,33,002342
002346.SZ,柘中股份,13.59,0.147383935,33,002346
002344.SZ,海宁皮城,4.26,0.709219858,33,002344
002282.SZ,博深股份,7.4,-0.537634409,33,002282
002332.SZ,仙琚制药,9.19,-0.217155266,33,002332
002299.SZ,圣农发展,14.31,-0.209205021,33,002299
002348.SZ,高乐股份,3.92,-1.507537688,33,002348
002340.SZ,格林美,6.31,0,33,002340
002349.SZ,精华制药,7.16,-0.555555556,33,002349
002358.SZ,森源电气,5.03,0,33,002358
002365.SZ,永安药业,27.36,-7.629979743,33,002365
002368.SZ,太极股份,23.22,1.044386423,33,002368
002378.SZ,章源钨业,7.75,-0.513478819,33,002378
002376.SZ,新北洋,7.6,0.662251656,33,002376
002355.SZ,兴民智通,7.9,3.267973856,33,002355
002371.SZ,北方华创,436.79,0.22256895,33,002371
002347.SZ,泰尔股份,7.12,-0.41958042,33,002347
002362.SZ,汉王科技,22.03,-0.045372051,33,002362
002367.SZ,康力电梯,7.03,1.151079137,33,002367
002369.SZ,卓翼科技,9.58,-0.82815735,33,002369
002380.SZ,科远智慧,23.86,-0.375782881,33,002380
002383.SZ,合众思壮,10.46,2.248289345,33,002383
002391.SZ,长青股份,5.78,-2.693602694,33,002391
002396.SZ,星网锐捷,22.38,4.677268475,33,002396
002395.SZ,双象股份,17.31,0.231615518,33,002395
002399.SZ,海普瑞,11.58,-1.194539249,33,002399
002401.SZ,中远海科,15.4,1.583113456,33,002401
002409.SZ,雅克科技,53.22,-0.16882386,33,002409
002398.SZ,垒知集团,4.91,-1.207243461,33,002398
002404.SZ,嘉欣丝绸,6.27,1.129032258,33,002404
002394.SZ,联发股份,8.05,0.374064838,33,002394
002393.SZ,力生制药,18.94,-1.559251559,33,002393
002387.SZ,维信诺,9.21,3.020134228,33,002387
002402.SZ,和而泰,20.66,-0.529610014,33,002402
002407.SZ,多氟多,12.03,0.333611343,33,002407
002414.SZ,高德红外,9.22,4.063205418,33,002414
002439.SZ,启明星辰,15.64,1.295336788,33,002439
002416.SZ,爱施德,11.4,0.529100529,33,002416
002412.SZ,汉森制药,6.12,-0.810372771,33,002412
002403.SZ,爱仕达,13.94,0.071787509,33,002403
002451.SZ,摩恩电气,6.75,-0.442477876,33,002451
002413.SZ,雷科防务,5.46,3.018867925,33,002413
002406.SZ,远东传动,7.34,1.24137931,33,002406
002422.SZ,科伦药业,34.66,-1.112696148,33,002422
002444.SZ,巨星科技,24.02,-0.70276974,33,002444
002434.SZ,万里扬,7.12,0.992907801,33,002434
002415.SZ,海康威视,27.62,0.036218761,33,002415
002431.SZ,棕榈股份,2.37,-1.659751037,33,002431
002430.SZ,杭氧股份,19.35,-0.82009226,33,002430
002408.SZ,齐翔腾达,4.5,-0.442477876,33,002408
002427.SZ,尤夫股份,8,-2.080783354,33,002427
002420.SZ,毅昌科技,6.03,0,33,002420
002463.SZ,沪电股份,41.9,-0.238095238,33,002463
002438.SZ,江苏神通,11.9,0.676818951,33,002438
002443.SZ,金洲管道,6.48,-0.154083205,33,002443
002449.SZ,国星光电,10.05,-0.691699605,33,002449
002436.SZ,兴森科技,12.56,2.196908055,33,002436
002423.SZ,中粮资本,12.17,2.96108291,33,002423
002453.SZ,华软科技,5.91,-1.170568562,33,002453
002454.SZ,松芝股份,7.64,-0.391134289,33,002454
002456.SZ,欧菲光,11.76,0.085106383,33,002456
002452.SZ,长高电新,6.96,0,33,002452
002467.SZ,二六三,5.81,-0.51369863,33,002467
002448.SZ,中原内配,8.4,0,33,002448
002461.SZ,珠江啤酒,11.13,-0.978647687,33,002461
002459.SZ,晶澳科技,9.57,-0.416233091,33,002459
002465.SZ,海格通信,13.33,3.173374613,33,002465
002455.SZ,百川股份,7.25,-0.956284153,33,002455
002458.SZ,益生股份,8.16,0.122699387,33,002458
002468.SZ,申通快递,10.69,-0.742804085,33,002468
002481.SZ,双塔食品,5.11,-0.389863548,33,002481
002469.SZ,三维化学,8.19,-0.364963504,33,002469
002476.SZ,宝莫股份,4.8,-5.882352941,33,002476
002483.SZ,润邦股份,5.91,0.169491525,33,002483
002488.SZ,金固股份,13.96,-0.640569395,33,002488
002494.SZ,华斯股份,4.86,1.03950104,33,002494
002478.SZ,常宝股份,5.24,0,33,002478
002492.SZ,恒基达鑫,5.84,-1.351351351,33,002492
002491.SZ,通鼎互联,5.45,-1.08892922,33,002491
002489.SZ,浙江永强,3.65,0.274725275,33,002489
002520.SZ,日发精机,6.17,-0.161812298,33,002520
002500.SZ,山西证券,5.87,1.909722222,33,002500
002534.SZ,西子洁能,11.4,0.706713781,33,002534
002522.SZ,浙江众成,4.94,0.202839757,33,002522
002517.SZ,恺英网络,17.02,-0.815850816,33,002517
002510.SZ,天汽模,6.57,-1.054216867,33,002510
002497.SZ,雅化集团,11.26,-0.530035336,33,002497
002490.SZ,山东墨龙,6.43,-7.482014388,33,002490
002546.SZ,新联电子,5.38,-0.185528757,33,002546
002516.SZ,旷达科技,5.1,-0.390625,33,002516
002506.SZ,协鑫集成,2.51,-1.953125,33,002506
002493.SZ,荣盛石化,8.16,0,33,002493
002532.SZ,天山铝业,8.25,-0.960384154,33,002532
002496.SZ,*ST辉丰,1.65,0.609756098,33,002496
002518.SZ,科士达,22.34,1.223380154,33,002518
002540.SZ,亚太科技,5.74,0.878734622,33,002540
002547.SZ,春兴精工,4.64,0.432900433,33,002547
002508.SZ,老板电器,18.82,0.534188034,33,002508
002549.SZ,凯美特气,9.58,0.842105263,33,002549
002551.SZ,尚荣医疗,3.68,-1.340482574,33,002551
002514.SZ,宝馨科技,6.22,-2.507836991,33,002514
002569.SZ,*ST步森,9.61,0,33,002569
002562.SZ,兄弟科技,4.78,-0.829875519,33,002562
002538.SZ,司尔特,5.07,-0.9765625,33,002538
002529.SZ,*ST海源,6.5,0.308641975,33,002529
002553.SZ,南方精工,21.28,0.047014575,33,002553
002566.SZ,益盛药业,7.75,-0.513478819,33,002566
002507.SZ,涪陵榨菜,12.76,0.078431373,33,002507
002536.SZ,飞龙股份,14.71,0.960878518,33,002536
002557.SZ,洽洽食品,21.6,-0.046274873,33,002557
002577.SZ,雷柏科技,20.73,0.144927536,33,002577
002544.SZ,普天科技,22.59,1.164352888,33,002544
002523.SZ,天桥起重,3.55,0.282485876,33,002523
002555.SZ,三七互娱,16.76,-0.297441999,33,002555
002617.SZ,露笑科技,7.41,0.135135135,33,002617
002583.SZ,海能达,12.18,1.246882793,33,002583
002588.SZ,史丹利,8.75,-0.793650794,33,002588
002561.SZ,徐家汇,8.31,0.483675937,33,002561
002596.SZ,海南瑞泽,3.67,1.101928375,33,002596
002564.SZ,天沃科技,5.54,2.21402214,33,002564
002613.SZ,北玻股份,3.61,0,33,002613
002543.SZ,万和电气,11.05,-1.60284951,33,002543
002592.SZ,ST八菱,6.08,-0.327868852,33,002592
000001.SZ,平安银行,12.03,0.838222967,33,000001
002526.SZ,山东矿机,3.79,-0.263157895,33,002526
002568.SZ,百润股份,26.57,0.643939394,33,002568
000007.SZ,全新好,7.7,-1.408450704,33,000007
002573.SZ,清新环境,3.92,0,33,002573
000020.SZ,深华发A,13.97,-1.61971831,33,000020
002634.SZ,棒杰股份,3.91,0.256410256,33,002634
002622.SZ,皓宸医疗,2.97,0,33,002622
000017.SZ,深中华A,6.39,-2.293577982,33,000017
002537.SZ,海联金汇,11.46,9.980806142,33,002537
002559.SZ,亚威股份,9.29,-0.428724544,33,002559
002571.SZ,德力股份,5.87,-1.510067114,33,002571
002659.SZ,凯文教育,4.96,0.4048583,33,002659
000026.SZ,飞亚达,11.9,3.209019948,33,000026
002624.SZ,完美世界,14.83,-1.199200533,33,002624
002671.SZ,龙泉股份,4.55,-0.655021834,33,002671
002626.SZ,金达威,19.48,5.013477089,33,002626
002655.SZ,共达电声,12.82,0,33,002655
000031.SZ,大悦城,2.64,1.149425287,33,000031
002598.SZ,山东章鼓,11.1,0.090171326,33,002598
002575.SZ,群兴玩具,8.74,0.923787529,33,002575
002668.SZ,TCL智家,9.85,2.711157456,33,002668
002585.SZ,双星新材,5.37,0.186567164,33,002585
002594.SZ,比亚迪,343.96,0.16890908,33,002594
002639.SZ,雪人股份,10.05,-1.277013752,33,002639
000056.SZ,皇庭国际,3.08,0.325732899,33,000056
002600.SZ,领益智造,8.47,0.355450237,33,002600
000417.SZ,合百集团,5.67,1.978417266,33,000417
002590.SZ,万安科技,14.44,-1.163586585,33,002590
002606.SZ,大连电瓷,8.96,0.223713647,33,002606
002630.SZ,ST华西,2.55,-1.544401544,33,002630
002581.SZ,未名医药,8.98,-1.535087719,33,002581
002674.SZ,兴业科技,9.64,-1.026694045,33,002674
000422.SZ,湖北宜化,11.61,-0.599315068,33,000422
002690.SZ,美亚光电,16.96,-0.176574456,33,002690
000004.SZ,*ST国华,8.79,-2.006688963,33,000004
002635.SZ,安洁科技,13.33,-0.52238806,33,002635
000426.SZ,兴业银锡,15.13,-0.786885246,33,000426
000153.SZ,丰原药业,6.09,-0.975609756,33,000153
002587.SZ,奥拓电子,6.3,-0.787401575,33,002587
002632.SZ,道明光学,9.02,-0.551267916,33,002632
002615.SZ,哈尔斯,8.09,-0.979192166,33,002615
002731.SZ,萃华珠宝,14.1,-1.191310441,33,002731
000517.SZ,荣安地产,1.81,0,33,000517
000028.SZ,国药一致,24.69,0.325071109,33,000028
000010.SZ,美丽生态,2.96,-1.986754967,33,000010
002681.SZ,奋达科技,6.72,0.598802395,33,002681
002670.SZ,国盛金控,14.48,10.030395137,33,002670
000409.SZ,云鼎科技,11.25,0.17809439,33,000409
000014.SZ,沙河股份,11.64,0.779220779,33,000014
000423.SZ,东阿阿胶,52.23,-0.703422053,33,000423
002633.SZ,申科股份,13.32,-0.522778193,33,002633
002653.SZ,海思科,42.8,-0.139990667,33,002653
000421.SZ,南京公用,6.45,-0.769230769,33,000421
